GeographyCode,KS401NI0001,KS401NI0002,KS401NI0003,KS401NI0004,KS401NI0005,KS401NI0006,KS401NI0007,KS401NI0008,KS401NI0009,KS401NI0010,KS401NI0011,KS401NI0012,KS401NI0013,KS401NI0014,KS401NI0015,KS401NI0016,KS401NI0017,KS401NI0018,KS401NI0019,KS401NI0020
95JJ17,856,856,0,856,824,32,703,114,31,4,3,0,1,82.13,13.32,3.62,0.47,0.35,0,0.12
95JJ18,1440,1440,0,1440,975,465,221,218,394,458,113,36,0,15.35,15.14,27.36,31.81,7.85,2.50,0
95JJ19,1472,1472,0,1472,1128,344,853,345,123,142,6,2,1,57.95,23.44,8.36,9.65,0.41,0.14,0.07
95JJ20,1676,1676,0,1676,1618,58,780,604,236,55,1,0,0,46.54,36.04,14.08,3.28,0.06,0,0
95JJ21,1026,1026,0,1026,962,64,299,347,284,94,0,2,0,29.14,33.82,27.68,9.16,0,0.19,0
95JJ22,1134,1134,0,1134,1088,46,695,225,114,85,7,8,0,61.29,19.84,10.05,7.50,0.62,0.71,0
95KK01,906,906,0,906,836,70,675,153,63,0,0,1,14,74.50,16.89,6.95,0,0,0.11,1.55
95KK02,768,768,0,768,722,46,440,193,119,6,0,5,5,57.29,25.13,15.49,0.78,0,0.65,0.65
95KK03,761,761,0,761,704,57,685,44,27,0,1,0,4,90.01,5.78,3.55,0,0.13,0,0.53
95KK04,1014,1014,0,1014,974,40,381,289,299,40,2,3,0,37.57,28.50,29.49,3.94,0.20,0.30,0
95KK05,843,843,0,843,803,40,667,126,41,4,1,0,4,79.12,14.95,4.86,0.47,0.12,0,0.47
95KK06,761,761,0,761,737,24,255,203,266,26,6,5,0,33.51,26.68,34.95,3.42,0.79,0.66,0
95KK07,699,699,0,699,682,17,591,69,35,0,1,0,3,84.55,9.87,5.01,0,0.14,0,0.43
95KK08,1019,1019,0,1019,967,52,455,333,208,11,0,10,2,44.65,32.68,20.41,1.08,0,0.98,0.20
95KK09,1028,1027,1,1029,947,82,314,295,251,149,10,9,1,30.52,28.67,24.39,14.48,0.97,0.87,0.10
95KK10,739,739,0,739,699,40,619,76,34,0,1,0,9,83.76,10.28,4.60,0,0.14,0,1.22
95KK11,1016,1016,0,1016,982,34,310,353,316,28,7,2,0,30.51,34.74,31.10,2.76,0.69,0.20,0
95KK12,848,848,0,848,776,72,518,174,137,6,5,6,2,61.08,20.52,16.16,0.71,0.59,0.71,0.24
95KK13,664,664,0,664,642,22,487,85,89,2,0,0,1,73.34,12.80,13.40,0.30,0,0,0.15
95KK14,738,738,0,738,703,35,432,153,130,13,3,3,4,58.54,20.73,17.62,1.76,0.41,0.41,0.54
95KK15,1006,1006,0,1006,921,85,785,143,73,1,1,1,2,78.03,14.21,7.26,0.10,0.10,0.10,0.20
95KK16,847,847,0,847,809,38,279,319,159,79,6,5,0,32.94,37.66,18.77,9.33,0.71,0.59,0
95LL01,1617,1617,0,1617,1579,38,1030,432,129,9,3,6,8,63.70,26.72,7.98,0.56,0.19,0.37,0.49
95LL02,1555,1555,0,1555,1367,188,394,227,719,137,47,29,2,25.34,14.60,46.24,8.81,3.02,1.86,0.13
95LL03,1167,1167,0,1167,1092,75,184,353,404,217,5,1,3,15.77,30.25,34.62,18.59,0.43,0.09,0.26
95LL04,1131,1131,0,1131,1090,41,383,315,424,6,1,0,2,33.86,27.85,37.49,0.53,0.09,0,0.18
95LL05,1502,1502,0,1502,1454,48,1011,389,92,6,3,1,0,67.31,25.90,6.13,0.40,0.20,0.07,0
95LL06,1498,1498,0,1498,1408,90,440,610,334,106,6,2,0,29.37,40.72,22.30,7.08,0.40,0.13,0
95LL07,1059,1059,0,1059,1001,58,60,140,743,99,14,3,0,5.67,13.22,70.16,9.35,1.32,0.28,0
95LL08,1397,1396,1,1398,1326,72,219,429,632,110,6,1,1,15.67,30.69,45.21,7.87,0.43,0.07,0.07
95LL09,1493,1493,0,1493,1395,98,127,359,697,277,9,24,0,8.51,24.05,46.68,18.55,0.60,1.61,0
95LL10,1803,1803,0,1803,1741,62,1099,488,139,62,3,4,8,60.95,27.07,7.71,3.44,0.17,0.22,0.44
95LL11,1519,1519,0,1519,1424,95,872,331,301,11,0,2,2,57.41,21.79,19.82,0.72,0,0.13,0.13
95LL12,1520,1520,0,1520,1492,28,214,390,865,45,3,1,2,14.08,25.66,56.91,2.96,0.20,0.07,0.13
95LL13,1190,1190,0,1190,1097,93,247,339,513,57,4,1,29,20.76,28.49,43.11,4.79,0.34,0.08,2.44
95LL14,995,995,0,995,970,25,127,354,509,3,2,0,0,12.76,35.58,51.16,0.30,0.20,0,0
95LL15,1431,1430,1,1432,1330,102,471,379,399,145,27,11,0,32.89,26.47,27.86,10.13,1.89,0.77,0
95LL16,2370,2370,0,2370,2282,88,1188,843,311,19,6,1,2,50.13,35.57,13.12,0.80,0.25,0.04,0.08
95LL17,1150,1150,0,1150,1106,44,339,424,346,40,1,0,0,29.48,36.87,30.09,3.48,0.09,0,0
95LL18,1423,1423,0,1423,1331,92,592,701,92,32,5,1,0,41.60,49.26,6.47,2.25,0.35,0.07,0
95LL19,1982,1982,0,1982,1904,78,1154,456,335,34,2,0,1,58.22,23.01,16.90,1.72,0.10,0,0.05
95LL20,979,979,0,979,942,37,81,382,471,42,2,1,0,8.27,39.02,48.11,4.29,0.20,0.10,0
95LL21,1776,1776,0,1776,1662,114,361,677,538,160,27,12,1,20.33,38.12,30.29,9.01,1.52,0.68,0.06
95LL22,1482,1482,0,1482,1424,58,277,552,504,146,3,0,0,18.69,37.25,34.01,9.85,0.20,0,0
95LL23,1046,1046,0,1046,973,73,139,326,511,65,3,2,0,13.29,31.17,48.85,6.21,0.29,0.19,0
95LL24,1389,1389,0,1389,1312,77,986,285,100,11,2,1,4,70.99,20.52,7.20,0.79,0.14,0.07,0.29
95LL25,1825,1825,0,1825,1739,86,1042,468,295,17,2,1,0,57.10,25.64,16.16,0.93,0.11,0.05,0
95LL26,1624,1624,0,1624,1490,134,478,294,712,119,16,5,0,29.43,18.10,43.84,7.33,0.99,0.31,0
95MM01,1942,1942,0,1942,1897,45,596,826,411,98,10,1,0,30.69,42.53,21.16,5.05,0.51,0.05,0
95MM02,1167,1167,0,1167,1144,23,693,203,205,59,6,0,1,59.38,17.40,17.57,5.06,0.51,0,0.09
95MM03,1206,1206,0,1206,1155,51,839,234,125,3,2,0,3,69.57,19.40,10.36,0.25,0.17,0,0.25
95MM04,908,908,0,908,890,18,66,259,526,45,8,4,0,7.27,28.52,57.93,4.96,0.88,0.44,0
95MM05,1092,1091,1,1095,1062,33,74,185,595,231,8,2,0,6.76,16.89,54.34,21.10,0.73,0.18,0
95MM06,962,962,0,962,949,13,100,151,608,102,1,0,0,10.40,15.70,63.20,10.60,0.10,0,0
95MM07,1228,1228,0,1228,1201,27,327,302,445,147,6,1,0,26.63,24.59,36.24,11.97,0.49,0.08,0
95MM08,1300,1300,0,1300,1238,62,343,498,288,167,3,1,0,26.38,38.31,22.15,12.85,0.23,0.08,0
95MM09,1250,1250,0,1250,1220,30,789,278,149,28,0,6,0,63.12,22.24,11.92,2.24,0,0.48,0
95MM10,1010,1010,0,1010,987,23,96,333,523,53,5,0,0,9.50,32.97,51.78,5.25,0.50,0,0
95MM11,860,860,0,860,855,5,68,276,414,99,2,0,1,7.91,32.09,48.14,11.51,0.23,0,0.12
95MM12,2036,2036,0,2036,1976,60,472,867,522,167,5,2,1,23.18,42.58,25.64,8.20,0.25,0.10,0.05
95MM13,3015,3015,0,3015,2990,25,1020,1206,676,108,3,0,2,33.83,40.00,22.42,3.58,0.10,0,0.07
95MM14,1292,1291,1,1297,1176,121,132,162,698,262,35,6,2,10.18,12.49,53.82,20.20,2.70,0.46,0.15
95MM15,1611,1611,0,1611,1570,41,963,347,234,56,9,1,1,59.78,21.54,14.53,3.48,0.56,0.06,0.06
95MM16,2138,2138,0,2138,2079,59,777,757,475,116,12,0,1,36.34,35.41,22.22,5.43,0.56,0,0.05
95MM17,1376,1376,0,1376,1347,29,318,731,256,66,5,0,0,23.11,53.13,18.60,4.80,0.36,0,0
95MM18,1795,1795,0,1795,1766,29,885,554,321,34,1,0,0,49.30,30.86,17.88,1.89,0.06,0,0
95MM19,1314,1314,0,1314,1269,45,243,825,133,99,14,0,0,18.49,62.79,10.12,7.53,1.07,0,0
95MM20,1516,1516,0,1516,1469,47,292,847,335,41,1,0,0,19.26,55.87,22.10,2.70,0.07,0,0
95MM21,1277,1277,0,1277,1254,23,408,551,307,11,0,0,0,31.95,43.15,24.04,0.86,0,0,0
95MM22,999,999,0,999,973,26,312,469,173,34,10,1,0,31.23,46.95,17.32,3.40,1.00,0.10,0
95MM23,1212,1210,2,1229,1074,155,39,200,695,232,58,5,0,3.17,16.27,56.55,18.88,4.72,0.41,0
95MM24,906,906,0,906,892,14,97,267,511,30,1,0,0,10.71,29.47,56.40,3.31,0.11,0,0
95MM25,2219,2219,0,2219,2188,31,367,833,750,250,17,2,0,16.54,37.54,33.80,11.27,0.77,0.09,0
95MM26,1068,1068,0,1068,1056,12,224,580,225,37,2,0,0,20.97,54.31,21.07,3.46,0.19,0,0
95MM27,1884,1882,2,1891,1614,277,99,159,637,834,138,24,0,5.24,8.41,33.69,44.10,7.30,1.27,0
95MM28,1234,1229,5,1248,1095,153,34,57,670,355,109,23,0,2.72,4.57,53.69,28.45,8.73,1.84,0
95MM29,1631,1631,0,1631,1490,141,167,385,878,135,28,37,1,10.24,23.61,53.83,8.28,1.72,2.27,0.06
95MM30,938,938,0,938,903,35,40,103,579,192,21,3,0,4.26,10.98,61.73,20.47,2.24,0.32,0
95NN01,1347,1347,0,1347,1201,146,607,384,285,45,14,9,3,45.06,28.51,21.16,3.34,1.04,0.67,0.22
95NN02,849,849,0,849,836,13,515,157,152,23,2,0,0,60.66,18.49,17.90,2.71,0.24,0,0
95NN03,1210,1210,0,1210,1133,77,459,299,332,85,15,20,0,37.93,24.71,27.44,7.02,1.24,1.65,0
95NN04,1233,1233,0,1233,1175,58,234,325,576,85,8,5,0,18.98,26.36,46.72,6.89,0.65,0.41,0
95NN05,1123,1123,0,1123,1075,48,275,395,313,130,1,8,1,24.49,35.17,27.87,11.58,0.09,0.71,0.09
95NN06,1299,1299,0,1299,1237,62,482,478,258,44,12,23,2,37.11,36.80,19.86,3.39,0.92,1.77,0.15
95NN07,1309,1309,0,1309,1246,63,274,506,341,144,22,21,1,20.93,38.66,26.05,11.00,1.68,1.60,0.08
95NN08,1252,1252,0,1252,1196,56,740,268,208,16,5,14,1,59.11,21.41,16.61,1.28,0.40,1.12,0.08
95NN09,1133,1132,1,1134,1092,42,804,171,139,11,3,1,5,70.90,15.08,12.26,0.97,0.26,0.09,0.44
95NN10,1513,1513,0,1513,1290,223,768,202,198,293,44,8,0,50.76,13.35,13.09,19.37,2.91,0.53,0
95NN11,1352,1352,0,1352,1297,55,835,286,223,1,3,0,4,61.76,21.15,16.49,0.07,0.22,0,0.30
95NN12,1309,1309,0,1309,1128,181,488,297,363,143,9,7,2,37.28,22.69,27.73,10.92,0.69,0.53,0.15
95NN13,1116,1116,0,1116,1064,52,929,137,30,5,5,0,10,83.24,12.28,2.69,0.45,0.45,0,0.90
95NN14,1394,1394,0,1394,1205,189,737,336,301,7,8,0,5,52.87,24.10,21.59,0.50,0.57,0,0.36
95NN15,1311,1311,0,1311,1230,81,297,282,566,149,8,9,0,22.65,21.51,43.17,11.37,0.61,0.69,0
95NN16,1172,1172,0,1172,1128,44,943,146,62,9,4,0,8,80.46,12.46,5.29,0.77,0.34,0,0.68
95NN17,1011,1011,0,1011,928,83,329,304,223,142,6,2,5,32.54,30.07,22.06,14.05,0.59,0.20,0.49
95NN18,1107,1107,0,1107,1023,84,623,115,281,62,23,3,0,56.28,10.39,25.38,5.60,2.08,0.27,0
95NN19,1413,1413,0,1413,1336,77,748,312,245,97,2,9,0,52.94,22.08,17.34,6.86,0.14,0.64,0
95NN20,1143,1143,0,1143,1073,70,861,182,66,21,4,2,7,75.33,15.92,5.77,1.84,0.35,0.17,0.61
95NN21,1339,1338,1,1342,1151,191,590,231,278,201,33,9,0,43.96,17.21,20.72,14.98,2.46,0.67,0
95NN22,1146,1145,1,1147,1003,144,686,257,169,18,4,6,7,59.81,22.41,14.73,1.57,0.35,0.52,0.61
95NN23,1287,1287,0,1287,1159,128,809,287,167,19,2,1,2,62.86,22.30,12.98,1.48,0.16,0.08,0.16
95OO01,860,860,0,860,809,51,736,92,27,1,0,0,4,85.58,10.70,3.14,0.12,0,0,0.47
95OO02,800,800,0,800,703,97,656,52,76,10,2,2,2,82.00,6.50,9.50,1.25,0.25,0.25,0.25
95OO03,1022,1022,0,1022,914,108,625,200,130,37,3,18,9,61.15,19.57,12.72,3.62,0.29,1.76,0.88
95OO04,932,932,0,932,877,55,599,199,106,10,5,7,6,64.27,21.35,11.37,1.07,0.54,0.75,0.64
95OO05,1068,1068,0,1068,1021,47,177,319,459,105,6,1,1,16.57,29.87,42.98,9.83,0.56,0.09,0.09
95OO06,992,992,0,992,941,51,655,189,129,15,3,1,0,66.03,19.05,13.00,1.51,0.30,0.10,0
95OO07,902,902,0,902,854,48,643,170,84,4,0,0,1,71.29,18.85,9.31,0.44,0,0,0.11
95OO08,926,926,0,926,887,39,660,215,39,3,2,3,4,71.27,23.22,4.21,0.32,0.22,0.32,0.43
95OO09,805,805,0,805,744,61,563,146,62,17,2,3,12,69.94,18.14,7.70,2.11,0.25,0.37,1.49
95OO10,1210,1210,0,1210,1163,47,459,627,90,15,3,1,15,37.93,51.82,7.44,1.24,0.25,0.08,1.24
95OO11,1024,1024,0,1024,956,68,201,351,377,73,8,7,7,19.63,34.28,36.82,7.13,0.78,0.68,0.68
95OO12,1049,1049,0,1049,999,50,467,444,125,9,2,0,2,44.52,42.33,11.92,0.86,0.19,0,0.19
95OO13,1017,1017,0,1017,976,41,337,495,136,39,9,1,0,33.14,48.67,13.37,3.83,0.88,0.10,0
95OO14,909,909,0,909,866,43,601,177,122,2,2,0,5,66.12,19.47,13.42,0.22,0.22,0,0.55
95OO15,892,892,0,892,870,22,220,311,297,54,10,0,0,24.66,34.87,33.30,6.05,1.12,0,0
95OO16,911,911,0,911,853,58,462,221,169,37,7,14,1,50.71,24.26,18.55,4.06,0.77,1.54,0.11
95OO17,1026,1026,0,1026,978,48,694,235,80,10,0,1,6,67.64,22.90,7.80,0.97,0,0.10,0.58
95OO18,1163,1163,0,1163,1099,64,382,407,228,121,18,6,1,32.85,35.00,19.60,10.40,1.55,0.52,0.09
95OO19,1128,1128,0,1128,1046,82,603,349,111,22,24,13,6,53.46,30.94,9.84,1.95,2.13,1.15,0.53
95OO20,887,887,0,887,854,33,289,355,217,21,5,0,0,32.58,40.02,24.46,2.37,0.56,0,0
95OO21,948,948,0,948,904,44,305,330,148,139,8,18,0,32.17,34.81,15.61,14.66,0.84,1.90,0
95OO22,1003,1003,0,1003,956,47,781,194,17,3,1,0,7,77.87,19.34,1.69,0.30,0.10,0,0.70
95PP01,995,995,0,995,950,45,742,191,56,2,0,2,2,74.57,19.20,5.63,0.20,0,0.20,0.20
95PP02,1040,1040,0,1040,933,107,833,130,57,5,5,8,2,80.10,12.50,5.48,0.48,0.48,0.77,0.19
95PP03,1190,1190,0,1190,971,219,871,213,82,4,0,13,7,73.19,17.90,6.89,0.34,0,1.09,0.59
95PP04,1174,1174,0,1174,1081,93,915,167,65,23,3,1,0,77.94,14.22,5.54,1.96,0.26,0.09,0
95PP05,914,914,0,914,822,92,731,96,75,4,1,1,6,79.98,10.50,8.21,0.44,0.11,0.11,0.66
95PP06,1665,1665,0,1665,1554,111,551,678,286,137,10,3,0,33.09,40.72,17.18,8.23,0.60,0.18,0
95PP07,1092,1092,0,1092,987,105,785,143,145,4,8,4,3,71.89,13.10,13.28,0.37,0.73,0.37,0.27
95PP08,1073,1073,0,1073,960,113,846,155,52,5,3,5,7,78.84,14.45,4.85,0.47,0.28,0.47,0.65
95PP09,820,820,0,820,757,63,62,204,398,128,12,15,1,7.56,24.88,48.54,15.61,1.46,1.83,0.12
95PP10,847,847,0,847,798,49,720,81,38,1,1,1,5,85.01,9.56,4.49,0.12,0.12,0.12,0.59
95PP11,1098,1098,0,1098,1040,58,388,306,314,82,7,0,1,35.34,27.87,28.60,7.47,0.64,0,0.09
95PP12,964,964,0,964,891,73,838,98,21,2,4,0,1,86.93,10.17,2.18,0.21,0.41,0,0.10
95PP13,1122,1122,0,1122,1060,62,420,353,271,63,4,10,1,37.43,31.46,24.15,5.61,0.36,0.89,0.09
95PP14,1506,1506,0,1506,1347,159,975,340,162,11,6,9,3,64.74,22.58,10.76,0.73,0.40,0.60,0.20
95PP15,1151,1151,0,1151,1089,62,777,264,101,5,2,2,0,67.51,22.94,8.77,0.43,0.17,0.17,0
95PP16,766,766,0,766,705,61,647,77,26,13,0,0,3,84.46,10.05,3.39,1.70,0,0,0.39
95PP17,1105,1105,0,1105,1028,77,416,346,290,19,22,12,0,37.65,31.31,26.24,1.72,1.99,1.09,0
95PP18,1168,1168,0,1168,1093,75,779,290,82,3,4,6,4,66.70,24.83,7.02,0.26,0.34,0.51,0.34
95PP19,1030,1030,0,1030,933,97,641,205,162,11,5,1,5,62.23,19.90,15.73,1.07,0.49,0.10,0.49
95PP20,1582,1582,0,1582,1379,203,446,392,438,245,26,34,1,28.19,24.78,27.69,15.49,1.64,2.15,0.06
95PP21,833,833,0,833,783,50,616,91,104,5,5,2,10,73.95,10.92,12.48,0.60,0.60,0.24,1.20
95PP22,1085,1084,1,1086,1010,76,568,311,156,49,0,1,1,52.30,28.64,14.36,4.51,0,0.09,0.09
95PP23,945,945,0,945,898,47,714,132,74,11,2,12,0,75.56,13.97,7.83,1.16,0.21,1.27,0
95QQ01,765,765,0,765,707,58,153,92,462,56,2,0,0,20.00,12.03,60.39,7.32,0.26,0,0
95QQ02,1095,1095,0,1095,996,99,572,319,172,28,1,1,2,52.24,29.13,15.71,2.56,0.09,0.09,0.18
95QQ03,532,532,0,532,507,25,23,96,320,91,2,0,0,4.32,18.05,60.15,17.11,0.38,0,0
95QQ04,706,706,0,706,692,14,138,135,413,20,0,0,0,19.55,19.12,58.50,2.83,0,0,0
95QQ05,1176,1175,1,1177,1127,50,774,302,44,53,4,0,0,65.76,25.66,3.74,4.50,0.34,0,0
95QQ06,874,874,0,874,754,120,342,274,216,21,8,6,7,39.13,31.35,24.71,2.40,0.92,0.69,0.80
95QQ07,1031,1031,0,1031,919,112,158,114,423,275,36,24,1,15.32,11.06,41.03,26.67,3.49,2.33,0.10
95QQ08,719,719,0,719,698,21,26,192,340,159,1,1,0,3.62,26.70,47.29,22.11,0.14,0.14,0
95QQ09,877,876,1,879,838,41,353,227,231,63,5,0,0,40.16,25.82,26.28,7.17,0.57,0,0
95QQ10,807,807,0,807,688,119,488,106,171,21,11,4,6,60.47,13.14,21.19,2.60,1.36,0.50,0.74
95QQ11,818,818,0,818,776,42,462,187,136,29,2,1,1,56.48,22.86,16.63,3.55,0.24,0.12,0.12
95QQ12,847,847,0,847,758,89,154,140,418,122,12,0,1,18.18,16.53,49.35,14.40,1.42,0,0.12
95QQ13,1141,1141,0,1141,1031,110,637,329,156,9,3,2,5,55.83,28.83,13.67,0.79,0.26,0.18,0.44
95QQ14,2143,2143,0,2143,2045,98,989,821,235,89,3,2,4,46.15,38.31,10.97,4.15,0.14,0.09,0.19
95QQ15,816,816,0,816,761,55,63,243,437,64,8,1,0,7.72,29.78,53.55,7.84,0.98,0.12,0
95RR01,1531,1531,0,1531,1502,29,1085,359,68,13,4,1,1,70.87,23.45,4.44,0.85,0.26,0.07,0.07
95RR02,666,666,0,666,647,19,266,293,94,11,1,1,0,39.94,43.99,14.11,1.65,0.15,0.15,0
95RR03,655,655,0,655,617,38,79,153,335,81,5,2,0,12.06,23.36,51.15,12.37,0.76,0.31,0
95RR04,816,816,0,816,752,64,277,235,225,49,13,17,0,33.95,28.80,27.57,6.00,1.59,2.08,0
95RR05,988,988,0,988,966,22,339,436,179,34,0,0,0,34.31,44.13,18.12,3.44,0,0,0
95RR06,739,739,0,739,708,31,484,161,84,4,0,3,3,65.49,21.79,11.37,0.54,0,0.41,0.41
95RR07,878,878,0,878,859,19,443,387,44,1,1,0,2,50.46,44.08,5.01,0.11,0.11,0,0.23
95RR08,741,741,0,741,713,28,568,129,39,0,0,1,4,76.65,17.41,5.26,0,0,0.13,0.54
95RR09,1565,1565,0,1565,1381,184,567,515,474,5,3,1,0,36.23,32.91,30.29,0.32,0.19,0.06,0
95RR10,646,646,0,646,582,64,72,215,325,31,1,2,0,11.15,33.28,50.31,4.80,0.15,0.31,0
95RR11,682,682,0,682,652,30,430,161,88,1,0,0,2,63.05,23.61,12.90,0.15,0,0,0.29
95RR12,628,628,0,628,606,22,290,196,107,32,1,0,2,46.18,31.21,17.04,5.10,0.16,0,0.32
95RR13,699,699,0,699,657,42,212,108,245,110,12,12,0,30.33,15.45,35.05,15.74,1.72,1.72,0
95RR14,670,670,0,670,654,16,470,148,51,1,0,0,0,70.15,22.09,7.61,0.15,0,0,0
95RR15,825,825,0,825,802,23,592,149,76,5,0,0,3,71.76,18.06,9.21,0.61,0,0,0.36
95SS01,1735,1735,0,1735,1681,54,1210,397,98,15,2,3,10,69.74,22.88,5.65,0.86,0.12,0.17,0.58
95SS02,1571,1571,0,1571,1530,41,936,450,161,23,1,0,0,59.58,28.64,10.25,1.46,0.06,0,0
95SS03,1231,1231,0,1231,1189,42,1122,64,27,3,3,5,7,91.15,5.20,2.19,0.24,0.24,0.41,0.57
95SS04,3049,3049,0,3049,2935,114,754,1383,603,297,10,0,2,24.73,45.36,19.78,9.74,0.33,0,0.07
95SS05,1504,1504,0,1504,1441,63,514,424,464,98,1,3,0,34.18,28.19,30.85,6.52,0.07,0.20,0
95SS06,2015,2015,0,2015,1935,80,270,902,720,117,4,2,0,13.40,44.76,35.73,5.81,0.20,0.10,0
95SS07,3579,3579,0,3579,3406,173,752,1662,583,574,5,2,1,21.01,46.44,16.29,16.04,0.14,0.06,0.03
95SS08,1766,1766,0,1766,1670,96,1277,279,187,5,3,6,9,72.31,15.80,10.59,0.28,0.17,0.34,0.51
95SS09,1402,1402,0,1402,1334,68,933,205,222,35,4,0,3,66.55,14.62,15.83,2.50,0.29,0,0.21
95SS10,1706,1706,0,1706,1607,99,500,510,385,296,5,10,0,29.31,29.89,22.57,17.35,0.29,0.59,0
95SS11,1965,1965,0,1965,1863,102,1317,457,163,12,3,3,10,67.02,23.26,8.30,0.61,0.15,0.15,0.51
95SS12,1287,1286,1,1288,1251,37,503,339,300,138,8,0,0,39.05,26.32,23.29,10.71,0.62,0,0
95SS13,1447,1447,0,1447,1336,111,80,259,771,284,30,23,0,5.53,17.90,53.28,19.63,2.07,1.59,0
95SS14,1310,1310,0,1310,1246,64,332,302,592,82,0,2,0,25.34,23.05,45.19,6.26,0,0.15,0
95SS15,1615,1615,0,1615,1516,99,974,250,281,95,7,7,1,60.31,15.48,17.40,5.88,0.43,0.43,0.06
95SS16,1184,1184,0,1184,1152,32,189,403,404,176,9,3,0,15.96,34.04,34.12,14.86,0.76,0.25,0
95SS17,1831,1831,0,1831,1749,82,260,699,685,184,3,0,0,14.20,38.18,37.41,10.05,0.16,0,0
95SS18,1395,1395,0,1395,1342,53,172,389,529,299,4,2,0,12.33,27.89,37.92,21.43,0.29,0.14,0
95SS19,1290,1290,0,1290,1236,54,123,197,766,185,18,0,1,9.53,15.27,59.38,14.34,1.40,0,0.08
95SS20,1133,1133,0,1133,1096,37,472,537,106,15,3,0,0,41.66,47.40,9.36,1.32,0.26,0,0
95SS21,1715,1715,0,1715,1656,59,1152,428,120,4,4,1,6,67.17,24.96,7.00,0.23,0.23,0.06,0.35
95SS22,1297,1297,0,1297,1254,43,554,597,117,24,0,5,0,42.71,46.03,9.02,1.85,0,0.39,0
95SS23,1591,1591,0,1591,1532,59,762,491,256,75,3,1,3,47.89,30.86,16.09,4.71,0.19,0.06,0.19
95SS24,2032,2032,0,2032,1914,118,1124,520,260,121,4,2,1,55.31,25.59,12.80,5.95,0.20,0.10,0.05
95SS25,1163,1163,0,1163,1117,46,61,204,699,193,3,1,2,5.25,17.54,60.10,16.60,0.26,0.09,0.17
95SS26,1363,1363,0,1363,1314,49,294,466,515,83,2,3,0,21.57,34.19,37.78,6.09,0.15,0.22,0
95SS27,1249,1249,0,1249,1194,55,81,347,480,324,12,5,0,6.49,27.78,38.43,25.94,0.96,0.40,0
95SS28,1133,1133,0,1133,1071,62,75,372,570,105,4,7,0,6.62,32.83,50.31,9.27,0.35,0.62,0
95SS29,1093,1093,0,1093,1031,62,37,118,703,229,5,1,0,3.39,10.80,64.32,20.95,0.46,0.09,0
95SS30,1169,1168,1,1172,1125,47,605,451,41,67,8,0,0,51.62,38.48,3.50,5.72,0.68,0,0
95TT01,868,868,0,868,838,30,727,99,34,1,2,1,4,83.76,11.41,3.92,0.12,0.23,0.12,0.46
95TT02,909,909,0,909,857,52,530,206,159,4,3,4,3,58.31,22.66,17.49,0.44,0.33,0.44,0.33
95TT03,1228,1228,0,1228,1175,53,514,451,237,11,5,8,2,41.86,36.73,19.30,0.90,0.41,0.65,0.16
95TT04,1074,1074,0,1074,1018,56,512,276,199,76,5,4,2,47.67,25.70,18.53,7.08,0.47,0.37,0.19
95TT05,1168,1168,0,1168,1129,39,420,362,293,71,6,16,0,35.96,30.99,25.09,6.08,0.51,1.37,0
95TT06,920,920,0,920,886,34,616,185,105,10,1,1,2,66.96,20.11,11.41,1.09,0.11,0.11,0.22
95TT07,901,901,0,901,874,27,723,117,54,1,0,0,6,80.24,12.99,5.99,0.11,0,0,0.67
95TT08,880,880,0,880,851,29,709,107,42,7,0,3,12,80.57,12.16,4.77,0.80,0,0.34,1.36
95TT09,902,902,0,902,874,28,744,113,37,1,2,0,5,82.48,12.53,4.10,0.11,0.22,0,0.55
95TT10,1086,1086,0,1086,1056,30,285,400,350,40,2,9,0,26.24,36.83,32.23,3.68,0.18,0.83,0
95TT11,962,962,0,962,945,17,750,142,65,0,2,0,3,77.96,14.76,6.76,0,0.21,0,0.31
95TT12,936,936,0,936,898,38,638,208,76,8,1,2,3,68.16,22.22,8.12,0.85,0.11,0.21,0.32
95TT13,1123,1123,0,1123,1107,16,403,361,313,34,4,8,0,35.89,32.15,27.87,3.03,0.36,0.71,0
95TT14,858,858,0,858,830,28,307,261,221,57,3,8,1,35.78,30.42,25.76,6.64,0.35,0.93,0.12
95TT15,856,856,0,856,833,23,558,150,141,3,0,2,2,65.19,17.52,16.47,0.35,0,0.23,0.23
95TT16,895,895,0,895,866,29,598,175,106,2,7,2,5,66.82,19.55,11.84,0.22,0.78,0.22,0.56
95UU01,408,408,0,408,384,24,231,111,61,0,1,3,1,56.62,27.21,14.95,0,0.25,0.74,0.25
95UU02,576,576,0,576,439,137,241,261,70,2,0,1,1,41.84,45.31,12.15,0.35,0,0.17,0.17
95UU03,540,540,0,540,381,159,276,103,40,80,12,29,0,51.11,19.07,7.41,14.81,2.22,5.37,0
95UU04,530,530,0,530,350,180,114,128,214,44,17,13,0,21.51,24.15,40.38,8.30,3.21,2.45,0
95UU05,391,391,0,391,373,18,236,130,24,1,0,0,0,60.36,33.25,6.14,0.26,0,0,0
95UU06,670,669,1,672,569,103,432,133,88,9,9,1,0,64.29,19.79,13.10,1.34,1.34,0.15,0
95UU07,452,452,0,452,307,145,279,120,45,4,1,2,1,61.73,26.55,9.96,0.88,0.22,0.44,0.22
95UU08,573,573,0,573,461,112,265,150,94,52,5,7,0,46.25,26.18,16.40,9.08,0.87,1.22,0
95UU09,712,712,0,712,594,118,426,177,104,2,2,1,0,59.83,24.86,14.61,0.28,0.28,0.14,0
