GeographyCode,DC3606NI0001,DC3606NI0002,DC3606NI0003,DC3606NI0004,DC3606NI0005,DC3606NI0006,DC3606NI0007,DC3606NI0008,DC3606NI0009,DC3606NI0010,DC3606NI0011,DC3606NI0012,DC3606NI0013,DC3606NI0014,DC3606NI0015,DC3606NI0016,DC3606NI0017,DC3606NI0018,DC3606NI0019,DC3606NI0020,DC3606NI0021,DC3606NI0022,DC3606NI0023,DC3606NI0024,DC3606NI0025,DC3606NI0026,DC3606NI0027,DC3606NI0028,DC3606NI0029,DC3606NI0030,DC3606NI0031,DC3606NI0032,DC3606NI0033,DC3606NI0034,DC3606NI0035,DC3606NI0036,DC3606NI0037,DC3606NI0038,DC3606NI0039,DC3606NI0040,DC3606NI0041,DC3606NI0042,DC3606NI0043,DC3606NI0044,DC3606NI0045,DC3606NI0046,DC3606NI0047,DC3606NI0048,DC3606NI0049,DC3606NI0050,DC3606NI0051,DC3606NI0052,DC3606NI0053,DC3606NI0054,DC3606NI0055,DC3606NI0056,DC3606NI0057,DC3606NI0058,DC3606NI0059,DC3606NI0060,DC3606NI0061,DC3606NI0062,DC3606NI0063,DC3606NI0064,DC3606NI0065,DC3606NI0066,DC3606NI0067,DC3606NI0068,DC3606NI0069,DC3606NI0070,DC3606NI0071,DC3606NI0072,DC3606NI0073,DC3606NI0074,DC3606NI0075,DC3606NI0076,DC3606NI0077,DC3606NI0078,DC3606NI0079,DC3606NI0080,DC3606NI0081,DC3606NI0082,DC3606NI0083,DC3606NI0084,DC3606NI0085,DC3606NI0086,DC3606NI0087,DC3606NI0088,DC3606NI0089,DC3606NI0090,DC3606NI0091,DC3606NI0092,DC3606NI0093,DC3606NI0094,DC3606NI0095,DC3606NI0096,DC3606NI0097,DC3606NI0098,DC3606NI0099,DC3606NI0100,DC3606NI0101,DC3606NI0102,DC3606NI0103,DC3606NI0104,DC3606NI0105,DC3606NI0106,DC3606NI0107,DC3606NI0108,DC3606NI0109,DC3606NI0110,DC3606NI0111,DC3606NI0112,DC3606NI0113,DC3606NI0114,DC3606NI0115,DC3606NI0116,DC3606NI0117,DC3606NI0118,DC3606NI0119,DC3606NI0120,DC3606NI0121,DC3606NI0122,DC3606NI0123,DC3606NI0124,DC3606NI0125,DC3606NI0126,DC3606NI0127,DC3606NI0128,DC3606NI0129,DC3606NI0130,DC3606NI0131,DC3606NI0132,DC3606NI0133,DC3606NI0134,DC3606NI0135,DC3606NI0136,DC3606NI0137,DC3606NI0138,DC3606NI0139,DC3606NI0140,DC3606NI0141,DC3606NI0142,DC3606NI0143,DC3606NI0144,DC3606NI0145,DC3606NI0146,DC3606NI0147,DC3606NI0148,DC3606NI0149,DC3606NI0150,DC3606NI0151,DC3606NI0152,DC3606NI0153,DC3606NI0154,DC3606NI0155,DC3606NI0156,DC3606NI0157,DC3606NI0158,DC3606NI0159,DC3606NI0160,DC3606NI0161,DC3606NI0162,DC3606NI0163,DC3606NI0164,DC3606NI0165,DC3606NI0166,DC3606NI0167,DC3606NI0168,DC3606NI0169,DC3606NI0170,DC3606NI0171,DC3606NI0172,DC3606NI0173,DC3606NI0174,DC3606NI0175,DC3606NI0176,DC3606NI0177,DC3606NI0178,DC3606NI0179,DC3606NI0180,DC3606NI0181,DC3606NI0182
95GG02,4177,2044,612,775,37,44,418,158,2133,501,298,364,749,221,218,42,14,18,0,0,8,2,176,91,2,13,54,16,75,9,0,6,0,0,3,0,66,29,1,1,29,6,103,12,7,1,0,0,3,1,91,14,3,2,64,8,851,85,22,33,3,4,21,2,766,280,9,30,408,39,147,35,14,3,1,1,10,6,112,7,21,5,67,12,700,126,50,34,2,4,32,4,574,74,13,55,388,44,783,112,35,43,7,2,24,1,671,225,6,48,353,39,637,136,33,55,1,3,36,8,501,175,22,46,228,30,137,14,4,3,0,0,6,1,123,23,1,6,85,8,404,60,20,28,2,0,8,2,344,136,9,20,158,21,311,74,34,19,2,4,13,2,237,63,14,21,116,23,2274,1579,449,618,25,33,316,138,695,86,229,223,59,98
95GG03,4409,3220,576,1995,110,289,124,126,1189,604,211,112,197,65,188,80,13,51,6,5,4,1,108,80,1,4,18,5,58,30,4,19,3,3,1,0,28,12,1,1,14,0,56,9,1,5,1,0,1,1,47,9,3,1,31,3,331,79,19,42,6,7,5,0,252,143,3,5,93,8,77,15,3,9,0,1,0,2,62,0,16,1,40,5,270,111,28,64,3,8,6,2,159,44,6,14,91,4,335,114,27,68,6,7,5,1,221,121,5,11,79,5,356,183,36,101,14,13,9,10,173,98,23,6,43,3,55,7,3,3,0,0,1,0,48,21,0,1,26,0,295,117,30,61,10,10,3,3,178,122,3,6,40,7,213,122,24,75,8,9,5,1,91,49,9,4,28,1,3083,2558,435,1611,72,238,92,110,525,226,161,83,14,41
95GG04,3584,1948,476,991,34,52,290,105,1636,415,195,275,576,175,201,60,11,30,0,6,11,2,141,70,3,7,52,9,68,14,7,2,1,1,3,0,54,23,1,1,28,1,67,7,1,2,0,0,1,3,60,13,2,3,39,3,616,73,19,26,1,3,20,4,543,200,11,21,294,17,119,28,8,8,0,0,4,8,91,8,12,9,58,4,502,109,39,34,3,1,28,4,393,39,17,38,268,31,557,103,29,40,4,4,24,2,454,155,6,32,238,23,478,126,26,67,1,2,20,10,352,126,22,27,158,19,99,9,2,3,0,0,4,0,90,23,1,2,60,4,323,74,7,45,1,0,21,0,249,112,2,10,112,13,241,83,22,41,1,3,12,4,158,38,5,10,89,16,2001,1468,348,779,27,40,197,77,533,82,138,175,48,90
95GG05,4793,3786,562,2426,99,219,269,211,1007,293,203,121,239,151,123,55,13,31,3,2,4,2,68,36,3,3,22,4,52,20,1,12,1,3,2,1,32,9,2,1,18,2,52,19,1,10,0,3,0,5,33,5,1,0,23,4,324,84,28,43,2,4,5,2,240,98,3,6,115,18,106,47,7,26,4,2,2,6,59,3,4,3,39,10,312,113,19,66,4,5,13,6,199,34,11,14,121,19,316,123,34,57,9,7,13,3,193,65,3,8,105,12,348,192,28,122,8,14,10,10,156,62,11,9,56,18,72,9,4,3,0,0,0,2,63,14,2,0,43,4,199,85,13,61,2,4,3,2,114,66,3,5,33,7,200,116,17,77,5,6,6,5,84,30,6,7,37,4,3580,3124,445,2031,70,179,220,179,456,94,163,86,15,98
95GG06,4081,2694,620,1531,51,110,233,149,1387,459,230,181,389,128,160,50,9,33,1,3,2,2,110,74,3,3,26,4,56,15,2,10,0,0,3,0,41,20,0,0,19,2,57,10,3,5,0,0,2,0,47,10,3,0,28,6,501,97,32,51,1,5,8,0,404,173,5,11,197,18,82,14,4,5,0,0,3,2,68,4,14,4,36,10,422,116,45,47,5,3,12,4,306,47,8,31,202,18,562,162,47,95,1,7,11,1,400,170,6,21,183,20,429,165,41,94,5,5,9,11,264,114,14,21,103,12,91,7,2,3,0,1,1,0,84,25,0,0,55,4,319,90,13,62,3,5,5,2,229,129,5,8,74,13,264,106,30,60,2,3,8,3,158,61,5,12,77,3,2570,2073,459,1178,36,86,187,127,497,110,188,102,31,66
95GG07,3968,2293,609,1131,37,67,267,182,1675,422,236,270,551,196,186,57,15,28,1,2,9,2,129,62,2,6,53,6,66,20,6,9,0,1,2,2,46,18,3,3,18,4,82,16,3,10,1,0,1,1,66,15,2,4,44,1,664,83,32,40,2,2,6,1,581,219,7,18,301,36,113,30,5,13,2,0,6,4,83,11,10,9,49,4,501,106,36,44,2,0,21,3,395,63,9,46,243,34,595,105,30,53,6,4,9,3,490,180,6,24,250,30,462,132,42,52,2,3,20,13,330,126,12,28,142,22,106,9,4,4,0,0,1,0,97,30,4,2,59,2,291,70,23,41,1,1,4,0,221,95,5,11,95,15,316,112,37,53,4,2,15,1,204,62,4,20,100,18,2386,1795,460,890,26,56,203,160,591,83,198,167,43,100
95GG08,3548,2343,537,1257,64,148,235,102,1205,457,201,166,272,109,141,59,12,32,1,7,7,0,82,47,4,5,22,4,53,16,1,11,0,1,3,0,37,18,3,0,14,2,63,21,5,13,1,1,1,0,42,6,4,0,30,2,444,105,29,52,4,3,16,1,339,157,6,6,156,14,65,24,6,8,1,1,7,1,41,2,8,1,25,5,325,105,35,52,5,2,11,0,220,38,9,22,130,21,476,148,41,76,3,9,19,0,328,144,6,13,149,16,362,152,31,82,5,9,14,11,210,89,13,15,84,9,70,16,4,9,0,2,1,0,54,14,2,1,36,1,220,68,16,38,0,5,8,1,152,90,4,5,48,5,239,110,26,60,4,6,13,1,129,46,11,6,57,9,2303,1795,404,975,45,114,169,88,508,159,161,116,18,54
95GG09,4463,3074,605,1866,84,221,165,133,1389,657,214,164,266,88,195,86,15,55,4,5,7,0,109,75,2,4,24,4,48,20,3,12,0,2,3,0,28,15,1,0,12,0,49,5,1,2,0,1,1,0,44,8,6,0,29,1,451,101,31,51,3,7,8,1,350,164,6,12,157,11,76,21,8,8,1,1,2,1,55,2,15,2,33,3,313,102,22,56,5,7,12,0,211,40,7,24,122,18,507,154,44,79,5,15,8,3,353,169,2,18,151,13,367,181,45,97,5,13,12,9,186,79,14,13,73,7,51,6,3,1,0,1,1,0,45,17,1,1,22,4,355,128,27,75,6,14,5,1,227,142,4,9,67,5,248,122,29,76,4,5,5,3,126,56,6,6,50,8,3032,2406,451,1482,59,176,122,116,626,286,171,112,11,46
95GG10,3171,2125,411,1199,31,47,262,175,1046,292,192,146,319,97,134,48,7,29,1,1,10,0,86,43,1,5,32,5,47,17,4,9,0,1,3,0,30,14,1,0,11,4,46,10,4,4,0,0,1,1,36,5,2,3,25,1,393,75,16,35,3,2,19,0,318,113,4,10,182,9,74,28,8,10,1,0,3,6,46,2,8,6,26,4,308,107,32,44,1,0,22,8,201,31,7,22,128,13,387,106,24,50,1,2,28,1,281,89,6,11,157,18,342,126,28,67,0,0,23,8,216,86,10,15,91,14,67,15,2,9,0,0,4,0,52,16,1,1,33,1,231,66,13,30,2,1,19,1,165,72,5,2,82,4,172,59,12,35,0,3,7,2,113,36,6,9,57,5,2080,1670,310,967,27,39,175,152,410,73,158,99,23,57
95GG11,4185,2933,516,1825,62,174,262,94,1252,477,154,161,324,136,173,62,15,31,3,5,8,0,111,67,0,3,36,5,61,19,3,10,2,1,3,0,42,19,1,1,17,4,54,14,4,7,0,0,3,0,40,7,3,1,23,6,477,109,27,51,6,5,19,1,368,173,8,11,158,18,102,21,9,7,0,0,4,1,81,4,10,3,53,11,401,147,34,80,5,4,20,4,254,42,7,19,166,20,477,130,30,71,8,5,16,0,347,159,4,14,153,17,407,180,30,112,4,7,24,3,227,113,10,9,80,15,75,9,1,4,2,0,2,0,66,17,1,3,40,5,320,115,25,70,1,10,7,2,205,123,6,2,67,7,243,98,22,52,5,6,9,4,145,46,8,6,68,17,2752,2292,394,1457,39,132,187,83,460,147,121,112,10,70
95GG12,7945,5236,542,1937,90,130,410,2127,2709,226,1722,165,417,179,148,69,8,30,1,2,9,19,79,30,10,2,26,11,72,31,1,11,1,2,4,12,41,17,6,0,17,1,76,18,3,4,2,1,3,5,58,9,7,1,38,3,426,95,15,38,4,1,14,23,331,82,13,8,199,29,155,59,2,17,3,2,7,28,96,5,26,5,53,7,567,193,33,66,2,5,32,55,374,37,26,22,248,41,408,111,22,49,3,5,13,19,297,63,19,19,176,20,525,244,34,92,0,8,19,91,281,59,86,14,103,19,120,29,3,11,0,1,2,12,91,11,3,2,68,7,218,91,13,49,2,4,7,16,127,41,16,2,58,10,270,121,18,46,4,4,22,27,149,38,26,10,63,12,6299,4451,435,1624,76,107,323,1886,1848,70,1531,109,39,99
95GG13,3383,2259,464,1246,58,167,205,119,1124,469,163,132,244,116,180,56,13,32,1,7,3,0,124,80,0,8,29,7,37,11,2,7,0,1,1,0,26,10,2,0,11,3,52,8,1,4,0,0,1,2,44,9,4,2,24,5,393,76,12,45,8,3,7,1,317,162,5,5,128,17,71,17,3,7,0,0,4,3,54,7,10,1,28,8,294,100,30,41,1,4,21,3,194,36,4,19,116,19,395,131,26,74,9,7,13,2,264,124,3,9,108,20,297,120,23,60,3,9,16,9,177,96,11,3,56,11,67,14,1,8,0,0,3,2,53,19,1,0,28,5,235,83,11,48,6,8,8,2,152,101,1,4,43,3,214,86,15,54,3,5,8,1,128,48,6,10,49,15,2254,1792,370,994,40,133,152,103,462,164,135,88,18,57
95GG14,3494,2499,501,1424,92,213,112,157,995,477,260,82,111,65,124,68,14,43,0,8,3,0,56,38,2,1,9,6,35,15,4,9,0,0,1,1,20,11,1,1,5,2,32,7,2,5,0,0,0,0,25,6,6,0,12,1,250,68,12,40,5,7,2,2,182,102,5,3,62,10,52,14,4,5,0,0,2,3,38,3,13,1,18,3,146,57,19,28,1,1,6,2,89,26,5,2,51,5,302,124,25,71,7,12,4,5,178,106,2,9,54,7,233,138,28,78,7,6,3,16,95,48,16,5,22,4,19,6,0,4,0,1,0,1,13,5,1,0,7,0,193,81,13,51,4,12,1,0,112,79,7,1,16,9,186,93,20,52,4,7,3,7,93,52,10,5,19,7,2542,1992,395,1136,70,170,95,126,550,227,219,60,7,37
95GG15,4071,2900,512,1786,117,254,129,102,1171,651,206,113,137,64,178,75,14,39,6,12,3,1,103,84,2,3,8,6,45,17,3,12,1,0,1,0,28,20,2,0,4,2,30,10,2,4,0,0,4,0,20,6,2,0,12,0,330,69,17,33,4,5,10,0,261,158,5,2,85,11,51,15,3,9,0,1,1,1,36,5,8,0,19,4,212,81,22,37,3,5,12,2,131,38,2,6,76,9,383,126,37,56,12,9,12,0,257,155,6,10,77,9,280,133,24,75,8,14,6,6,147,89,13,9,33,3,41,7,2,3,1,1,0,0,34,14,0,0,19,1,255,101,17,61,5,10,7,1,154,116,3,2,31,2,236,122,17,86,6,7,3,3,114,69,10,5,27,3,2883,2319,389,1461,82,207,91,89,564,273,166,84,5,36
95GG16,3991,2692,569,1509,51,166,255,142,1299,391,255,169,365,119,149,46,9,27,3,2,4,1,103,46,3,3,39,12,54,15,2,9,1,1,1,1,39,16,1,2,18,2,66,6,2,3,0,1,0,0,60,12,5,2,38,3,456,105,26,53,3,7,15,1,351,137,7,18,178,11,101,35,10,15,0,1,5,4,66,3,7,3,48,5,412,112,29,49,2,8,24,0,300,42,7,30,192,29,460,126,38,57,5,8,17,1,334,117,8,24,164,21,360,148,34,74,2,16,12,10,212,73,33,12,76,18,85,12,2,6,1,1,2,0,73,14,1,2,49,7,227,81,14,42,4,8,12,1,146,88,3,2,47,6,231,93,18,48,3,6,14,4,138,45,12,10,64,7,2671,2151,447,1232,34,127,186,125,520,123,204,105,29,59
95GG17,3757,2270,536,1153,50,133,265,133,1487,489,250,223,383,142,169,50,10,29,0,4,7,0,119,80,1,6,29,3,56,8,2,4,0,1,0,1,48,23,2,2,20,1,57,7,1,4,0,1,1,0,50,10,3,1,33,3,548,86,24,41,3,1,15,2,462,209,12,13,210,18,60,14,4,5,1,0,3,1,46,2,14,2,26,2,400,78,24,31,1,2,18,2,322,55,12,35,187,33,561,136,36,67,4,9,19,1,425,163,11,29,203,19,448,154,36,68,3,8,29,10,294,121,27,30,98,18,82,9,2,6,0,0,1,0,73,21,2,1,44,5,290,81,17,43,3,4,13,1,209,124,5,7,67,6,225,92,19,54,2,4,11,2,133,49,8,6,62,8,2320,1756,413,894,37,107,189,116,564,128,193,141,23,79
95GG18,3574,1932,477,968,28,48,294,117,1642,325,216,271,621,209,164,37,4,21,0,2,7,3,127,57,2,5,59,4,64,12,2,6,0,1,3,0,52,17,1,3,29,2,88,18,0,13,1,0,4,0,70,9,5,2,52,2,650,83,21,45,2,1,13,1,567,168,11,16,347,25,99,22,3,11,0,0,6,2,77,3,10,0,56,8,552,97,34,39,0,2,19,3,455,49,18,31,319,38,579,96,25,54,0,1,13,3,483,131,8,13,301,30,457,102,26,45,1,7,18,5,355,106,12,32,185,20,119,12,3,7,0,1,1,0,107,17,4,0,84,2,294,60,12,31,0,2,11,4,234,90,1,8,129,6,251,66,24,25,1,1,12,3,185,42,10,13,108,12,2127,1539,379,776,24,35,228,97,588,65,173,181,52,117
95GG19,3167,1454,395,673,21,48,229,88,1713,504,148,267,619,175,175,35,10,15,0,3,6,1,140,85,3,2,42,8,67,7,2,4,0,0,0,1,60,22,0,4,31,3,96,15,4,1,0,0,5,5,81,14,1,0,60,6,720,68,18,33,1,3,10,3,652,260,4,25,332,31,129,25,5,4,0,2,7,7,104,10,12,4,68,10,557,83,27,32,1,2,15,6,474,69,8,43,303,51,656,91,30,42,2,2,14,1,565,213,2,29,292,29,576,119,28,58,3,5,15,10,457,179,21,32,197,28,164,21,7,9,0,0,4,1,143,38,1,4,92,8,378,62,19,28,1,4,8,2,316,136,4,9,149,18,249,69,18,32,1,1,12,5,180,59,1,10,94,16,1533,1066,290,499,16,34,161,66,467,86,107,170,35,69
95GG20,3666,2136,472,1122,38,104,271,129,1530,408,177,209,548,188,162,43,12,15,0,1,14,1,119,61,2,5,46,5,88,22,3,12,1,0,4,2,66,34,2,1,23,6,79,11,5,1,0,0,3,2,68,6,1,3,48,10,592,91,29,35,2,3,18,4,501,182,8,15,280,16,138,36,7,8,1,0,12,8,102,5,11,3,63,20,474,112,38,39,1,4,21,9,362,41,8,28,259,26,542,105,28,44,2,5,23,3,437,160,4,15,238,20,471,130,32,63,5,4,18,8,341,114,13,24,176,14,137,15,8,2,0,0,4,1,122,24,3,4,87,4,310,73,8,43,1,5,13,3,237,98,1,9,113,16,231,57,19,21,4,1,8,4,174,53,3,8,94,16,2202,1687,360,916,29,86,194,102,515,100,143,138,37,97
95GG21,3821,1844,470,836,20,48,347,123,1977,415,247,309,790,216,182,28,10,8,0,0,8,2,154,68,3,5,61,17,81,17,1,12,0,0,3,1,64,29,3,3,27,2,122,16,3,3,0,1,7,2,106,15,6,0,81,4,816,72,18,29,0,3,20,2,744,237,11,28,427,41,130,24,5,7,1,2,4,5,106,7,10,5,76,8,661,97,26,27,0,3,31,10,564,57,9,43,404,51,748,102,31,42,1,4,19,5,646,184,4,32,385,41,632,128,36,58,2,3,21,8,504,160,26,28,254,36,187,12,2,2,0,1,5,2,175,35,1,7,123,9,313,58,13,26,0,2,14,3,255,91,3,5,139,17,330,69,16,35,0,0,16,2,261,75,8,15,147,16,2109,1456,368,668,17,39,263,101,653,71,196,209,66,111
95GG22,3857,2362,582,1189,54,146,216,175,1495,577,224,173,406,115,192,55,13,29,2,5,5,1,137,90,1,5,33,8,74,14,3,7,1,1,1,1,60,26,3,2,28,1,73,7,1,4,0,1,1,0,66,17,4,0,42,3,638,106,27,50,6,11,11,1,532,259,3,9,239,22,87,22,7,10,0,2,1,2,65,7,8,2,46,2,369,81,31,36,2,4,7,1,288,73,5,18,167,25,579,119,35,52,8,13,10,1,460,212,4,20,202,22,459,155,28,83,6,10,16,12,304,144,16,15,107,22,89,8,2,5,0,1,0,0,81,29,0,0,44,8,351,92,17,57,2,8,7,1,259,142,7,5,95,10,274,100,40,41,2,5,7,5,174,78,6,14,68,8,2368,1840,449,931,37,111,158,154,528,151,185,111,25,56
95GG23,3338,2312,467,1333,50,207,96,159,1026,617,180,72,115,42,147,52,9,30,1,3,8,1,95,82,0,3,7,3,41,15,3,6,0,3,2,1,26,18,1,0,7,0,16,2,1,1,0,0,0,0,14,3,3,1,7,0,310,69,18,41,1,5,3,1,241,167,1,3,62,8,41,9,6,1,0,0,0,2,32,7,8,1,16,0,155,51,9,31,2,2,6,1,104,40,3,6,54,1,307,91,23,53,2,5,5,3,216,148,1,5,55,7,224,105,22,61,2,9,6,5,119,73,16,2,23,5,40,6,3,3,0,0,0,0,34,23,0,0,11,0,231,84,17,53,1,9,3,1,147,110,2,1,30,4,175,92,23,46,6,8,6,3,83,51,7,1,20,4,2381,1885,371,1097,38,170,66,143,496,262,147,55,6,26
95GG24,3255,2167,480,1236,56,155,124,116,1088,500,149,123,234,82,151,62,18,30,3,7,4,0,89,59,0,3,23,4,48,20,5,11,0,2,1,1,28,17,0,1,9,1,95,16,4,9,1,2,0,0,79,17,4,0,53,5,380,77,24,39,6,7,0,1,303,164,5,9,115,10,87,18,6,5,1,2,2,2,69,3,7,2,51,6,254,66,30,21,0,1,11,3,188,31,5,18,111,23,364,112,41,49,6,6,8,2,252,128,4,12,96,12,307,132,42,63,3,8,6,10,175,83,6,10,70,6,69,5,3,0,1,0,0,1,64,28,2,1,31,2,267,92,23,50,9,5,3,2,175,95,2,9,61,8,190,80,20,42,1,9,5,3,110,59,3,2,42,4,2124,1688,346,994,38,124,90,96,436,172,129,79,17,39
95GG25,4008,2483,654,1224,40,120,228,217,1525,439,284,211,467,124,154,54,23,23,3,2,2,1,100,55,1,4,34,6,64,11,6,4,0,0,1,0,53,20,1,3,27,2,88,9,1,4,0,0,2,2,79,8,5,3,58,5,626,134,43,67,4,7,9,4,492,197,6,18,263,8,120,27,3,5,1,1,6,11,93,1,11,0,72,9,455,97,36,42,2,3,13,1,358,76,10,26,222,24,617,172,52,80,12,12,13,3,445,178,7,26,221,13,428,145,36,81,1,6,12,9,283,115,17,17,122,12,107,10,3,4,0,0,3,0,97,24,4,2,62,5,295,84,19,49,2,5,6,3,211,101,3,8,91,8,276,110,32,54,4,1,10,9,166,58,9,10,81,8,2511,1928,487,962,22,93,175,189,583,103,241,139,29,71
95GG26,2645,1496,377,781,22,54,185,77,1149,438,127,154,311,119,154,55,9,27,2,6,10,1,99,59,2,4,26,8,42,13,2,8,0,0,2,1,29,21,0,0,6,2,46,7,1,6,0,0,0,0,39,9,1,1,24,4,450,59,17,29,3,5,5,0,391,192,1,12,166,20,59,15,4,7,0,0,3,1,44,5,5,2,24,8,333,72,33,31,0,0,5,3,261,48,4,27,152,30,472,105,31,46,4,10,13,1,367,182,1,21,140,23,338,91,22,45,3,6,14,1,247,133,7,15,75,17,77,8,1,4,1,0,2,0,69,24,1,2,41,1,247,52,9,27,0,8,7,1,195,120,1,14,53,7,168,53,15,28,2,4,2,2,115,45,5,7,48,10,1487,1133,275,610,12,27,142,67,354,98,103,84,18,51
95GG27,4734,2840,704,1325,65,147,371,228,1894,535,327,233,620,179,231,61,7,33,2,5,12,2,170,87,3,9,55,16,80,19,4,8,0,1,6,0,61,28,1,0,29,3,95,8,3,5,0,0,0,0,87,12,10,3,54,8,834,139,43,65,5,4,19,3,695,264,17,28,345,41,112,26,6,12,0,1,6,1,86,4,13,1,60,8,634,115,38,36,2,3,33,3,519,86,12,43,332,46,822,185,61,83,2,5,32,2,637,241,15,33,316,32,607,194,54,89,2,10,25,14,413,163,21,23,180,26,167,16,4,4,1,1,6,0,151,37,3,3,96,12,392,104,16,60,2,8,17,1,288,136,7,12,117,16,343,118,34,58,2,2,15,7,225,71,11,10,116,17,2784,2169,530,1012,52,113,262,200,615,103,270,141,28,73
95GG28,4039,2610,643,1458,41,133,220,115,1429,502,197,193,401,136,190,67,10,42,2,5,7,1,123,73,2,5,36,7,50,13,4,6,0,2,1,0,37,14,4,0,18,1,59,4,0,3,0,0,1,0,55,7,5,1,36,6,607,114,35,55,5,7,10,2,493,217,2,14,233,27,82,19,4,8,0,1,3,3,63,8,14,2,34,5,423,122,41,55,3,1,18,4,301,68,9,28,179,17,617,165,60,72,8,8,14,3,452,194,2,22,214,20,475,165,39,88,1,12,16,9,310,138,18,16,118,20,80,14,1,8,1,3,1,0,66,24,1,0,39,2,287,86,19,55,3,5,4,0,201,114,4,8,60,15,257,102,38,48,1,4,8,3,155,61,9,11,69,5,2511,2003,474,1136,28,102,166,97,508,136,150,125,25,72
95GG29,3704,2489,435,1615,36,103,213,87,1215,392,137,193,369,124,161,54,10,33,1,5,4,1,107,60,2,2,37,6,63,15,1,11,1,1,1,0,48,28,1,0,17,2,52,8,3,4,0,1,0,0,44,7,3,0,31,3,466,76,23,38,2,1,11,1,390,164,6,13,191,16,79,11,3,4,0,0,3,1,68,8,10,2,43,5,363,98,23,44,4,5,21,1,265,40,5,17,188,15,485,112,21,72,4,6,7,2,373,157,4,21,172,19,429,158,38,94,2,3,13,8,271,111,16,22,107,15,77,9,4,4,0,0,0,1,68,20,0,0,45,3,268,68,9,50,3,2,4,0,200,101,3,7,81,8,202,89,26,47,0,6,10,0,113,43,7,7,44,12,2409,1987,321,1322,26,83,161,74,422,92,103,132,26,69
95GG30,3467,2408,513,1418,74,185,97,121,1059,548,178,111,170,52,175,80,15,57,5,2,1,0,95,75,2,5,8,5,37,14,4,6,2,1,1,0,23,13,1,1,8,0,30,5,1,3,0,0,0,1,25,5,3,0,17,0,339,69,19,37,7,4,2,0,270,155,5,7,97,6,32,11,2,4,0,0,1,4,21,1,5,0,12,3,205,83,29,38,3,2,6,5,122,36,2,10,70,4,389,131,41,69,8,8,3,2,258,144,6,11,87,10,277,128,27,73,4,9,8,7,149,74,14,14,37,10,24,4,3,1,0,0,0,0,20,10,0,0,10,0,239,89,17,56,4,6,2,4,150,104,3,2,35,6,199,99,23,57,11,4,2,2,100,51,1,11,32,5,2335,1863,382,1108,43,154,75,101,472,219,147,69,8,29
95GG31,4820,2918,675,1481,87,160,285,230,1902,686,344,251,468,153,224,62,14,27,5,7,6,3,162,115,3,7,34,3,74,21,3,14,1,1,2,0,53,20,3,2,23,5,76,10,2,3,0,0,4,1,66,12,2,3,44,5,784,146,45,64,10,6,19,2,638,313,8,19,271,27,95,22,7,10,0,0,2,3,73,3,14,5,47,4,525,145,49,60,2,5,26,3,380,78,8,44,217,33,752,168,56,76,6,12,15,3,584,272,6,32,251,23,534,180,42,88,9,12,13,16,354,165,26,19,131,13,116,17,5,9,0,1,2,0,99,39,0,4,53,3,398,82,13,39,6,11,9,4,316,182,3,14,102,15,346,137,36,69,5,9,15,3,209,80,11,13,86,19,2992,2272,507,1173,62,122,209,199,720,177,289,146,33,75
95GG32,4513,2774,624,1531,58,140,274,147,1739,566,272,275,461,165,199,70,21,38,1,6,4,0,129,85,2,9,29,4,76,27,5,15,0,1,5,1,49,21,3,2,20,3,98,22,5,12,4,0,1,0,76,11,2,2,58,3,631,104,35,48,2,7,10,2,527,225,9,11,261,21,118,29,8,14,1,0,3,3,89,8,10,1,62,8,477,123,35,57,3,3,19,6,354,67,7,40,209,31,635,155,50,68,7,8,18,4,480,208,8,19,230,15,493,148,33,78,5,6,17,9,345,156,21,19,128,21,113,14,2,6,2,1,3,0,99,27,1,3,60,8,379,94,21,57,4,5,7,0,285,155,8,17,93,12,292,100,31,56,1,5,4,3,192,71,14,22,67,18,2810,2166,454,1229,35,108,216,124,644,133,221,182,25,83
95GG33,4066,2868,397,1563,143,492,122,151,1198,574,359,114,76,75,128,54,8,30,2,10,3,1,74,60,5,4,4,1,35,12,2,7,1,0,2,0,23,16,1,0,5,1,20,7,2,4,0,1,0,0,13,3,3,1,5,1,196,48,9,21,5,8,5,0,148,91,3,5,38,11,28,16,3,6,0,0,3,4,12,0,3,0,8,1,131,59,9,32,1,6,10,1,72,17,10,2,38,5,187,62,16,30,3,9,3,1,125,81,3,6,26,9,225,136,18,68,6,19,9,16,89,53,13,4,12,7,19,4,0,1,0,0,3,0,15,4,0,1,9,1,186,81,7,38,9,21,3,3,105,74,7,4,16,4,175,93,16,50,5,14,5,3,82,46,10,3,15,8,3207,2415,337,1332,116,417,88,125,792,328,313,96,6,49
