GeographyCode,DC2612NI0001,DC2612NI0002,DC2612NI0003,DC2612NI0004,DC2612NI0005,DC2612NI0006,DC2612NI0007,DC2612NI0008,DC2612NI0009,DC2612NI0010,DC2612NI0011,DC2612NI0012,DC2612NI0013,DC2612NI0014,DC2612NI0015,DC2612NI0016,DC2612NI0017,DC2612NI0018,DC2612NI0019,DC2612NI0020,DC2612NI0021,DC2612NI0022,DC2612NI0023,DC2612NI0024,DC2612NI0025,DC2612NI0026,DC2612NI0027,DC2612NI0028,DC2612NI0029,DC2612NI0030,DC2612NI0031,DC2612NI0032,DC2612NI0033,DC2612NI0034,DC2612NI0035,DC2612NI0036,DC2612NI0037,DC2612NI0038,DC2612NI0039,DC2612NI0040,DC2612NI0041,DC2612NI0042,DC2612NI0043,DC2612NI0044,DC2612NI0045,DC2612NI0046,DC2612NI0047,DC2612NI0048,DC2612NI0049,DC2612NI0050,DC2612NI0051,DC2612NI0052,DC2612NI0053,DC2612NI0054,DC2612NI0055,DC2612NI0056,DC2612NI0057,DC2612NI0058,DC2612NI0059,DC2612NI0060,DC2612NI0061,DC2612NI0062,DC2612NI0063,DC2612NI0064,DC2612NI0065,DC2612NI0066,DC2612NI0067,DC2612NI0068,DC2612NI0069,DC2612NI0070,DC2612NI0071,DC2612NI0072,DC2612NI0073,DC2612NI0074,DC2612NI0075,DC2612NI0076,DC2612NI0077,DC2612NI0078,DC2612NI0079,DC2612NI0080,DC2612NI0081,DC2612NI0082,DC2612NI0083,DC2612NI0084,DC2612NI0085,DC2612NI0086,DC2612NI0087,DC2612NI0088,DC2612NI0089,DC2612NI0090,DC2612NI0091,DC2612NI0092,DC2612NI0093,DC2612NI0094,DC2612NI0095,DC2612NI0096,DC2612NI0097,DC2612NI0098,DC2612NI0099,DC2612NI0100,DC2612NI0101,DC2612NI0102,DC2612NI0103,DC2612NI0104,DC2612NI0105,DC2612NI0106,DC2612NI0107,DC2612NI0108,DC2612NI0109,DC2612NI0110,DC2612NI0111,DC2612NI0112,DC2612NI0113,DC2612NI0114,DC2612NI0115,DC2612NI0116,DC2612NI0117,DC2612NI0118,DC2612NI0119,DC2612NI0120,DC2612NI0121,DC2612NI0122,DC2612NI0123,DC2612NI0124,DC2612NI0125,DC2612NI0126,DC2612NI0127,DC2612NI0128,DC2612NI0129,DC2612NI0130,DC2612NI0131,DC2612NI0132,DC2612NI0133,DC2612NI0134,DC2612NI0135,DC2612NI0136,DC2612NI0137,DC2612NI0138,DC2612NI0139,DC2612NI0140,DC2612NI0141,DC2612NI0142,DC2612NI0143,DC2612NI0144,DC2612NI0145,DC2612NI0146,DC2612NI0147,DC2612NI0148,DC2612NI0149,DC2612NI0150,DC2612NI0151,DC2612NI0152,DC2612NI0153,DC2612NI0154,DC2612NI0155,DC2612NI0156,DC2612NI0157,DC2612NI0158,DC2612NI0159,DC2612NI0160,DC2612NI0161,DC2612NI0162,DC2612NI0163,DC2612NI0164,DC2612NI0165,DC2612NI0166,DC2612NI0167,DC2612NI0168,DC2612NI0169,DC2612NI0170,DC2612NI0171,DC2612NI0172,DC2612NI0173,DC2612NI0174,DC2612NI0175,DC2612NI0176,DC2612NI0177,DC2612NI0178,DC2612NI0179,DC2612NI0180,DC2612NI0181,DC2612NI0182,DC2612NI0183,DC2612NI0184,DC2612NI0185,DC2612NI0186,DC2612NI0187,DC2612NI0188,DC2612NI0189,DC2612NI0190,DC2612NI0191,DC2612NI0192,DC2612NI0193,DC2612NI0194,DC2612NI0195,DC2612NI0196
95GG03,4409,4217,41,2,5,1,5,22,42,2,3,4,0,65,3220,3063,34,2,4,1,5,12,40,2,2,4,0,51,576,552,8,0,0,0,1,2,4,1,0,0,0,8,1995,1893,20,2,3,0,3,3,32,1,1,4,0,33,110,104,1,0,0,0,1,1,0,0,0,0,0,3,289,280,2,0,1,0,0,2,0,0,1,0,0,3,124,117,2,0,0,0,0,2,0,0,0,0,0,3,126,117,1,0,0,1,0,2,4,0,0,0,0,1,1189,1154,7,0,1,0,0,10,2,0,1,0,0,14,604,595,0,0,1,0,0,3,0,0,0,0,0,5,211,201,4,0,0,0,0,1,2,0,0,0,0,3,112,102,3,0,0,0,0,2,0,0,1,0,0,4,197,196,0,0,0,0,0,1,0,0,0,0,0,0,65,60,0,0,0,0,0,3,0,0,0,0,0,2
95GG04,3584,3382,62,2,39,3,13,6,11,0,6,4,2,54,1948,1791,58,1,26,1,11,1,7,0,5,3,2,42,476,455,8,0,4,0,0,0,1,0,1,0,2,5,991,884,44,1,14,1,10,1,5,0,3,2,0,26,34,34,0,0,0,0,0,0,0,0,0,0,0,0,52,48,0,0,1,0,0,0,0,0,0,0,0,3,290,270,5,0,5,0,1,0,0,0,1,1,0,7,105,100,1,0,2,0,0,0,1,0,0,0,0,1,1636,1591,4,1,13,2,2,5,4,0,1,1,0,12,415,412,0,0,0,0,0,2,0,0,0,0,0,1,195,184,0,0,10,0,0,1,0,0,0,0,0,0,275,262,2,1,0,0,0,1,4,0,1,0,0,4,576,568,1,0,1,2,0,1,0,0,0,0,0,3,175,165,1,0,2,0,2,0,0,0,0,1,0,4
95GG05,4793,4258,180,5,22,1,18,56,31,2,8,5,7,200,3786,3343,167,5,21,1,15,39,29,2,5,5,7,147,562,475,36,1,4,0,1,16,2,0,1,0,2,24,2426,2149,109,3,13,1,10,14,24,2,4,5,5,87,99,86,4,0,2,0,0,0,0,0,0,0,0,7,219,200,4,1,2,0,0,2,0,0,0,0,0,10,269,247,8,0,0,0,1,2,1,0,0,0,0,10,211,186,6,0,0,0,3,5,2,0,0,0,0,9,1007,915,13,0,1,0,3,17,2,0,3,0,0,53,293,285,0,0,0,0,0,4,0,0,0,0,0,4,203,173,3,0,1,0,0,9,1,0,1,0,0,15,121,100,4,0,0,0,0,1,0,0,2,0,0,14,239,234,1,0,0,0,0,0,1,0,0,0,0,3,151,123,5,0,0,0,3,3,0,0,0,0,0,17
95GG06,4081,3991,30,3,6,1,0,6,6,0,2,0,1,35,2694,2631,22,2,4,1,0,5,6,0,2,0,1,20,620,606,7,0,2,0,0,0,1,0,0,0,0,4,1531,1494,14,2,2,1,0,1,5,0,2,0,1,9,51,50,0,0,0,0,0,0,0,0,0,0,0,1,110,103,1,0,0,0,0,4,0,0,0,0,0,2,233,230,0,0,0,0,0,0,0,0,0,0,0,3,149,148,0,0,0,0,0,0,0,0,0,0,0,1,1387,1360,8,1,2,0,0,1,0,0,0,0,0,15,459,455,0,0,0,0,0,1,0,0,0,0,0,3,230,225,3,0,0,0,0,0,0,0,0,0,0,2,181,174,3,0,0,0,0,0,0,0,0,0,0,4,389,386,0,1,0,0,0,0,0,0,0,0,0,2,128,120,2,0,2,0,0,0,0,0,0,0,0,4
95GG07,3968,3737,20,1,64,2,3,9,91,2,1,3,3,32,2293,2125,17,0,38,1,1,1,89,2,1,2,3,13,609,579,1,0,7,1,0,0,17,0,0,0,1,3,1131,1021,13,0,18,0,1,1,68,2,0,2,1,4,37,37,0,0,0,0,0,0,0,0,0,0,0,0,67,64,1,0,0,0,0,0,0,0,1,0,0,1,267,256,0,0,4,0,0,0,2,0,0,0,1,4,182,168,2,0,9,0,0,0,2,0,0,0,0,1,1675,1612,3,1,26,1,2,8,2,0,0,1,0,19,422,418,0,0,3,0,0,0,0,0,0,0,0,1,236,224,1,0,9,0,0,0,1,0,0,0,0,1,270,256,1,0,2,0,0,6,0,0,0,1,0,4,551,535,0,0,10,0,1,0,1,0,0,0,0,4,196,179,1,1,2,1,1,2,0,0,0,0,0,9
95GG08,3548,3398,75,13,11,1,8,1,12,0,0,0,2,27,2343,2226,62,12,8,1,6,0,11,0,0,0,2,15,537,514,12,1,0,0,3,0,3,0,0,0,0,4,1257,1192,38,9,5,0,1,0,7,0,0,0,2,3,64,57,1,0,1,1,1,0,0,0,0,0,0,3,148,144,2,1,0,0,0,0,0,0,0,0,0,1,235,223,8,0,0,0,0,0,0,0,0,0,0,4,102,96,1,1,2,0,1,0,1,0,0,0,0,0,1205,1172,13,1,3,0,2,1,1,0,0,0,0,12,457,453,1,0,1,0,0,0,0,0,0,0,0,2,201,195,1,0,0,0,1,1,0,0,0,0,0,3,166,154,8,0,0,0,1,0,0,0,0,0,0,3,272,267,1,1,2,0,0,0,0,0,0,0,0,1,109,103,2,0,0,0,0,0,1,0,0,0,0,3
95GG09,4463,4345,49,0,3,1,0,6,4,0,0,2,2,51,3074,2974,46,0,1,1,0,3,4,0,0,2,2,41,605,581,8,0,0,0,0,1,2,0,0,0,1,12,1866,1805,32,0,1,1,0,1,2,0,0,2,1,21,84,82,1,0,0,0,0,0,0,0,0,0,0,1,221,215,3,0,0,0,0,1,0,0,0,0,0,2,165,159,1,0,0,0,0,0,0,0,0,0,0,5,133,132,1,0,0,0,0,0,0,0,0,0,0,0,1389,1371,3,0,2,0,0,3,0,0,0,0,0,10,657,653,0,0,0,0,0,3,0,0,0,0,0,1,214,213,1,0,0,0,0,0,0,0,0,0,0,0,164,158,0,0,0,0,0,0,0,0,0,0,0,6,266,264,1,0,1,0,0,0,0,0,0,0,0,0,88,83,1,0,1,0,0,0,0,0,0,0,0,3
95GG10,3171,2836,135,11,0,2,48,21,1,9,9,0,2,97,2125,1824,127,8,0,2,46,20,1,9,8,0,2,78,411,355,27,2,0,0,8,3,0,1,2,0,0,13,1199,1009,86,4,0,2,34,13,1,7,2,0,0,41,31,27,1,0,0,0,0,1,0,0,0,0,0,2,47,44,1,0,0,0,0,0,0,0,0,0,0,2,262,227,8,1,0,0,3,2,0,1,4,0,2,14,175,162,4,1,0,0,1,1,0,0,0,0,0,6,1046,1012,8,3,0,0,2,1,0,0,1,0,0,19,292,292,0,0,0,0,0,0,0,0,0,0,0,0,192,178,5,0,0,0,1,0,0,0,0,0,0,8,146,136,2,1,0,0,0,1,0,0,0,0,0,6,319,316,0,0,0,0,1,0,0,0,0,0,0,2,97,90,1,2,0,0,0,0,0,0,1,0,0,3
95GG11,4185,3824,194,3,2,4,22,15,6,0,8,0,7,100,2933,2630,171,3,0,4,21,10,4,0,6,0,6,78,516,456,37,0,0,1,6,0,0,0,0,0,1,15,1825,1620,121,3,0,2,13,6,3,0,5,0,5,47,62,59,1,0,0,0,0,1,0,0,0,0,0,1,174,169,2,0,0,0,0,2,0,0,0,0,0,1,262,238,8,0,0,1,1,1,1,0,1,0,0,11,94,88,2,0,0,0,1,0,0,0,0,0,0,3,1252,1194,23,0,2,0,1,5,2,0,2,0,1,22,477,473,1,0,0,0,0,0,1,0,0,0,0,2,154,138,4,0,2,0,0,2,0,0,0,0,0,8,161,143,5,0,0,0,1,3,0,0,2,0,0,7,324,321,2,0,0,0,0,0,0,0,0,0,0,1,136,119,11,0,0,0,0,0,1,0,0,0,1,4
95GG12,7945,7123,148,7,40,11,20,149,15,5,11,0,21,395,5236,4669,130,7,24,10,15,61,14,5,9,0,20,272,542,439,22,1,5,0,6,15,3,0,0,0,5,46,1937,1624,79,4,6,6,8,27,10,4,6,0,12,151,90,76,4,0,0,1,0,2,0,0,1,0,2,4,130,113,1,0,1,0,0,1,0,0,0,0,0,14,410,350,15,2,1,2,0,2,0,0,2,0,0,36,2127,2067,9,0,11,1,1,14,1,1,0,0,1,21,2709,2454,18,0,16,1,5,88,1,0,2,0,1,123,226,219,1,0,1,0,0,0,1,0,1,0,0,3,1722,1532,11,0,13,1,5,82,0,0,0,0,1,77,165,141,1,0,0,0,0,3,0,0,0,0,0,20,417,412,0,0,1,0,0,1,0,0,0,0,0,3,179,150,5,0,1,0,0,2,0,0,1,0,0,20
95GG13,3383,3278,36,0,7,2,2,6,12,1,1,8,0,30,2259,2179,30,0,5,2,2,4,10,1,1,8,0,17,464,444,15,0,1,0,0,0,1,0,0,1,0,2,1246,1199,14,0,1,2,2,2,6,1,0,6,0,13,58,57,1,0,0,0,0,0,0,0,0,0,0,0,167,162,0,0,3,0,0,2,0,0,0,0,0,0,205,202,0,0,0,0,0,0,1,0,1,0,0,1,119,115,0,0,0,0,0,0,2,0,0,1,0,1,1124,1099,6,0,2,0,0,2,2,0,0,0,0,13,469,463,0,0,0,0,0,2,0,0,0,0,0,4,163,156,2,0,1,0,0,0,1,0,0,0,0,3,132,125,3,0,1,0,0,0,0,0,0,0,0,3,244,243,0,0,0,0,0,0,1,0,0,0,0,0,116,112,1,0,0,0,0,0,0,0,0,0,0,3
95GG14,3494,3443,5,0,18,0,6,0,1,0,0,0,0,21,2499,2458,5,0,13,0,5,0,1,0,0,0,0,17,501,491,3,0,2,0,2,0,0,0,0,0,0,3,1424,1400,1,0,10,0,2,0,1,0,0,0,0,10,92,89,0,0,1,0,1,0,0,0,0,0,0,1,213,212,0,0,0,0,0,0,0,0,0,0,0,1,112,110,0,0,0,0,0,0,0,0,0,0,0,2,157,156,1,0,0,0,0,0,0,0,0,0,0,0,995,985,0,0,5,0,1,0,0,0,0,0,0,4,477,475,0,0,1,0,0,0,0,0,0,0,0,1,260,256,0,0,2,0,1,0,0,0,0,0,0,1,82,80,0,0,0,0,0,0,0,0,0,0,0,2,111,109,0,0,2,0,0,0,0,0,0,0,0,0,65,65,0,0,0,0,0,0,0,0,0,0,0,0
95GG15,4071,3950,27,12,1,4,15,6,15,0,5,4,0,32,2900,2800,23,11,1,2,14,5,12,0,3,4,0,25,512,497,3,3,0,1,1,2,0,0,0,1,0,4,1786,1716,19,7,1,0,12,1,12,0,3,3,0,12,117,114,0,0,0,1,0,1,0,0,0,0,0,1,254,246,1,0,0,0,1,1,0,0,0,0,0,5,129,127,0,1,0,0,0,0,0,0,0,0,0,1,102,100,0,0,0,0,0,0,0,0,0,0,0,2,1171,1150,4,1,0,2,1,1,3,0,2,0,0,7,651,650,0,0,0,0,0,0,0,0,1,0,0,0,206,199,1,0,0,1,0,0,3,0,0,0,0,2,113,104,2,0,0,0,1,1,0,0,1,0,0,4,137,136,0,0,0,0,0,0,0,0,0,0,0,1,64,61,1,1,0,1,0,0,0,0,0,0,0,0
95GG16,3991,3831,57,4,17,9,2,0,5,1,3,9,1,52,2692,2566,43,4,14,7,2,0,2,0,3,9,1,41,569,545,7,1,0,5,1,0,0,0,0,1,0,9,1509,1427,33,0,9,2,1,0,2,0,2,8,1,24,51,51,0,0,0,0,0,0,0,0,0,0,0,0,166,162,1,1,1,0,0,0,0,0,1,0,0,0,255,243,1,2,2,0,0,0,0,0,0,0,0,7,142,138,1,0,2,0,0,0,0,0,0,0,0,1,1299,1265,14,0,3,2,0,0,3,1,0,0,0,11,391,390,1,0,0,0,0,0,0,0,0,0,0,0,255,247,2,0,1,0,0,0,0,0,0,0,0,5,169,158,4,0,0,2,0,0,1,0,0,0,0,4,365,361,2,0,0,0,0,0,0,1,0,0,0,1,119,109,5,0,2,0,0,0,2,0,0,0,0,1
95GG17,3757,3670,19,3,18,4,9,2,0,0,2,3,2,25,2270,2205,14,3,10,3,6,2,0,0,2,3,2,20,536,524,1,2,2,0,2,1,0,0,0,0,0,4,1153,1122,8,1,6,1,1,0,0,0,2,2,1,9,50,48,0,0,0,0,0,1,0,0,0,0,0,1,133,128,1,0,1,0,0,0,0,0,0,0,0,3,265,252,4,0,1,2,3,0,0,0,0,0,1,2,133,131,0,0,0,0,0,0,0,0,0,1,0,1,1487,1465,5,0,8,1,3,0,0,0,0,0,0,5,489,488,0,0,0,0,0,0,0,0,0,0,0,1,250,241,2,0,3,1,2,0,0,0,0,0,0,1,223,220,1,0,1,0,0,0,0,0,0,0,0,1,383,377,0,0,3,0,1,0,0,0,0,0,0,2,142,139,2,0,1,0,0,0,0,0,0,0,0,0
95GG18,3574,3409,45,5,28,0,5,7,23,4,1,9,2,36,1932,1800,43,3,18,0,5,3,22,2,1,9,2,24,477,457,4,1,3,0,2,2,2,0,1,0,1,4,968,884,30,1,8,0,1,0,18,2,0,7,1,16,28,26,1,1,0,0,0,0,0,0,0,0,0,0,48,44,1,0,1,0,0,0,1,0,0,1,0,0,294,278,7,0,3,0,2,1,0,0,0,0,0,3,117,111,0,0,3,0,0,0,1,0,0,1,0,1,1642,1609,2,2,10,0,0,4,1,2,0,0,0,12,325,325,0,0,0,0,0,0,0,0,0,0,0,0,216,209,0,1,4,0,0,0,1,0,0,0,0,1,271,259,2,1,4,0,0,1,0,1,0,0,0,3,621,616,0,0,1,0,0,0,0,1,0,0,0,3,209,200,0,0,1,0,0,3,0,0,0,0,0,5
95GG19,3167,3109,21,1,5,4,1,4,0,0,0,0,2,20,1454,1415,15,1,3,3,1,1,0,0,0,0,2,13,395,389,2,0,0,1,0,0,0,0,0,0,0,3,673,652,8,0,1,1,1,0,0,0,0,0,2,8,21,19,1,1,0,0,0,0,0,0,0,0,0,0,48,43,2,0,0,0,0,1,0,0,0,0,0,2,229,226,1,0,1,1,0,0,0,0,0,0,0,0,88,86,1,0,1,0,0,0,0,0,0,0,0,0,1713,1694,6,0,2,1,0,3,0,0,0,0,0,7,504,502,0,0,0,0,0,0,0,0,0,0,0,2,148,144,3,0,0,0,0,0,0,0,0,0,0,1,267,258,3,0,2,1,0,2,0,0,0,0,0,1,619,616,0,0,0,0,0,0,0,0,0,0,0,3,175,174,0,0,0,0,0,1,0,0,0,0,0,0
95GG20,3666,3372,121,8,4,7,19,11,5,3,4,5,6,101,2136,1905,97,8,1,5,16,6,5,2,2,4,6,79,472,430,19,1,0,1,6,3,1,0,1,1,0,9,1122,980,66,2,1,2,7,2,4,2,1,3,5,47,38,35,0,1,0,0,0,1,0,0,0,0,0,1,104,96,3,1,0,0,0,0,0,0,0,0,0,4,271,244,9,1,0,1,3,0,0,0,0,0,1,12,129,120,0,2,0,1,0,0,0,0,0,0,0,6,1530,1467,24,0,3,2,3,5,0,1,2,1,0,22,408,405,1,0,0,0,0,1,0,0,1,0,0,0,177,164,4,0,0,0,0,2,0,1,0,1,0,5,209,186,10,0,1,1,1,2,0,0,0,0,0,8,548,540,1,0,2,1,0,0,0,0,0,0,0,4,188,172,8,0,0,0,2,0,0,0,1,0,0,5
95GG21,3821,3634,21,5,22,3,9,2,25,0,1,4,7,88,1844,1701,20,3,11,3,7,1,24,0,1,3,7,63,470,450,3,0,2,0,1,0,7,0,0,0,0,7,836,739,12,3,6,3,4,1,15,0,1,1,6,45,20,18,1,0,0,0,0,0,0,0,0,0,0,1,48,47,0,0,0,0,0,0,0,0,0,0,0,1,347,331,3,0,3,0,2,0,0,0,0,1,1,6,123,116,1,0,0,0,0,0,2,0,0,1,0,3,1977,1933,1,2,11,0,2,1,1,0,0,1,0,25,415,415,0,0,0,0,0,0,0,0,0,0,0,0,247,235,0,1,5,0,1,0,0,0,0,0,0,5,309,295,0,0,1,0,0,0,0,0,0,1,0,12,790,781,0,0,4,0,0,0,0,0,0,0,0,5,216,207,1,1,1,0,1,1,1,0,0,0,0,3
95GG22,3857,3728,13,4,70,0,2,5,2,0,0,6,0,27,2362,2265,11,4,57,0,2,2,2,0,0,5,0,14,582,563,2,2,7,0,1,2,2,0,0,0,0,3,1189,1133,7,2,36,0,1,0,0,0,0,5,0,5,54,51,0,0,1,0,0,0,0,0,0,0,0,2,146,141,1,0,1,0,0,0,0,0,0,0,0,3,216,210,1,0,4,0,0,0,0,0,0,0,0,1,175,167,0,0,8,0,0,0,0,0,0,0,0,0,1495,1463,2,0,13,0,0,3,0,0,0,1,0,13,577,575,0,0,2,0,0,0,0,0,0,0,0,0,224,213,0,0,7,0,0,0,0,0,0,1,0,3,173,166,1,0,0,0,0,1,0,0,0,0,0,5,406,398,0,0,3,0,0,0,0,0,0,0,0,5,115,111,1,0,1,0,0,2,0,0,0,0,0,0
95GG23,3338,3209,5,0,13,1,8,25,12,0,1,8,1,55,2312,2213,4,0,9,1,7,18,11,0,1,7,1,40,467,454,0,0,0,0,0,6,2,0,0,1,0,4,1333,1265,4,0,5,0,7,6,9,0,1,6,1,29,50,48,0,0,0,1,0,1,0,0,0,0,0,0,207,195,0,0,3,0,0,5,0,0,0,0,0,4,96,93,0,0,0,0,0,0,0,0,0,0,0,3,159,158,0,0,1,0,0,0,0,0,0,0,0,0,1026,996,1,0,4,0,1,7,1,0,0,1,0,15,617,607,0,0,2,0,0,4,0,0,0,0,0,4,180,178,0,0,1,0,0,0,0,0,0,0,0,1,72,63,0,0,0,0,0,2,0,0,0,0,0,7,115,110,1,0,1,0,0,1,0,0,0,1,0,1,42,38,0,0,0,0,1,0,1,0,0,0,0,2
95GG24,3255,3107,58,7,4,0,6,2,37,0,0,4,2,28,2167,2043,51,7,3,0,6,2,27,0,0,4,1,23,480,449,12,3,2,0,0,0,4,0,0,1,0,9,1236,1152,34,4,0,0,5,2,22,0,0,3,1,13,56,54,2,0,0,0,0,0,0,0,0,0,0,0,155,154,0,0,0,0,0,0,0,0,0,0,0,1,124,118,3,0,1,0,1,0,1,0,0,0,0,0,116,116,0,0,0,0,0,0,0,0,0,0,0,0,1088,1064,7,0,1,0,0,0,10,0,0,0,1,5,500,500,0,0,0,0,0,0,0,0,0,0,0,0,149,142,0,0,0,0,0,0,5,0,0,0,0,2,123,117,1,0,1,0,0,0,1,0,0,0,1,2,234,234,0,0,0,0,0,0,0,0,0,0,0,0,82,71,6,0,0,0,0,0,4,0,0,0,0,1
95GG25,4008,3863,8,2,115,0,0,0,3,0,0,4,2,11,2483,2381,7,2,80,0,0,0,1,0,0,4,1,7,654,631,3,0,17,0,0,0,0,0,0,0,0,3,1224,1169,4,1,43,0,0,0,1,0,0,3,0,3,40,40,0,0,0,0,0,0,0,0,0,0,0,0,120,115,0,0,4,0,0,0,0,0,0,0,0,1,228,223,0,0,4,0,0,0,0,0,0,0,1,0,217,203,0,1,12,0,0,0,0,0,0,1,0,0,1525,1482,1,0,35,0,0,0,2,0,0,0,1,4,439,430,0,0,8,0,0,0,0,0,0,0,0,1,284,266,0,0,16,0,0,0,2,0,0,0,0,0,211,207,1,0,2,0,0,0,0,0,0,0,0,1,467,457,0,0,9,0,0,0,0,0,0,0,0,1,124,122,0,0,0,0,0,0,0,0,0,0,1,1
95GG26,2645,2604,14,2,3,0,2,1,0,2,0,0,1,16,1496,1460,14,1,2,0,2,0,0,2,0,0,1,14,377,371,2,0,0,0,0,0,0,1,0,0,0,3,781,756,10,1,2,0,2,0,0,1,0,0,1,8,22,22,0,0,0,0,0,0,0,0,0,0,0,0,54,53,0,0,0,0,0,0,0,0,0,0,0,1,185,182,2,0,0,0,0,0,0,0,0,0,0,1,77,76,0,0,0,0,0,0,0,0,0,0,0,1,1149,1144,0,1,1,0,0,1,0,0,0,0,0,2,438,438,0,0,0,0,0,0,0,0,0,0,0,0,127,125,0,1,0,0,0,1,0,0,0,0,0,0,154,152,0,0,1,0,0,0,0,0,0,0,0,1,311,311,0,0,0,0,0,0,0,0,0,0,0,0,119,118,0,0,0,0,0,0,0,0,0,0,0,1
95GG27,4734,4615,11,0,85,1,2,0,0,0,0,3,0,17,2840,2754,9,0,59,1,2,0,0,0,0,2,0,13,704,690,0,0,13,0,0,0,0,0,0,0,0,1,1325,1273,7,0,33,1,0,0,0,0,0,2,0,9,65,64,0,0,1,0,0,0,0,0,0,0,0,0,147,142,2,0,1,0,1,0,0,0,0,0,0,1,371,361,0,0,9,0,1,0,0,0,0,0,0,0,228,224,0,0,2,0,0,0,0,0,0,0,0,2,1894,1861,2,0,26,0,0,0,0,0,0,1,0,4,535,532,0,0,3,0,0,0,0,0,0,0,0,0,327,315,0,0,9,0,0,0,0,0,0,1,0,2,233,228,2,0,3,0,0,0,0,0,0,0,0,0,620,608,0,0,10,0,0,0,0,0,0,0,0,2,179,178,0,0,1,0,0,0,0,0,0,0,0,0
95GG28,4039,3949,31,2,3,5,0,0,17,6,2,0,1,23,2610,2537,26,2,1,4,0,0,16,5,1,0,1,17,643,630,3,0,0,1,0,0,6,2,0,0,0,1,1458,1405,19,2,0,2,0,0,10,3,1,0,1,15,41,40,1,0,0,0,0,0,0,0,0,0,0,0,133,132,0,0,1,0,0,0,0,0,0,0,0,0,220,217,1,0,0,1,0,0,0,0,0,0,0,1,115,113,2,0,0,0,0,0,0,0,0,0,0,0,1429,1412,5,0,2,1,0,0,1,1,1,0,0,6,502,500,0,0,0,0,0,0,0,0,1,0,0,1,197,193,2,0,1,0,0,0,0,0,0,0,0,1,193,188,3,0,0,0,0,0,0,1,0,0,0,1,401,401,0,0,0,0,0,0,0,0,0,0,0,0,136,130,0,0,1,1,0,0,1,0,0,0,0,3
95GG29,3704,3336,168,1,4,5,23,6,6,2,0,15,0,138,2489,2174,151,1,4,4,23,5,6,2,0,12,0,107,435,392,22,0,2,1,4,0,0,0,0,0,0,14,1615,1393,103,1,2,1,19,2,6,1,0,12,0,75,36,31,2,0,0,1,0,0,0,1,0,0,0,1,103,90,4,0,0,1,0,2,0,0,0,0,0,6,213,189,16,0,0,0,0,0,0,0,0,0,0,8,87,79,4,0,0,0,0,1,0,0,0,0,0,3,1215,1162,17,0,0,1,0,1,0,0,0,3,0,31,392,390,0,0,0,0,0,0,0,0,0,0,0,2,137,126,3,0,0,1,0,0,0,0,0,2,0,5,193,171,5,0,0,0,0,0,0,0,0,0,0,17,369,367,1,0,0,0,0,0,0,0,0,0,0,1,124,108,8,0,0,0,0,1,0,0,0,1,0,6
95GG30,3467,3402,16,2,2,0,4,8,1,0,2,0,0,30,2408,2357,15,2,2,0,4,5,1,0,1,0,0,21,513,495,6,1,0,0,1,2,0,0,1,0,0,7,1418,1393,9,1,1,0,3,0,1,0,0,0,0,10,74,74,0,0,0,0,0,0,0,0,0,0,0,0,185,183,0,0,1,0,0,0,0,0,0,0,0,1,97,94,0,0,0,0,0,2,0,0,0,0,0,1,121,118,0,0,0,0,0,1,0,0,0,0,0,2,1059,1045,1,0,0,0,0,3,0,0,1,0,0,9,548,546,0,0,0,0,0,0,0,0,0,0,0,2,178,178,0,0,0,0,0,0,0,0,0,0,0,0,111,105,0,0,0,0,0,3,0,0,1,0,0,2,170,169,0,0,0,0,0,0,0,0,0,0,0,1,52,47,1,0,0,0,0,0,0,0,0,0,0,4
95GG31,4820,4722,29,0,42,1,3,0,1,0,3,0,1,18,2918,2840,27,0,27,1,3,0,1,0,2,0,1,16,675,661,7,0,3,0,1,0,0,0,0,0,0,3,1481,1439,14,0,17,0,2,0,1,0,0,0,0,8,87,84,0,0,0,0,0,0,0,0,2,0,1,0,160,158,0,0,0,0,0,0,0,0,0,0,0,2,285,273,5,0,3,1,0,0,0,0,0,0,0,3,230,225,1,0,4,0,0,0,0,0,0,0,0,0,1902,1882,2,0,15,0,0,0,0,0,1,0,0,2,686,678,0,0,6,0,0,0,0,0,1,0,0,1,344,344,0,0,0,0,0,0,0,0,0,0,0,0,251,247,1,0,2,0,0,0,0,0,0,0,0,1,468,465,0,0,3,0,0,0,0,0,0,0,0,0,153,148,1,0,4,0,0,0,0,0,0,0,0,0
95GG32,4513,4293,56,3,12,2,15,9,51,1,1,16,9,45,2774,2593,45,2,5,2,13,8,47,1,1,16,7,34,624,596,6,0,2,0,0,4,3,0,1,1,3,8,1531,1400,36,1,2,1,10,2,41,1,0,13,3,21,58,57,0,0,0,0,0,1,0,0,0,0,0,0,140,134,3,0,0,1,1,1,0,0,0,0,0,0,274,265,0,1,0,0,2,0,0,0,0,1,1,4,147,141,0,0,1,0,0,0,3,0,0,1,0,1,1739,1700,11,1,7,0,2,1,4,0,0,0,2,11,566,560,1,0,1,0,0,0,0,0,0,0,0,4,272,264,1,0,3,0,0,0,1,0,0,0,1,2,275,267,5,0,0,0,0,0,1,0,0,0,0,2,461,459,0,0,0,0,0,0,0,0,0,0,1,1,165,150,4,1,3,0,2,1,2,0,0,0,0,2
