GeographyCode,DC6506NI0001,DC6506NI0002,DC6506NI0003,DC6506NI0004,DC6506NI0005,DC6506NI0006,DC6506NI0007,DC6506NI0008,DC6506NI0009,DC6506NI0010,DC6506NI0011,DC6506NI0012,DC6506NI0013,DC6506NI0014,DC6506NI0015,DC6506NI0016,DC6506NI0017,DC6506NI0018,DC6506NI0019,DC6506NI0020,DC6506NI0021,DC6506NI0022,DC6506NI0023,DC6506NI0024
95KK10,1654,253,1401,551,35,516,175,30,145,279,44,235,69,11,58,178,31,147,347,84,263,55,18,37
95KK11,1864,232,1632,639,41,598,247,27,220,283,41,242,59,5,54,228,33,195,291,82,209,117,3,114
95KK12,1781,277,1504,612,28,584,217,28,189,266,48,218,76,11,65,222,61,161,312,96,216,76,5,71
95KK13,1468,221,1247,490,23,467,165,22,143,232,45,187,52,11,41,160,35,125,297,76,221,72,9,63
95KK14,1612,234,1378,566,23,543,171,32,139,275,45,230,57,6,51,195,41,154,299,84,215,49,3,46
95KK15,2189,314,1875,658,28,630,231,31,200,343,56,287,97,16,81,271,48,223,518,125,393,71,10,61
95KK16,1817,246,1571,607,31,576,207,25,182,248,42,206,73,8,65,202,43,159,373,91,282,107,6,101
95LL01,3689,505,3184,921,40,881,387,46,341,576,80,496,172,10,162,521,95,426,986,219,767,126,15,111
95LL02,2449,275,2174,734,31,703,264,23,241,345,47,298,61,2,59,266,46,220,492,107,385,287,19,268
95LL03,1884,177,1707,724,43,681,267,23,244,258,29,229,61,4,57,172,22,150,266,49,217,136,7,129
95LL04,2335,278,2057,792,43,749,309,28,281,355,54,301,90,7,83,226,33,193,386,98,288,177,15,162
95LL05,3182,561,2621,725,70,655,348,48,300,515,85,430,135,15,120,418,88,330,910,232,678,131,23,108
95LL06,2734,335,2399,935,63,872,376,44,332,419,58,361,97,10,87,281,51,230,447,98,349,179,11,168
95LL07,1727,132,1595,799,35,764,196,18,178,259,29,230,54,7,47,139,16,123,146,20,126,134,7,127
95LL08,2553,201,2352,979,45,934,347,19,328,342,37,305,75,6,69,231,29,202,291,53,238,288,12,276
95LL09,2557,188,2369,1243,44,1199,289,21,268,330,29,301,76,2,74,213,34,179,254,43,211,152,15,137
95LL10,4141,583,3558,1096,55,1041,456,62,394,717,97,620,160,19,141,520,92,428,1036,243,793,156,15,141
95LL11,3048,474,2574,710,50,660,322,30,292,552,77,475,132,14,118,382,69,313,850,227,623,100,7,93
95LL12,2995,274,2721,1049,42,1007,466,39,427,516,58,458,80,5,75,329,47,282,396,77,319,159,6,153
95LL13,2096,208,1888,711,28,683,305,23,282,311,40,271,72,9,63,174,29,145,346,65,281,177,14,163
95LL14,2140,203,1937,949,30,919,254,22,232,320,50,270,85,12,73,210,28,182,267,55,212,55,6,49
95LL15,2531,425,2106,784,48,736,261,39,222,367,62,305,100,13,87,280,58,222,579,189,390,160,16,144
95LL16,4709,815,3894,991,77,914,495,63,432,751,123,628,129,24,105,549,121,428,1417,376,1041,377,31,346
95LL17,2106,341,1765,653,34,619,213,26,187,318,58,260,88,11,77,221,51,170,485,145,340,128,16,112
95LL18,2716,491,2225,695,53,642,277,38,239,449,73,376,148,22,126,357,86,271,669,192,477,121,27,94
95LL19,3975,660,3315,940,67,873,455,59,396,650,100,550,153,13,140,492,109,383,1143,298,845,142,14,128
95LL20,1897,176,1721,732,37,695,283,27,256,300,29,271,115,9,106,184,38,146,198,34,164,85,2,83
95LL21,3060,348,2712,986,41,945,343,38,305,458,54,404,108,14,94,322,51,271,656,135,521,187,15,172
95LL22,2827,290,2537,829,31,798,393,38,355,490,45,445,121,12,109,395,60,335,468,90,378,131,14,117
95LL23,1733,180,1553,761,33,728,201,20,181,231,26,205,47,7,40,165,39,126,209,46,163,119,9,110
95LL24,2893,499,2394,858,58,800,290,34,256,425,79,346,126,18,108,380,90,290,715,199,516,99,21,78
95LL25,3551,665,2886,699,48,651,384,36,348,637,117,520,171,24,147,493,114,379,1059,309,750,108,17,91
95LL26,2975,345,2630,883,39,844,322,22,300,467,54,413,111,17,94,414,66,348,640,142,498,138,5,133
95MM01,3797,518,3279,1176,56,1120,479,51,428,552,101,451,141,19,122,446,78,368,864,203,661,139,10,129
95MM02,2738,570,2168,575,35,540,214,35,179,376,97,279,84,13,71,322,61,261,1085,308,777,82,21,61
95MM03,2617,420,2197,869,44,825,326,45,281,357,77,280,132,22,110,267,43,224,602,178,424,64,11,53
95MM04,1822,232,1590,768,47,721,187,25,162,260,43,217,60,8,52,194,40,154,307,63,244,46,6,40
95MM05,1955,209,1746,943,36,907,240,29,211,241,35,206,65,8,57,208,34,174,211,60,151,47,7,40
95MM06,2015,196,1819,833,30,803,280,16,264,277,38,239,79,8,71,216,32,184,277,70,207,53,2,51
95MM07,2105,290,1815,800,51,749,230,23,207,311,52,259,66,6,60,204,48,156,410,103,307,84,7,77
95MM08,2408,374,2034,810,47,763,277,32,245,355,67,288,95,12,83,258,53,205,538,154,384,75,9,66
95MM09,2663,382,2281,922,36,886,323,50,273,385,72,313,110,22,88,285,46,239,565,139,426,73,17,56
95MM10,2026,178,1848,905,27,878,267,34,233,290,30,260,66,5,61,241,31,210,221,47,174,36,4,32
95MM11,1736,154,1582,891,39,852,212,21,191,236,24,212,51,5,46,161,27,134,154,36,118,31,2,29
95MM12,4173,509,3664,1343,56,1287,585,57,528,691,108,583,132,14,118,552,96,456,768,169,599,102,9,93
95MM13,6220,905,5315,1728,77,1651,750,85,665,944,168,776,223,30,193,813,147,666,1582,379,1203,180,19,161
95MM14,2097,250,1847,803,33,770,249,32,217,273,46,227,61,2,59,191,40,151,393,87,306,127,10,117
95MM15,3358,560,2798,880,58,822,297,26,271,528,101,427,146,26,120,407,77,330,962,258,704,138,14,124
95MM16,4209,617,3592,1065,51,1014,461,51,410,604,120,484,115,16,99,510,91,419,1275,271,1004,179,17,162
95MM17,3029,461,2568,794,42,752,353,41,312,480,100,380,134,11,123,433,68,365,777,193,584,58,6,52
95MM18,3850,542,3308,1084,50,1034,456,58,398,596,93,503,148,12,136,524,96,428,916,209,707,126,24,102
95MM19,2478,381,2097,601,41,560,281,40,241,413,72,341,96,10,86,365,65,300,602,137,465,120,16,104
95MM20,2754,349,2405,977,42,935,346,49,297,402,57,345,124,21,103,319,59,260,485,110,375,101,11,90
95MM21,2712,375,2337,749,42,707,317,40,277,419,77,342,119,15,104,311,54,257,691,133,558,106,14,92
95MM22,2117,352,1765,593,42,551,197,27,170,256,45,211,69,15,54,255,50,205,671,164,507,76,9,67
95MM23,2143,282,1861,701,25,676,212,24,188,315,38,277,75,13,62,277,49,228,484,126,358,79,7,72
95MM24,1928,219,1709,863,40,823,237,18,219,265,44,221,54,7,47,200,36,164,256,65,191,53,9,44
95MM25,4405,516,3889,1481,61,1420,610,64,546,759,105,654,134,18,116,557,81,476,753,173,580,111,14,97
95MM26,2503,330,2173,725,41,684,308,28,280,391,60,331,93,10,83,390,77,313,525,107,418,71,7,64
95MM27,3455,626,2829,945,52,893,313,35,278,460,93,367,88,6,82,705,185,520,778,226,552,166,29,137
95MM28,1977,220,1757,785,36,749,249,18,231,275,35,240,56,1,55,222,44,178,311,74,237,79,12,67
95MM29,2654,309,2345,895,36,859,340,37,303,382,62,320,78,11,67,297,54,243,551,99,452,111,10,101
95MM30,1719,184,1535,781,22,759,199,23,176,223,33,190,52,5,47,164,33,131,258,64,194,42,4,38
95NN01,2505,328,2177,770,41,729,306,38,268,390,59,331,117,13,104,310,53,257,516,115,401,96,9,87
95NN02,1784,279,1505,357,19,338,169,15,154,323,58,265,61,6,55,233,46,187,567,126,441,74,9,65
95NN03,2310,310,2000,746,33,713,273,26,247,376,64,312,132,14,118,246,38,208,425,123,302,112,12,100
95NN04,2184,247,1937,718,33,685,269,29,240,348,48,300,90,15,75,263,31,232,395,81,314,101,10,91
95NN05,1959,246,1713,569,38,531,235,24,211,306,40,266,110,11,99,246,28,218,403,96,307,90,9,81
95NN06,2653,397,2256,757,31,726,324,39,285,435,70,365,157,22,135,358,83,275,534,143,391,88,9,79
95NN07,2498,276,2222,756,21,735,308,34,274,459,53,406,121,17,104,315,37,278,467,103,364,72,11,61
95NN08,2612,427,2185,630,30,600,280,30,250,413,86,327,143,16,127,363,72,291,670,179,491,113,14,99
95NN09,2404,451,1953,592,38,554,229,41,188,395,70,325,126,18,108,324,71,253,678,204,474,60,9,51
95NN10,2574,485,2089,585,44,541,240,35,205,401,72,329,108,15,93,277,63,214,865,243,622,98,13,85
95NN11,2951,430,2521,707,37,670,330,34,296,485,74,411,202,20,182,441,93,348,692,163,529,94,9,85
95NN12,2204,368,1836,562,37,525,231,25,206,344,60,284,106,15,91,287,54,233,581,162,419,93,15,78
95NN13,2390,450,1940,565,39,526,225,41,184,375,58,317,135,24,111,332,80,252,648,191,457,110,17,93
95NN14,2712,390,2322,657,37,620,357,31,326,480,68,412,139,19,120,346,73,273,616,148,468,117,14,103
95NN15,2381,304,2077,733,37,696,346,29,317,381,50,331,142,14,128,269,43,226,427,119,308,83,12,71
95NN16,2599,551,2048,550,39,511,259,41,218,397,92,305,158,20,138,335,88,247,816,261,555,84,10,74
95NN17,1782,216,1566,576,41,535,226,13,213,313,40,273,80,2,78,203,37,166,312,79,233,72,4,68
95NN18,2181,354,1827,566,29,537,186,19,167,320,60,260,87,11,76,275,55,220,677,172,505,70,8,62
95NN19,2723,531,2192,535,38,497,278,32,246,444,95,349,108,12,96,351,78,273,918,262,656,89,14,75
95NN20,2367,445,1922,561,46,515,268,45,223,366,66,300,127,13,114,341,82,259,610,178,432,94,15,79
95NN21,2181,404,1777,542,46,496,261,29,232,321,57,264,95,12,83,256,59,197,610,194,416,96,7,89
95NN22,2145,401,1744,456,31,425,202,24,178,328,67,261,122,16,106,293,66,227,669,186,483,75,11,64
95NN23,2647,489,2158,709,46,663,275,35,240,402,70,332,159,24,135,342,81,261,653,214,439,107,19,88
95OO01,1936,273,1663,712,41,671,235,31,204,254,40,214,73,12,61,203,34,169,383,107,276,76,8,68
95OO02,1731,319,1412,476,40,436,188,26,162,247,47,200,74,12,62,251,55,196,413,119,294,82,20,62
95OO03,2028,293,1735,664,43,621,225,35,190,309,49,260,78,14,64,204,42,162,400,104,296,148,6,142
95OO04,1905,260,1645,666,31,635,186,13,173,308,54,254,68,4,64,189,37,152,414,116,298,74,5,69
95OO05,2100,175,1925,794,23,771,211,26,185,237,22,215,42,5,37,162,25,137,297,61,236,357,13,344
95OO06,2190,344,1846,605,36,569,241,30,211,321,65,256,96,6,90,271,55,216,502,137,365,154,15,139
95OO07,1950,348,1602,574,35,539,235,33,202,264,52,212,110,22,88,278,69,209,394,123,271,95,14,81
95OO08,2111,343,1768,649,32,617,190,30,160,337,60,277,88,11,77,270,51,219,475,142,333,102,17,85
95OO09,1739,261,1478,600,30,570,196,31,165,242,53,189,68,8,60,165,36,129,369,90,279,99,13,86
95OO10,2649,270,2379,838,28,810,310,23,287,436,47,389,84,10,74,324,43,281,527,112,415,130,7,123
95OO11,1889,190,1699,645,18,627,254,19,235,275,42,233,72,8,64,225,25,200,275,68,207,143,10,133
95OO12,2081,263,1818,589,30,559,229,20,209,321,41,280,91,7,84,230,31,199,474,121,353,147,13,134
95OO13,2137,301,1836,594,39,555,221,23,198,284,40,244,52,4,48,215,53,162,429,128,301,342,14,328
95OO14,1961,307,1654,546,28,518,201,29,172,308,56,252,82,11,71,236,50,186,485,120,365,103,13,90
95OO15,1774,175,1599,625,23,602,178,22,156,232,33,199,59,4,55,172,21,151,288,64,224,220,8,212
95OO16,1695,249,1446,646,33,613,187,20,167,249,53,196,46,5,41,177,34,143,289,90,199,101,14,87
95OO17,2105,292,1813,636,29,607,234,19,215,316,57,259,84,15,69,287,46,241,452,116,336,96,10,86
95OO18,2291,408,1883,607,46,561,199,29,170,296,65,231,52,8,44,226,48,178,559,184,375,352,28,324
95OO19,2239,353,1886,599,36,563,217,22,195,330,53,277,75,13,62,279,54,225,605,162,443,134,13,121
95OO20,1708,249,1459,537,27,510,157,15,142,225,39,186,58,12,46,199,43,156,379,98,281,153,15,138
95OO21,1870,255,1615,568,23,545,178,20,158,247,47,200,54,9,45,200,35,165,423,103,320,200,18,182
95OO22,2378,338,2040,643,32,611,297,45,252,352,53,299,111,14,97,290,46,244,583,143,440,102,5,97
95PP01,1998,392,1606,508,41,467,243,39,204,387,91,296,94,7,87,258,65,193,419,135,284,89,14,75
95PP02,2029,333,1696,685,40,645,217,34,183,283,63,220,90,14,76,214,56,158,446,114,332,94,12,82
95PP03,2026,330,1696,683,37,646,241,27,214,274,56,218,78,17,61,215,49,166,418,128,290,117,16,101
95PP04,2460,477,1983,700,60,640,314,49,265,360,78,282,108,16,92,277,67,210,568,183,385,133,24,109
95PP05,1865,292,1573,658,32,626,210,37,173,282,55,227,63,12,51,205,54,151,387,98,289,60,4,56
95PP06,3059,521,2538,708,57,651,375,45,330,526,84,442,103,10,93,345,78,267,798,224,574,204,23,181
95PP07,2205,420,1785,711,46,665,238,31,207,318,73,245,68,14,54,205,70,135,564,165,399,101,21,80
95PP08,2108,326,1782,695,44,651,214,31,183,289,56,233,96,16,80,213,45,168,438,119,319,163,15,148
95PP09,1437,189,1248,615,35,580,167,20,147,206,37,169,40,5,35,107,26,81,187,52,135,115,14,101
95PP10,1884,278,1606,710,43,667,197,16,181,277,47,230,60,9,51,185,45,140,370,101,269,85,17,68
95PP11,2072,350,1722,677,39,638,277,45,232,271,48,223,53,7,46,194,41,153,464,156,308,136,14,122
95PP12,2046,375,1671,675,51,624,234,37,197,324,73,251,67,6,61,230,63,167,414,130,284,102,15,87
95PP13,1980,279,1701,689,40,649,248,29,219,299,46,253,58,11,47,201,42,159,381,103,278,104,8,96
95PP14,2850,472,2378,1006,42,964,366,57,309,421,92,329,97,21,76,304,81,223,543,158,385,113,21,92
95PP15,2385,459,1926,614,61,553,299,42,257,413,83,330,86,16,70,316,71,245,559,172,387,98,14,84
95PP16,1555,297,1258,476,31,445,185,26,159,263,68,195,50,9,41,170,40,130,348,116,232,63,7,56
95PP17,2071,290,1781,849,61,788,208,26,182,295,57,238,53,8,45,219,37,182,318,79,239,129,22,107
95PP18,2452,387,2065,733,47,686,311,37,274,397,67,330,85,11,74,307,66,241,513,144,369,106,15,91
95PP19,1927,267,1660,739,32,707,253,42,211,251,41,210,66,10,56,190,53,137,324,77,247,104,12,92
95PP20,2529,443,2086,672,64,608,290,40,250,384,67,317,70,13,57,243,62,181,687,168,519,183,29,154
95PP21,1722,257,1465,680,42,638,163,22,141,220,39,181,87,15,72,178,39,139,280,83,197,114,17,97
95PP22,1977,381,1596,559,43,516,223,39,184,290,66,224,58,10,48,230,54,176,495,145,350,122,24,98
95PP23,2027,349,1678,691,43,648,252,37,215,290,60,230,84,21,63,207,47,160,432,124,308,71,17,54
95QQ01,1227,117,1110,479,22,457,175,14,161,162,18,144,61,7,54,133,14,119,171,38,133,46,4,42
95QQ02,2044,319,1725,423,24,399,245,31,214,327,55,272,138,15,123,283,54,229,536,131,405,92,9,83
95QQ03,870,65,805,354,7,347,108,10,98,142,11,131,53,6,47,110,16,94,70,14,56,33,1,32
95QQ04,1302,184,1118,413,18,395,211,24,187,226,43,183,74,6,68,158,31,127,169,56,113,51,6,45
95QQ05,2345,434,1911,426,30,396,245,32,213,373,51,322,148,16,132,339,75,264,750,223,527,64,7,57
95QQ06,1603,212,1391,537,23,514,194,21,173,236,39,197,111,11,100,197,32,165,241,72,169,87,14,73
95QQ07,1594,199,1395,587,31,556,192,18,174,246,31,215,80,7,73,163,33,130,263,70,193,63,9,54
95QQ08,1238,98,1140,524,17,507,155,12,143,173,15,158,71,5,66,139,23,116,133,23,110,43,3,40
95QQ09,1669,227,1442,529,31,498,189,21,168,230,37,193,101,13,88,187,30,157,355,81,274,78,14,64
95QQ10,1449,237,1212,428,17,411,171,17,154,197,30,167,101,20,81,188,42,146,309,103,206,55,8,47
95QQ11,1621,246,1375,406,23,383,187,15,172,278,51,227,97,10,87,187,37,150,407,104,303,59,6,53
95QQ12,1524,218,1306,454,12,442,188,21,167,245,46,199,65,4,61,184,32,152,321,89,232,67,14,53
95QQ13,2093,380,1713,397,24,373,250,26,224,362,75,287,136,22,114,317,62,255,513,156,357,118,15,103
95QQ14,4081,576,3505,841,46,795,568,46,522,690,104,586,254,34,220,615,99,516,987,234,753,126,13,113
95QQ15,1339,129,1210,459,15,444,169,19,150,222,35,187,84,5,79,141,16,125,197,34,163,67,5,62
95RR01,3200,442,2758,762,45,717,403,35,368,569,88,481,134,16,118,508,89,419,730,157,573,94,12,82
95RR02,1420,185,1235,540,26,514,168,15,153,222,38,184,51,4,47,166,41,125,216,49,167,57,12,45
95RR03,1154,87,1067,533,20,513,141,9,132,144,12,132,48,6,42,122,14,108,124,25,99,42,1,41
95RR04,1597,225,1372,590,26,564,152,15,137,217,46,171,76,11,65,195,46,149,304,77,227,63,4,59
95RR05,1942,232,1710,640,16,624,250,21,229,338,50,288,67,10,57,273,47,226,298,76,222,76,12,64
95RR06,1697,208,1489,658,25,633,183,21,162,242,45,197,97,13,84,183,37,146,274,59,215,60,8,52
95RR07,1923,226,1697,627,22,605,263,28,235,319,49,270,79,9,70,252,45,207,333,67,266,50,6,44
95RR08,1648,223,1425,559,17,542,145,15,130,262,50,212,104,10,94,212,37,175,306,88,218,60,6,54
95RR09,2796,325,2471,749,29,720,347,24,323,474,73,401,104,11,93,394,59,335,618,113,505,110,16,94
95RR10,1055,78,977,546,17,529,141,11,130,120,10,110,29,3,26,84,17,67,90,18,72,45,2,43
95RR11,2037,241,1796,811,28,783,234,21,213,268,56,212,101,11,90,193,47,146,309,61,248,121,17,104
95RR12,1257,201,1056,389,21,368,142,20,122,184,36,148,58,9,49,147,33,114,276,68,208,61,14,47
95RR13,1242,146,1096,516,21,495,121,13,108,157,16,141,37,2,35,105,17,88,243,71,172,63,6,57
95RR14,1510,223,1287,573,28,545,187,18,169,212,47,165,68,5,63,169,49,120,263,71,192,38,5,33
95RR15,1815,321,1494,574,35,539,202,38,164,288,55,233,78,13,65,232,59,173,369,113,256,72,8,64
95SS01,4073,723,3350,906,68,838,460,57,403,627,110,517,218,22,196,537,123,414,1193,316,877,132,27,105
95SS02,3343,650,2693,662,54,608,387,51,336,528,102,426,123,16,107,448,92,356,1089,323,766,106,12,94
95SS03,2743,649,2094,541,39,502,231,53,178,450,112,338,121,23,98,360,93,267,942,307,635,98,22,76
95SS04,5754,807,4947,1239,60,1179,792,59,733,918,137,781,281,35,246,794,138,656,1503,357,1146,227,21,206
95SS05,2830,479,2351,728,51,677,320,42,278,370,65,305,119,13,106,349,71,278,815,223,592,129,14,115
95SS06,4021,342,3679,1582,53,1529,728,45,683,729,73,656,106,10,96,444,59,385,335,85,250,97,17,80
95SS07,6692,859,5833,1515,70,1445,947,75,872,1181,172,1009,223,24,199,923,144,779,1692,349,1343,211,25,186
95SS08,3660,697,2963,748,42,706,375,49,326,630,117,513,184,31,153,505,118,387,1092,319,773,126,21,105
95SS09,2732,613,2119,444,31,413,186,31,155,332,77,255,114,8,106,344,83,261,1234,368,866,78,15,63
95SS10,3488,637,2851,600,33,567,324,44,280,549,99,450,99,16,83,502,103,399,1307,324,983,107,18,89
95SS11,4212,717,3495,887,72,815,504,51,453,754,139,615,205,30,175,587,102,485,1150,309,841,125,14,111
95SS12,2515,436,2079,554,39,515,257,34,223,422,81,341,117,9,108,307,60,247,761,198,563,97,15,82
95SS13,2383,232,2151,839,28,811,353,28,325,358,39,319,117,9,108,245,41,204,329,76,253,142,11,131
95SS14,2314,299,2015,725,28,697,300,30,270,334,49,285,102,9,93,249,41,208,491,135,356,113,7,106
95SS15,3103,652,2451,656,60,596,230,36,194,436,109,327,92,15,77,313,72,241,1273,345,928,103,15,88
95SS16,2519,305,2214,747,22,725,296,27,269,425,50,375,104,8,96,346,49,297,530,143,387,71,6,65
95SS17,3425,331,3094,1001,35,966,517,37,480,501,60,441,147,12,135,381,49,332,706,129,577,172,9,163
95SS18,2460,283,2177,927,52,875,311,31,280,334,45,289,99,10,89,238,33,205,414,97,317,137,15,122
95SS19,2221,264,1957,677,22,655,311,24,287,364,51,313,117,10,107,255,38,217,419,113,306,78,6,72
95SS20,2234,375,1859,608,58,550,256,35,221,335,56,279,116,12,104,247,50,197,556,157,399,116,7,109
95SS21,3622,615,3007,730,52,678,408,31,377,626,109,517,210,19,191,488,106,382,1056,284,772,104,14,90
95SS22,2605,479,2126,527,48,479,309,35,274,422,74,348,125,15,110,356,73,283,766,214,552,100,20,80
95SS23,3051,548,2503,649,45,604,348,38,310,414,78,336,158,18,140,364,85,279,1014,273,741,104,11,93
95SS24,3966,713,3253,704,43,661,363,42,321,576,103,473,146,18,128,503,94,409,1526,396,1130,148,17,131
95SS25,1907,136,1771,780,28,752,343,19,324,285,30,255,90,5,85,177,25,152,139,18,121,93,11,82
95SS26,2791,255,2536,837,30,807,453,35,418,497,41,456,129,8,121,393,57,336,409,78,331,73,6,67
95SS27,2106,300,1806,697,35,662,252,30,222,295,42,253,116,14,102,221,44,177,442,121,321,83,14,69
95SS28,2068,195,1873,808,33,775,248,15,233,303,38,265,96,6,90,208,30,178,274,61,213,131,12,119
95SS29,1956,133,1823,895,20,875,293,14,279,302,25,277,64,5,59,182,26,156,177,39,138,43,4,39
95SS30,2831,552,2279,445,42,403,296,34,262,463,83,380,113,24,89,363,65,298,999,291,708,152,13,139
95TT01,2064,341,1723,586,32,554,223,32,191,316,62,254,118,25,93,278,69,209,481,111,370,62,10,52
95TT02,2020,277,1743,648,34,614,220,19,201,291,43,248,114,17,97,221,46,175,448,110,338,78,8,70
95TT03,2513,345,2168,793,46,747,295,25,270,356,54,302,101,17,84,282,50,232,584,146,438,102,7,95
95TT04,2215,321,1894,679,35,644,250,28,222,336,64,272,102,16,86,274,52,222,482,117,365,92,9,83
95TT05,2412,378,2034,695,34,661,271,36,235,367,68,299,73,10,63,259,48,211,593,170,423,154,12,142
95TT06,2048,295,1753,629,32,597,210,28,182,306,52,254,105,15,90,251,41,210,498,125,373,49,2,47
95TT07,2141,339,1802,644,36,608,206,25,181,365,68,297,99,15,84,247,53,194,503,131,372,77,11,66
95TT08,2130,347,1783,670,43,627,209,31,178,345,74,271,95,17,78,307,60,247,426,108,318,78,14,64
95TT09,2264,355,1909,721,54,667,207,21,186,313,59,254,110,13,97,303,49,254,538,151,387,72,8,64
95TT10,2234,225,2009,805,36,769,255,24,231,320,33,287,79,9,70,246,34,212,406,80,326,123,9,114
95TT11,2447,442,2005,724,44,680,262,32,230,358,76,282,120,17,103,341,96,245,572,166,406,70,11,59
95TT12,1996,286,1710,671,40,631,242,32,210,271,43,228,94,24,70,232,38,194,403,97,306,83,12,71
95TT13,2269,269,2000,701,28,673,297,33,264,381,54,327,81,10,71,253,30,223,433,107,326,123,7,116
95TT14,1760,234,1526,540,55,485,203,16,187,277,29,248,72,11,61,171,28,143,390,86,304,107,9,98
95TT15,1858,235,1623,675,30,645,237,21,216,269,58,211,80,10,70,231,30,201,319,72,247,47,14,33
95TT16,2090,287,1803,690,40,650,237,18,219,327,63,264,108,12,96,256,50,206,391,95,296,81,9,72
95UU01,848,112,736,303,15,288,93,11,82,127,16,111,48,8,40,94,11,83,150,44,106,33,7,26
95UU02,819,83,736,326,9,317,100,8,92,116,12,104,35,2,33,75,10,65,142,38,104,25,4,21
95UU03,774,197,577,209,11,198,69,17,52,94,22,72,27,5,22,72,18,54,267,115,152,36,9,27
95UU04,596,78,518,272,4,268,76,9,67,78,13,65,13,1,12,42,11,31,94,38,56,21,2,19
95UU05,767,125,642,275,11,264,95,20,75,109,20,89,24,6,18,92,18,74,142,45,97,30,5,25
95UU06,1180,214,966,296,21,275,128,19,109,191,36,155,42,6,36,134,31,103,345,94,251,44,7,37
95UU07,674,127,547,237,18,219,75,9,66,104,22,82,34,4,30,58,18,40,140,54,86,26,2,24
95UU08,988,172,816,263,12,251,114,16,98,154,30,124,50,7,43,126,26,100,230,71,159,51,10,41
95UU09,1282,233,1049,291,14,277,155,20,135,236,46,190,66,14,52,177,43,134,296,87,209,61,9,52
95UU10,989,172,817,276,5,271,114,19,95,141,30,111,69,14,55,92,17,75,266,82,184,31,5,26
95UU11,805,145,660,231,16,215,94,14,80,121,23,98,38,3,35,100,24,76,188,58,130,33,7,26
95UU12,1036,131,905,303,11,292,158,20,138,154,22,132,47,6,41,114,21,93,200,47,153,60,4,56
95UU13,727,131,596,232,15,217,105,13,92,101,25,76,38,3,35,79,18,61,143,54,89,29,3,26
95UU14,1357,166,1191,462,12,450,152,20,132,212,25,187,57,5,52,161,33,128,269,65,204,44,6,38
95UU15,761,102,659,278,14,264,101,13,88,120,21,99,34,3,31,75,23,52,125,24,101,28,4,24
95VV01,2519,405,2114,835,48,787,290,45,245,341,63,278,154,27,127,333,74,259,466,132,334,100,16,84
95VV02,1763,190,1573,752,27,725,201,19,182,215,34,181,70,7,63,169,32,137,257,59,198,99,12,87
95VV03,1990,196,1794,810,34,776,251,21,230,285,36,249,85,6,79,208,35,173,271,59,212,80,5,75
95VV04,2369,371,1998,746,49,697,283,42,241,336,61,275,154,27,127,329,65,264,416,110,306,105,17,88
95VV05,3214,596,2618,711,42,669,308,47,261,498,88,410,194,34,160,407,89,318,993,286,707,103,10,93
95VV06,2565,384,2181,751,44,707,295,31,264,406,66,340,160,25,135,319,61,258,532,146,386,102,11,91
95VV07,3362,549,2813,781,45,736,405,55,350,530,110,420,163,25,138,455,87,368,846,212,634,182,15,167
95VV08,2291,332,1959,777,37,740,252,36,216,309,61,248,141,23,118,249,40,209,449,116,333,114,19,95
95VV09,2097,268,1829,787,34,753,233,25,208,297,59,238,111,19,92,195,37,158,335,83,252,139,11,128
95VV10,2419,300,2119,869,38,831,343,44,299,329,57,272,76,9,67,278,55,223,369,76,293,155,21,134
95VV11,3366,605,2761,750,70,680,342,58,284,534,111,423,141,16,125,430,93,337,986,237,749,183,20,163
95VV12,2413,268,2145,814,29,785,264,30,234,361,53,308,90,8,82,274,30,244,480,112,368,130,6,124
95VV13,2555,441,2114,671,47,624,297,52,245,398,77,321,136,19,117,301,69,232,647,163,484,105,14,91
95VV14,2680,402,2278,689,34,655,255,30,225,356,62,294,104,9,95,327,62,265,743,190,553,206,15,191
95VV15,2436,260,2176,796,38,758,289,33,256,359,46,313,111,14,97,271,44,227,466,79,387,144,6,138
95VV16,2431,333,2098,659,38,621,296,32,264,377,62,315,122,20,102,312,55,257,531,109,422,134,17,117
95VV17,3166,495,2671,810,42,768,339,42,297,481,83,398,218,33,185,419,79,340,709,189,520,190,27,163
95VV18,2936,434,2502,1008,64,944,370,44,326,434,84,350,158,26,132,311,74,237,441,125,316,214,17,197
95VV19,2315,309,2006,790,40,750,292,45,247,358,61,297,130,16,114,233,45,188,349,84,265,163,18,145
95VV20,2277,411,1866,761,50,711,226,34,192,318,74,244,145,31,114,292,56,236,450,153,297,85,13,72
95VV21,2921,452,2469,774,53,721,316,35,281,452,76,376,173,16,157,419,78,341,685,175,510,102,19,83
95VV22,2096,326,1770,712,42,670,238,35,203,306,57,249,95,20,75,263,52,211,389,107,282,93,13,80
95VV23,2312,398,1914,562,31,531,227,31,196,327,44,283,113,7,106,291,48,243,701,224,477,91,13,78
95VV24,2504,392,2112,648,31,617,248,30,218,399,97,302,107,7,100,290,53,237,674,162,512,138,12,126
95VV25,2703,448,2255,785,46,739,265,32,233,382,61,321,164,31,133,338,70,268,651,196,455,118,12,106
95VV26,2630,427,2203,752,53,699,296,41,255,416,93,323,170,18,152,334,60,274,565,151,414,97,11,86
95VV27,1905,205,1700,738,33,705,197,23,174,255,37,218,79,10,69,180,29,151,274,61,213,182,12,170
