GeographyCode,DC2248NI0001,DC2248NI0002,DC2248NI0003,DC2248NI0004,DC2248NI0005,DC2248NI0006,DC2248NI0007,DC2248NI0008,DC2248NI0009,DC2248NI0010,DC2248NI0011,DC2248NI0012,DC2248NI0013,DC2248NI0014,DC2248NI0015,DC2248NI0016,DC2248NI0017,DC2248NI0018,DC2248NI0019,DC2248NI0020,DC2248NI0021,DC2248NI0022,DC2248NI0023,DC2248NI0024,DC2248NI0025,DC2248NI0026,DC2248NI0027,DC2248NI0028,DC2248NI0029,DC2248NI0030,DC2248NI0031,DC2248NI0032,DC2248NI0033,DC2248NI0034,DC2248NI0035,DC2248NI0036,DC2248NI0037,DC2248NI0038,DC2248NI0039,DC2248NI0040,DC2248NI0041,DC2248NI0042,DC2248NI0043,DC2248NI0044,DC2248NI0045,DC2248NI0046,DC2248NI0047,DC2248NI0048,DC2248NI0049,DC2248NI0050,DC2248NI0051,DC2248NI0052,DC2248NI0053,DC2248NI0054,DC2248NI0055,DC2248NI0056,DC2248NI0057,DC2248NI0058,DC2248NI0059,DC2248NI0060,DC2248NI0061,DC2248NI0062,DC2248NI0063,DC2248NI0064,DC2248NI0065,DC2248NI0066,DC2248NI0067,DC2248NI0068,DC2248NI0069,DC2248NI0070,DC2248NI0071,DC2248NI0072,DC2248NI0073,DC2248NI0074,DC2248NI0075,DC2248NI0076,DC2248NI0077,DC2248NI0078,DC2248NI0079,DC2248NI0080
95GG21S2,1752,1588,130,4,30,1729,1573,125,2,29,1728,1572,125,2,29,1,1,0,0,0,11,8,1,1,1,1,0,0,0,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,9,5,4,0,0,2,2,0,0,0
95GG21S3,1935,1584,154,114,83,1780,1578,133,10,59,1780,1578,133,10,59,0,0,0,0,0,142,5,18,95,24,21,2,2,5,12,104,0,2,90,12,0,0,0,0,0,0,0,0,0,0,17,3,14,0,0,3,0,1,2,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,4,1,2,1,0,6,0,0,6,0
95GG22S1,1687,1570,57,17,43,1639,1557,51,5,26,1639,1557,51,5,26,0,0,0,0,0,17,1,2,1,13,14,0,2,0,12,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,1,0,0,1,18,3,3,10,2,4,1,3,0,0,14,2,0,10,2,0,0,0,0,0,13,9,1,1,2,0,0,0,0,0
95GG22S2,1935,1841,61,14,19,1904,1829,59,5,11,1904,1829,59,5,11,0,0,0,0,0,19,4,1,7,7,7,1,0,0,6,1,0,0,0,1,5,0,0,5,0,0,0,0,0,0,6,3,1,2,0,2,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,9,7,0,2,0,1,1,0,0,0
95GG22S3,1721,1633,57,8,23,1685,1608,54,0,23,1685,1608,54,0,23,0,0,0,0,0,30,19,3,8,0,2,2,0,0,0,20,17,3,0,0,3,0,0,3,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0
95GG23S1,1418,479,798,45,96,1315,457,775,6,77,1315,457,775,6,77,0,0,0,0,0,95,19,20,38,18,25,2,6,1,16,48,9,10,27,2,9,0,0,9,0,0,0,0,0,0,13,8,4,1,0,3,1,2,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,5,2,1,1,1,0,0,0,0,0
95GG23S2,1552,1169,312,20,51,1522,1158,309,11,44,1522,1158,309,11,44,0,0,0,0,0,15,0,0,8,7,7,0,0,0,7,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,9,6,3,0,0,5,5,0,0,0
95GG23S3,1585,592,832,55,106,1462,566,816,12,68,1462,566,816,12,68,0,0,0,0,0,104,23,7,38,36,34,0,2,1,31,42,12,4,23,3,0,0,0,0,0,0,0,0,0,0,28,11,1,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,7,5,1,3,0,2,0,1
95GG24S1,1388,784,508,28,68,1319,749,494,11,65,1318,748,494,11,65,1,1,0,0,0,44,23,11,10,0,1,0,0,1,0,12,4,5,3,0,2,0,0,2,0,1,0,1,0,0,28,19,5,4,0,2,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,15,7,2,6,0,8,4,0,1,3
95GG24S2,1540,212,1178,12,138,1469,168,1165,5,131,1469,168,1165,5,131,0,0,0,0,0,60,39,10,6,5,5,0,0,0,5,1,0,0,1,0,1,0,0,1,0,3,0,0,3,0,50,39,10,1,0,3,0,2,1,0,0,0,0,0,0,2,0,2,0,0,1,0,0,1,0,6,4,0,0,2,2,1,1,0,0
95GG24S3,1633,887,610,13,123,1586,863,603,10,110,1585,862,603,10,110,1,1,0,0,0,26,17,1,3,5,5,0,1,0,4,6,4,0,2,0,1,0,0,0,1,0,0,0,0,0,14,13,0,1,0,6,1,1,0,4,1,0,0,0,1,4,1,1,0,2,1,0,0,0,1,11,5,3,0,3,4,1,2,0,1
95GG25S1,2158,2048,79,17,14,2100,2002,79,5,14,2095,1997,79,5,14,5,5,0,0,0,54,42,0,12,0,1,1,0,0,0,32,29,0,3,0,0,0,0,0,0,7,0,0,7,0,14,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0
95GG25S2,1839,1759,53,5,22,1830,1752,53,3,22,1830,1752,53,3,22,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,1,0,1,1,0,0,0
95GG25S3,1576,1495,49,7,25,1567,1494,46,3,24,1563,1490,46,3,24,4,4,0,0,0,7,1,1,4,1,2,1,0,0,1,0,0,0,0,0,4,0,0,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0
95GG26S1,1995,150,1688,16,141,1977,150,1680,11,136,1976,150,1680,11,135,1,0,0,0,1,5,0,1,4,0,1,0,0,1,0,2,0,1,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,11,0,6,0,5,0,0,0,0,0,11,0,6,0,5,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0
95GG26S2,1754,505,1144,16,89,1737,501,1139,10,87,1737,501,1139,10,87,0,0,0,0,0,5,0,0,4,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,6,0,5,1,0,1,0,0,1,0,5,0,5,0,0,0,0,0,0,0,2,1,0,0,1,4,3,0,1,0
95GG27S1,1548,1436,89,6,17,1536,1430,89,2,15,1534,1430,87,2,15,2,0,2,0,0,7,5,0,1,1,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2,0,1,0,2,1,0,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0
95GG27S2,1614,1524,72,0,18,1604,1516,70,0,18,1604,1516,70,0,18,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,6,6,0,0,0,0,0,0,0,0
95GG27S3,1705,1614,58,3,30,1694,1603,58,3,30,1692,1601,58,3,30,2,2,0,0,0,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,2,2,0,0,0
95GG27S4,1631,1479,113,4,35,1625,1478,112,2,33,1624,1477,112,2,33,1,1,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,2,1,0,0,1,0,0,0,0,0
95GG28S1,2149,99,1841,13,196,2119,98,1828,10,183,2119,98,1828,10,183,0,0,0,0,0,13,0,3,2,8,9,0,1,0,8,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,5,0,4,0,1,0,0,0,0,0,5,0,4,0,1,0,0,0,0,0,9,1,6,0,2,3,0,0,1,2
95GG28S2,1733,291,1316,24,102,1675,264,1301,15,95,1675,264,1301,15,95,0,0,0,0,0,41,22,13,5,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,39,22,13,4,0,6,1,0,3,2,0,0,0,0,0,6,1,0,3,2,0,0,0,0,0,8,3,1,0,4,3,1,1,1,0
95GG28S3,1769,146,1510,13,100,1738,133,1495,10,100,1738,133,1495,10,100,0,0,0,0,0,15,11,2,2,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,13,10,2,1,0,7,0,6,1,0,0,0,0,0,0,7,0,6,1,0,0,0,0,0,0,8,1,7,0,0,1,1,0,0,0
95GG29S1,2257,265,1596,145,251,2075,256,1578,10,231,2069,250,1578,10,231,6,6,0,0,0,165,6,7,132,20,12,0,2,2,8,137,2,5,121,9,5,0,0,4,1,2,0,0,2,0,9,4,0,3,2,8,3,2,3,0,0,0,0,0,0,7,3,1,3,0,1,0,1,0,0,9,0,9,0,0,0,0,0,0,0
95GG29S2,2757,431,1903,83,340,2595,397,1861,26,311,2595,397,1861,26,311,0,0,0,0,0,108,24,14,51,19,15,1,1,1,12,69,16,10,37,6,3,0,0,3,0,3,0,0,3,0,18,7,3,7,1,30,6,18,5,1,1,0,1,0,0,28,5,17,5,1,1,1,0,0,0,24,4,10,1,9,0,0,0,0,0
95GG30S1,1604,126,1278,21,179,1578,123,1273,15,167,1578,123,1273,15,167,0,0,0,0,0,18,2,1,4,11,14,1,1,1,11,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,2,1,0,1,0,2,0,2,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,5,1,2,1,1,1,0,0,1,0
95GG30S2,1685,244,1228,18,195,1652,238,1223,15,176,1650,237,1223,15,175,2,1,0,0,1,22,3,2,1,16,17,2,1,0,14,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,3,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,7,3,1,0,3,3,0,2,1,0
95GG30S3,1538,71,1339,20,108,1526,71,1332,17,106,1526,71,1332,17,106,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,2,3,0,0,3,0
95GG31S1,2227,2105,78,9,35,2208,2093,75,8,32,2207,2093,75,8,31,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,11,7,1,0,3,1,1,0,0,0,10,6,1,0,3,0,0,0,0,0,6,5,0,1,0,1,0,1,0,0
95GG31S2,2032,1411,483,23,115,1999,1400,478,9,112,1999,1400,478,9,112,0,0,0,0,0,13,6,1,6,0,0,0,0,0,0,9,6,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,1,3,0,9,0,0,8,1,0,0,0,0,0,1,0,0,0,1,8,0,0,8,0,11,5,4,0,2,0,0,0,0,0
95GG31S3,2260,2045,152,10,53,2245,2039,150,5,51,2244,2038,150,5,51,1,1,0,0,0,11,5,0,5,1,1,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,5,0,2,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0
95GG32S1,3232,2280,771,29,152,3045,2176,733,3,133,3044,2175,733,3,133,1,1,0,0,0,133,77,23,22,11,14,0,1,2,11,49,30,4,15,0,3,0,0,3,0,0,0,0,0,0,67,47,18,2,0,20,4,9,3,4,1,0,1,0,0,19,4,8,3,4,0,0,0,0,0,30,21,5,1,3,4,2,1,0,1
95GG32S2,1553,288,1150,11,104,1477,253,1125,4,95,1475,251,1125,4,95,2,2,0,0,0,50,35,8,5,2,2,0,0,0,2,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,45,35,8,2,0,20,0,17,1,2,0,0,0,0,0,18,0,15,1,2,2,0,2,0,0,5,0,0,0,5,1,0,0,1,0
95GG32S3,1624,524,989,9,102,1598,509,981,7,101,1597,509,981,7,100,1,0,0,0,1,17,13,1,2,1,2,0,1,0,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,0,2,0,2,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,7,1,6,0,0,0,0,0,0,0
95GG33S1,1951,1337,502,29,83,1874,1312,491,11,60,1873,1311,491,11,60,1,1,0,0,0,35,8,2,15,10,8,0,1,0,7,18,5,1,9,3,0,0,0,0,0,0,0,0,0,0,9,3,0,6,0,7,3,1,3,0,1,0,1,0,0,6,3,0,3,0,0,0,0,0,0,23,6,7,0,10,12,8,1,0,3
95GG33S2,1639,1016,502,39,82,1568,999,489,13,67,1568,999,489,13,67,0,0,0,0,0,37,2,10,16,9,16,0,8,2,6,11,1,0,9,1,0,0,0,0,0,1,0,0,0,1,9,1,2,5,1,12,6,1,5,0,1,0,1,0,0,11,6,0,5,0,0,0,0,0,0,21,9,2,5,5,1,0,0,0,1
95GG33S3,1965,1045,678,59,183,1863,1030,658,28,147,1861,1030,658,27,146,2,0,0,1,1,77,7,11,29,30,36,2,6,2,26,16,1,0,14,1,3,0,0,3,0,0,0,0,0,0,22,4,5,10,3,4,0,3,0,1,0,0,0,0,0,3,0,3,0,0,1,0,0,0,1,17,5,5,2,5,4,3,1,0,0
95GG34S1,1452,268,1028,51,105,1297,195,997,12,93,1297,195,997,12,93,0,0,0,0,0,123,70,20,25,8,3,3,0,0,0,38,15,8,8,7,0,0,0,0,0,0,0,0,0,0,82,52,12,17,1,14,0,6,6,2,0,0,0,0,0,14,0,6,6,2,0,0,0,0,0,8,2,2,4,0,10,1,3,4,2
95GG34S2,1590,1505,58,12,15,1582,1499,57,12,14,1582,1499,57,12,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,1,0,0,0,0,0,3,2,0,0,1,0,0,0,0,0,3,2,1,0,0,2,2,0,0,0
95GG34S3,1885,1211,537,20,117,1813,1171,528,9,105,1809,1168,527,9,105,4,3,1,0,0,56,32,6,9,9,12,1,2,0,9,31,20,4,7,0,1,0,0,1,0,0,0,0,0,0,12,11,0,1,0,4,1,2,0,1,0,0,0,0,0,2,1,1,0,0,2,0,1,0,1,4,3,0,1,0,8,4,1,1,2
95GG35S1,1970,1707,197,10,56,1941,1692,194,2,53,1936,1687,194,2,53,5,5,0,0,0,21,12,0,6,3,4,3,0,0,1,15,8,0,5,2,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,5,3,0,2,0,1,1,0,0,0,4,2,0,2,0,0,0,0,0,0,1,0,1,0,0,2,0,2,0,0
95GG35S2,1478,1369,84,9,16,1454,1354,84,1,15,1448,1348,84,1,15,6,6,0,0,0,12,10,0,2,0,0,0,0,0,0,8,7,0,1,0,1,0,0,1,0,0,0,0,0,0,3,3,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,2,0,0,1,8,3,0,5,0
95GG35S3,1502,1341,97,24,40,1469,1331,93,9,36,1468,1331,92,9,36,1,0,1,0,0,15,4,4,7,0,4,0,4,0,0,4,2,0,2,0,5,0,0,5,0,1,1,0,0,0,1,1,0,0,0,13,2,0,7,4,0,0,0,0,0,13,2,0,7,4,0,0,0,0,0,2,2,0,0,0,3,2,0,1,0
95GG36S1,1794,266,1276,31,221,1757,265,1271,23,198,1757,265,1271,23,198,0,0,0,0,0,28,0,3,7,18,22,0,3,1,18,3,0,0,3,0,0,0,0,0,0,1,0,0,1,0,2,0,0,2,0,2,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,6,1,1,1,3,1,0,0,0,1
95GG36S2,1926,185,1530,25,186,1903,182,1525,16,180,1903,182,1525,16,180,0,0,0,0,0,14,2,1,6,5,9,0,1,3,5,3,0,0,3,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,3,2,1,2,0,1,1,0
95GG36S3,1899,168,1518,25,188,1875,161,1516,18,180,1875,161,1516,18,180,0,0,0,0,0,9,4,0,1,4,4,0,0,0,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,3,1,0,0,2,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,9,0,2,5,2,3,2,0,1,0
95GG37S1,2082,1070,769,27,216,2034,1059,753,11,211,2033,1058,753,11,211,1,1,0,0,0,23,3,11,9,0,3,0,2,1,0,6,0,6,0,0,0,0,0,0,0,3,0,0,3,0,11,3,3,5,0,8,1,2,4,1,2,1,1,0,0,5,0,1,4,0,1,0,0,0,1,12,6,2,1,3,5,1,1,2,1
95GG37S2,1826,506,1054,46,220,1776,498,1035,29,214,1775,497,1035,29,214,1,1,0,0,0,16,2,0,12,2,1,0,0,0,1,11,1,0,10,0,2,0,0,1,1,0,0,0,0,0,2,1,0,1,0,11,1,9,0,1,1,1,0,0,0,10,0,9,0,1,0,0,0,0,0,16,4,10,1,1,7,1,0,4,2
95GG37S3,2133,819,1010,48,256,2085,811,1005,24,245,2084,810,1005,24,245,1,1,0,0,0,22,3,1,10,8,5,0,0,0,5,10,0,0,8,2,0,0,0,0,0,0,0,0,0,0,7,3,1,2,1,9,2,0,6,1,0,0,0,0,0,9,2,0,6,1,0,0,0,0,0,16,3,4,7,2,1,0,0,1,0
95GG38S1,3099,1732,982,82,303,2961,1724,976,28,233,2960,1724,975,28,233,1,0,1,0,0,113,6,4,44,59,72,1,4,12,55,23,1,0,19,3,1,0,0,1,0,0,0,0,0,0,17,4,0,12,1,4,1,1,1,1,0,0,0,0,0,4,1,1,1,1,0,0,0,0,0,12,1,1,0,10,9,0,0,9,0
95GG38S2,1880,1044,647,38,151,1830,1033,635,22,140,1825,1028,635,22,140,5,5,0,0,0,18,2,4,4,8,10,1,1,0,8,4,0,3,1,0,1,0,0,1,0,0,0,0,0,0,3,1,0,2,0,17,2,7,7,1,0,0,0,0,0,16,2,7,7,0,1,0,0,0,1,12,5,1,4,2,3,2,0,1,0
95GG38S3,1585,1097,379,14,95,1546,1085,372,6,83,1545,1084,372,6,83,1,1,0,0,0,22,6,1,7,8,12,4,0,0,8,6,1,0,5,0,1,0,0,1,0,1,0,1,0,0,2,1,0,1,0,5,2,2,0,1,0,0,0,0,0,2,0,1,0,1,3,2,1,0,0,8,1,3,1,3,4,3,1,0,0
95GG39S1,2409,1366,560,310,173,2017,1345,531,11,130,2017,1345,531,11,130,0,0,0,0,0,368,12,21,293,42,35,1,5,1,28,318,8,14,284,12,1,0,0,1,0,0,0,0,0,0,14,3,2,7,2,13,4,3,6,0,0,0,0,0,0,12,4,2,6,0,1,0,1,0,0,6,5,1,0,0,5,0,4,0,1
95GG39S2,2711,891,1349,78,393,2360,825,1294,20,221,2360,825,1294,20,221,0,0,0,0,0,295,46,35,48,166,191,6,22,11,152,44,3,4,30,7,0,0,0,0,0,6,0,0,0,6,54,37,9,7,1,22,6,10,5,1,0,0,0,0,0,20,6,9,5,0,2,0,1,0,1,26,11,9,3,3,8,3,1,2,2
95GG39S3,2094,290,1505,97,202,1944,268,1493,18,165,1944,268,1493,18,165,0,0,0,0,0,114,17,6,64,27,38,7,4,1,26,23,1,2,20,0,0,0,0,0,0,4,0,0,4,0,49,9,0,39,1,8,1,4,1,2,0,0,0,0,0,8,1,4,1,2,0,0,0,0,0,12,2,1,6,3,16,2,1,8,5
95GG40S1,1697,120,1458,12,107,1687,120,1457,11,99,1686,120,1456,11,99,1,0,1,0,0,7,0,0,1,6,5,0,0,0,5,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,1,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
95GG40S2,2119,180,1767,14,158,2065,165,1749,9,142,2064,164,1749,9,142,1,1,0,0,0,32,15,3,4,10,19,3,3,3,10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,3,0,2,0,1,0,0,0,0,0,2,0,1,0,1,1,0,1,0,0,16,0,12,0,4,3,0,1,1,1
95GG41S1,1926,157,1600,16,153,1905,152,1590,13,150,1905,152,1590,13,150,0,0,0,0,0,9,1,4,2,2,4,0,1,1,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4,1,3,0,0,5,0,5,0,0,4,0,4,0,0,1,0,1,0,0,0,0,0,0,0,4,2,1,1,0,3,2,0,0,1
95GG41S2,1524,194,1172,23,135,1507,193,1164,15,135,1507,193,1164,15,135,0,0,0,0,0,11,1,2,8,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,3,0,3,0,0,1,0,1,0,0
95GG41S3,2098,367,1424,32,275,2013,355,1416,16,226,2013,355,1416,16,226,0,0,0,0,0,70,10,3,13,44,53,5,2,2,44,6,1,1,4,0,0,0,0,0,0,4,0,0,4,0,7,4,0,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,8,1,2,1,4,6,1,3,1,1
95GG42S1,1826,919,708,46,153,1743,902,698,21,122,1742,902,697,21,122,1,0,1,0,0,64,7,7,24,26,25,5,0,2,18,15,1,1,9,4,13,0,0,9,4,4,0,0,4,0,7,1,6,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,9,4,1,0,4,9,6,2,1,0
95GG42S2,1784,855,628,79,222,1626,847,603,24,152,1620,844,600,24,152,6,3,3,0,0,123,1,12,49,61,78,0,10,12,56,5,0,0,5,0,7,0,2,5,0,1,0,0,1,0,32,1,0,26,5,9,3,4,0,2,1,1,0,0,0,6,1,4,0,1,2,1,0,0,1,18,4,8,0,6,8,0,1,6,1
95GG42S3,2261,990,957,42,272,2169,970,949,16,234,2169,970,949,16,234,0,0,0,0,0,60,6,1,20,33,31,0,0,0,31,20,6,0,12,2,4,0,0,4,0,2,0,0,2,0,3,0,1,2,0,19,6,6,4,3,1,0,1,0,0,18,6,5,4,3,0,0,0,0,0,12,7,1,2,2,1,1,0,0,0
95GG42S4,2268,1086,854,81,247,2118,1064,831,25,198,2117,1063,831,25,198,1,1,0,0,0,109,9,13,46,41,47,5,5,4,33,39,3,5,25,6,0,0,0,0,0,8,0,0,8,0,15,1,3,9,2,4,0,4,0,0,1,0,1,0,0,3,0,3,0,0,0,0,0,0,0,26,10,5,5,6,11,3,1,5,2
95GG43S1,1480,139,1117,35,189,1431,135,1106,17,173,1431,135,1106,17,173,0,0,0,0,0,27,2,3,13,9,9,0,0,0,9,9,0,3,6,0,5,1,0,4,0,2,0,0,2,0,2,1,0,1,0,11,1,2,1,7,1,1,0,0,0,6,0,2,1,3,4,0,0,0,4,5,1,1,3,0,6,0,5,1,0
95GG43S2,1670,141,1300,27,202,1615,126,1289,19,181,1615,126,1289,19,181,0,0,0,0,0,40,12,6,8,14,15,1,2,0,12,21,10,4,5,2,4,1,0,3,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,2,0,2,0,0,0,0,0,0,0,1,1,0,0,0,12,2,3,0,7,0,0,0,0,0
95GG43S3,1724,203,1287,26,208,1672,181,1278,19,194,1672,181,1278,19,194,0,0,0,0,0,37,18,7,6,6,7,2,1,2,2,6,1,5,0,0,0,0,0,0,0,0,0,0,0,0,24,15,1,4,4,3,0,2,0,1,1,0,1,0,0,0,0,0,0,0,2,0,1,0,1,10,3,0,0,7,2,1,0,1,0
95GG44S1,2864,441,1968,39,416,2765,429,1939,25,372,2765,429,1939,25,372,0,0,0,0,0,43,5,5,11,22,25,4,0,1,20,10,0,1,8,1,0,0,0,0,0,1,0,0,1,0,7,1,4,1,1,25,2,12,2,9,0,0,0,0,0,23,2,11,2,8,2,0,1,0,1,26,4,11,0,11,5,1,1,1,2
95GG44S2,2727,461,1852,32,382,2630,427,1814,20,369,2626,424,1813,20,369,4,3,1,0,0,41,16,10,7,8,5,0,0,1,4,8,0,4,4,0,0,0,0,0,0,1,0,0,1,0,27,16,6,1,4,29,3,23,2,1,1,0,1,0,0,21,2,16,2,1,7,1,6,0,0,19,10,5,0,4,8,5,0,3,0
95GG45S1,1670,756,762,65,87,1574,750,752,5,67,1574,750,752,5,67,0,0,0,0,0,81,2,3,58,18,22,1,0,4,17,24,0,0,24,0,20,0,0,19,1,0,0,0,0,0,15,1,3,11,0,4,0,4,0,0,0,0,0,0,0,1,0,1,0,0,3,0,3,0,0,7,2,3,0,2,4,2,0,2,0
95GG45S2,1554,157,1249,13,135,1512,140,1237,7,128,1512,140,1237,7,128,0,0,0,0,0,17,8,5,4,0,3,0,3,0,0,5,0,1,4,0,0,0,0,0,0,0,0,0,0,0,9,8,1,0,0,12,5,0,2,5,4,0,0,0,4,8,5,0,2,1,0,0,0,0,0,13,4,7,0,2,0,0,0,0,0
95GG45S3,1617,509,896,44,168,1520,475,879,16,150,1519,475,879,16,149,1,0,0,0,1,67,21,7,24,15,11,0,0,0,11,39,12,5,20,2,0,0,0,0,0,1,0,0,1,0,16,9,2,3,2,5,3,1,1,0,0,0,0,0,0,4,3,1,0,0,1,0,0,1,0,22,9,8,3,2,3,1,1,0,1
95GG46S1,1712,1610,83,1,18,1694,1596,80,0,18,1673,1575,80,0,18,21,21,0,0,0,16,12,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,11,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
95GG46S2,1874,1734,95,10,35,1861,1730,94,3,34,1861,1730,94,3,34,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,7,0,0,0,0,0,0,7,0,1,6,0,1,0,0,1,0,2,1,0,0,1,0,0,0,0,0
95GG46S3,1664,1565,63,6,30,1646,1555,63,2,26,1646,1555,63,2,26,0,0,0,0,0,10,4,0,4,2,1,0,0,0,1,8,4,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,2,0,0,0,0,0
95GG47S1,2314,2003,187,28,96,2228,1969,172,5,82,2227,1968,172,5,82,1,1,0,0,0,50,18,10,13,9,13,2,4,0,7,31,12,4,13,2,0,0,0,0,0,0,0,0,0,0,6,4,2,0,0,15,4,4,5,2,3,1,1,1,0,11,3,3,4,1,1,0,0,0,1,19,11,0,5,3,2,1,1,0,0
