GeographyCode,DC2612NI0001,DC2612NI0002,DC2612NI0003,DC2612NI0004,DC2612NI0005,DC2612NI0006,DC2612NI0007,DC2612NI0008,DC2612NI0009,DC2612NI0010,DC2612NI0011,DC2612NI0012,DC2612NI0013,DC2612NI0014,DC2612NI0015,DC2612NI0016,DC2612NI0017,DC2612NI0018,DC2612NI0019,DC2612NI0020,DC2612NI0021,DC2612NI0022,DC2612NI0023,DC2612NI0024,DC2612NI0025,DC2612NI0026,DC2612NI0027,DC2612NI0028,DC2612NI0029,DC2612NI0030,DC2612NI0031,DC2612NI0032,DC2612NI0033,DC2612NI0034,DC2612NI0035,DC2612NI0036,DC2612NI0037,DC2612NI0038,DC2612NI0039,DC2612NI0040,DC2612NI0041,DC2612NI0042,DC2612NI0043,DC2612NI0044,DC2612NI0045,DC2612NI0046,DC2612NI0047,DC2612NI0048,DC2612NI0049,DC2612NI0050,DC2612NI0051,DC2612NI0052,DC2612NI0053,DC2612NI0054,DC2612NI0055,DC2612NI0056,DC2612NI0057,DC2612NI0058,DC2612NI0059,DC2612NI0060,DC2612NI0061,DC2612NI0062,DC2612NI0063,DC2612NI0064,DC2612NI0065,DC2612NI0066,DC2612NI0067,DC2612NI0068,DC2612NI0069,DC2612NI0070,DC2612NI0071,DC2612NI0072,DC2612NI0073,DC2612NI0074,DC2612NI0075,DC2612NI0076,DC2612NI0077,DC2612NI0078,DC2612NI0079,DC2612NI0080,DC2612NI0081,DC2612NI0082,DC2612NI0083,DC2612NI0084,DC2612NI0085,DC2612NI0086,DC2612NI0087,DC2612NI0088,DC2612NI0089,DC2612NI0090,DC2612NI0091,DC2612NI0092,DC2612NI0093,DC2612NI0094,DC2612NI0095,DC2612NI0096,DC2612NI0097,DC2612NI0098,DC2612NI0099,DC2612NI0100,DC2612NI0101,DC2612NI0102,DC2612NI0103,DC2612NI0104,DC2612NI0105,DC2612NI0106,DC2612NI0107,DC2612NI0108,DC2612NI0109,DC2612NI0110,DC2612NI0111,DC2612NI0112,DC2612NI0113,DC2612NI0114,DC2612NI0115,DC2612NI0116,DC2612NI0117,DC2612NI0118,DC2612NI0119,DC2612NI0120,DC2612NI0121,DC2612NI0122,DC2612NI0123,DC2612NI0124,DC2612NI0125,DC2612NI0126,DC2612NI0127,DC2612NI0128,DC2612NI0129,DC2612NI0130,DC2612NI0131,DC2612NI0132,DC2612NI0133,DC2612NI0134,DC2612NI0135,DC2612NI0136,DC2612NI0137,DC2612NI0138,DC2612NI0139,DC2612NI0140,DC2612NI0141,DC2612NI0142,DC2612NI0143,DC2612NI0144,DC2612NI0145,DC2612NI0146,DC2612NI0147,DC2612NI0148,DC2612NI0149,DC2612NI0150,DC2612NI0151,DC2612NI0152,DC2612NI0153,DC2612NI0154,DC2612NI0155,DC2612NI0156,DC2612NI0157,DC2612NI0158,DC2612NI0159,DC2612NI0160,DC2612NI0161,DC2612NI0162,DC2612NI0163,DC2612NI0164,DC2612NI0165,DC2612NI0166,DC2612NI0167,DC2612NI0168,DC2612NI0169,DC2612NI0170,DC2612NI0171,DC2612NI0172,DC2612NI0173,DC2612NI0174,DC2612NI0175,DC2612NI0176,DC2612NI0177,DC2612NI0178,DC2612NI0179,DC2612NI0180,DC2612NI0181,DC2612NI0182,DC2612NI0183,DC2612NI0184,DC2612NI0185,DC2612NI0186,DC2612NI0187,DC2612NI0188,DC2612NI0189,DC2612NI0190,DC2612NI0191,DC2612NI0192,DC2612NI0193,DC2612NI0194,DC2612NI0195,DC2612NI0196
95GG24S1,966,934,6,0,0,0,0,0,15,0,0,2,2,7,597,574,6,0,0,0,0,0,10,0,0,2,1,4,127,121,4,0,0,0,0,0,0,0,0,1,0,1,349,334,1,0,0,0,0,0,10,0,0,1,1,2,12,12,0,0,0,0,0,0,0,0,0,0,0,0,50,49,0,0,0,0,0,0,0,0,0,0,0,1,29,28,1,0,0,0,0,0,0,0,0,0,0,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,369,360,0,0,0,0,0,0,5,0,0,0,1,3,174,174,0,0,0,0,0,0,0,0,0,0,0,0,57,52,0,0,0,0,0,0,4,0,0,0,0,1,34,31,0,0,0,0,0,0,0,0,0,0,1,2,81,81,0,0,0,0,0,0,0,0,0,0,0,0,23,22,0,0,0,0,0,0,1,0,0,0,0,0
95GG24S2,1152,1093,23,7,0,0,2,2,14,0,0,0,0,11,761,709,19,7,0,0,2,2,12,0,0,0,0,10,193,180,4,3,0,0,0,0,3,0,0,0,0,3,417,381,14,4,0,0,1,2,8,0,0,0,0,7,18,18,0,0,0,0,0,0,0,0,0,0,0,0,33,33,0,0,0,0,0,0,0,0,0,0,0,0,55,52,1,0,0,0,1,0,1,0,0,0,0,0,45,45,0,0,0,0,0,0,0,0,0,0,0,0,391,384,4,0,0,0,0,0,2,0,0,0,0,1,176,176,0,0,0,0,0,0,0,0,0,0,0,0,44,42,0,0,0,0,0,0,1,0,0,0,0,1,47,46,1,0,0,0,0,0,0,0,0,0,0,0,92,92,0,0,0,0,0,0,0,0,0,0,0,0,32,28,3,0,0,0,0,0,1,0,0,0,0,0
95GG24S3,1137,1080,29,0,4,0,4,0,8,0,0,2,0,10,809,760,26,0,3,0,4,0,5,0,0,2,0,9,160,148,4,0,2,0,0,0,1,0,0,0,0,5,470,437,19,0,0,0,4,0,4,0,0,2,0,4,26,24,2,0,0,0,0,0,0,0,0,0,0,0,72,72,0,0,0,0,0,0,0,0,0,0,0,0,40,38,1,0,1,0,0,0,0,0,0,0,0,0,41,41,0,0,0,0,0,0,0,0,0,0,0,0,328,320,3,0,1,0,0,0,3,0,0,0,0,1,150,150,0,0,0,0,0,0,0,0,0,0,0,0,48,48,0,0,0,0,0,0,0,0,0,0,0,0,42,40,0,0,1,0,0,0,1,0,0,0,0,0,61,61,0,0,0,0,0,0,0,0,0,0,0,0,27,21,3,0,0,0,0,0,2,0,0,0,0,1
95GG25S1,1526,1479,2,0,31,0,0,0,3,0,0,4,2,5,886,857,2,0,19,0,0,0,1,0,0,4,1,2,211,210,0,0,1,0,0,0,0,0,0,0,0,0,467,448,2,0,12,0,0,0,1,0,0,3,0,1,10,10,0,0,0,0,0,0,0,0,0,0,0,0,43,41,0,0,1,0,0,0,0,0,0,0,0,1,82,80,0,0,1,0,0,0,0,0,0,0,1,0,73,68,0,0,4,0,0,0,0,0,0,1,0,0,640,622,0,0,12,0,0,0,2,0,0,0,1,3,208,204,0,0,3,0,0,0,0,0,0,0,0,1,106,100,0,0,4,0,0,0,2,0,0,0,0,0,84,81,0,0,2,0,0,0,0,0,0,0,0,1,192,188,0,0,3,0,0,0,0,0,0,0,0,1,50,49,0,0,0,0,0,0,0,0,0,0,1,0
95GG25S2,1350,1315,3,0,31,0,0,0,0,0,0,0,0,1,873,849,3,0,20,0,0,0,0,0,0,0,0,1,239,230,2,0,6,0,0,0,0,0,0,0,0,1,424,417,1,0,6,0,0,0,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,40,39,0,0,1,0,0,0,0,0,0,0,0,0,73,72,0,0,1,0,0,0,0,0,0,0,0,0,81,75,0,0,6,0,0,0,0,0,0,0,0,0,477,466,0,0,11,0,0,0,0,0,0,0,0,0,129,128,0,0,1,0,0,0,0,0,0,0,0,0,94,86,0,0,8,0,0,0,0,0,0,0,0,0,61,61,0,0,0,0,0,0,0,0,0,0,0,0,147,145,0,0,2,0,0,0,0,0,0,0,0,0,46,46,0,0,0,0,0,0,0,0,0,0,0,0
95GG25S3,1132,1069,3,2,53,0,0,0,0,0,0,0,0,5,724,675,2,2,41,0,0,0,0,0,0,0,0,4,204,191,1,0,10,0,0,0,0,0,0,0,0,2,333,304,1,1,25,0,0,0,0,0,0,0,0,2,14,14,0,0,0,0,0,0,0,0,0,0,0,0,37,35,0,0,2,0,0,0,0,0,0,0,0,0,73,71,0,0,2,0,0,0,0,0,0,0,0,0,63,60,0,1,2,0,0,0,0,0,0,0,0,0,408,394,1,0,12,0,0,0,0,0,0,0,0,1,102,98,0,0,4,0,0,0,0,0,0,0,0,0,84,80,0,0,4,0,0,0,0,0,0,0,0,0,66,65,1,0,0,0,0,0,0,0,0,0,0,0,128,124,0,0,4,0,0,0,0,0,0,0,0,0,28,27,0,0,0,0,0,0,0,0,0,0,0,1
95GG26S1,1405,1378,10,2,3,0,2,0,0,0,0,0,0,10,780,757,10,1,2,0,2,0,0,0,0,0,0,8,205,201,2,0,0,0,0,0,0,0,0,0,0,2,393,377,7,1,2,0,2,0,0,0,0,0,0,4,13,13,0,0,0,0,0,0,0,0,0,0,0,0,29,29,0,0,0,0,0,0,0,0,0,0,0,0,103,101,1,0,0,0,0,0,0,0,0,0,0,1,37,36,0,0,0,0,0,0,0,0,0,0,0,1,625,621,0,1,1,0,0,0,0,0,0,0,0,2,212,212,0,0,0,0,0,0,0,0,0,0,0,0,71,70,0,1,0,0,0,0,0,0,0,0,0,0,94,92,0,0,1,0,0,0,0,0,0,0,0,1,183,183,0,0,0,0,0,0,0,0,0,0,0,0,65,64,0,0,0,0,0,0,0,0,0,0,0,1
95GG26S2,1240,1226,4,0,0,0,0,1,0,2,0,0,1,6,716,703,4,0,0,0,0,0,0,2,0,0,1,6,172,170,0,0,0,0,0,0,0,1,0,0,0,1,388,379,3,0,0,0,0,0,0,1,0,0,1,4,9,9,0,0,0,0,0,0,0,0,0,0,0,0,25,24,0,0,0,0,0,0,0,0,0,0,0,1,82,81,1,0,0,0,0,0,0,0,0,0,0,0,40,40,0,0,0,0,0,0,0,0,0,0,0,0,524,523,0,0,0,0,0,1,0,0,0,0,0,0,226,226,0,0,0,0,0,0,0,0,0,0,0,0,56,55,0,0,0,0,0,1,0,0,0,0,0,0,60,60,0,0,0,0,0,0,0,0,0,0,0,0,128,128,0,0,0,0,0,0,0,0,0,0,0,0,54,54,0,0,0,0,0,0,0,0,0,0,0,0
95GG27S1,1086,1053,2,0,22,0,2,0,0,0,0,3,0,4,762,738,0,0,16,0,2,0,0,0,0,2,0,4,199,194,0,0,5,0,0,0,0,0,0,0,0,0,356,341,0,0,9,0,0,0,0,0,0,2,0,4,18,18,0,0,0,0,0,0,0,0,0,0,0,0,57,56,0,0,0,0,1,0,0,0,0,0,0,0,69,66,0,0,2,0,1,0,0,0,0,0,0,0,63,63,0,0,0,0,0,0,0,0,0,0,0,0,324,315,2,0,6,0,0,0,0,0,0,1,0,0,75,75,0,0,0,0,0,0,0,0,0,0,0,0,88,83,0,0,4,0,0,0,0,0,0,1,0,0,52,49,2,0,1,0,0,0,0,0,0,0,0,0,80,79,0,0,1,0,0,0,0,0,0,0,0,0,29,29,0,0,0,0,0,0,0,0,0,0,0,0
95GG27S2,1159,1137,3,0,14,1,0,0,0,0,0,0,0,4,677,658,3,0,11,1,0,0,0,0,0,0,0,4,166,166,0,0,0,0,0,0,0,0,0,0,0,0,316,302,2,0,9,1,0,0,0,0,0,0,0,2,16,16,0,0,0,0,0,0,0,0,0,0,0,0,34,32,1,0,0,0,0,0,0,0,0,0,0,1,85,83,0,0,2,0,0,0,0,0,0,0,0,0,60,59,0,0,0,0,0,0,0,0,0,0,0,1,482,479,0,0,3,0,0,0,0,0,0,0,0,0,121,120,0,0,1,0,0,0,0,0,0,0,0,0,92,92,0,0,0,0,0,0,0,0,0,0,0,0,74,74,0,0,0,0,0,0,0,0,0,0,0,0,150,148,0,0,2,0,0,0,0,0,0,0,0,0,45,45,0,0,0,0,0,0,0,0,0,0,0,0
95GG27S3,1322,1289,5,0,27,0,0,0,0,0,0,0,0,1,800,773,5,0,21,0,0,0,0,0,0,0,0,1,184,180,0,0,4,0,0,0,0,0,0,0,0,0,387,371,5,0,10,0,0,0,0,0,0,0,0,1,16,16,0,0,0,0,0,0,0,0,0,0,0,0,30,29,0,0,1,0,0,0,0,0,0,0,0,0,129,124,0,0,5,0,0,0,0,0,0,0,0,0,54,53,0,0,1,0,0,0,0,0,0,0,0,0,522,516,0,0,6,0,0,0,0,0,0,0,0,0,153,153,0,0,0,0,0,0,0,0,0,0,0,0,74,71,0,0,3,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,192,189,0,0,3,0,0,0,0,0,0,0,0,0,53,53,0,0,0,0,0,0,0,0,0,0,0,0
95GG27S4,1167,1136,1,0,22,0,0,0,0,0,0,0,0,8,601,585,1,0,11,0,0,0,0,0,0,0,0,4,155,150,0,0,4,0,0,0,0,0,0,0,0,1,266,259,0,0,5,0,0,0,0,0,0,0,0,2,15,14,0,0,1,0,0,0,0,0,0,0,0,0,26,25,1,0,0,0,0,0,0,0,0,0,0,0,88,88,0,0,0,0,0,0,0,0,0,0,0,0,51,49,0,0,1,0,0,0,0,0,0,0,0,1,566,551,0,0,11,0,0,0,0,0,0,0,0,4,186,184,0,0,2,0,0,0,0,0,0,0,0,0,73,69,0,0,2,0,0,0,0,0,0,0,0,2,57,55,0,0,2,0,0,0,0,0,0,0,0,0,198,192,0,0,4,0,0,0,0,0,0,0,0,2,52,51,0,0,1,0,0,0,0,0,0,0,0,0
95GG28S1,1534,1491,23,1,1,2,0,0,0,5,0,0,1,10,1094,1058,20,1,0,2,0,0,0,4,0,0,1,8,266,261,3,0,0,1,0,0,0,1,0,0,0,0,643,613,16,1,0,1,0,0,0,3,0,0,1,8,18,18,0,0,0,0,0,0,0,0,0,0,0,0,75,75,0,0,0,0,0,0,0,0,0,0,0,0,49,49,0,0,0,0,0,0,0,0,0,0,0,0,43,42,1,0,0,0,0,0,0,0,0,0,0,0,440,433,3,0,1,0,0,0,0,1,0,0,0,2,174,174,0,0,0,0,0,0,0,0,0,0,0,0,65,62,1,0,1,0,0,0,0,0,0,0,0,1,64,60,2,0,0,0,0,0,0,1,0,0,0,1,108,108,0,0,0,0,0,0,0,0,0,0,0,0,29,29,0,0,0,0,0,0,0,0,0,0,0,0
95GG28S2,1251,1226,6,0,2,2,0,0,8,0,0,0,0,7,770,750,4,0,1,2,0,0,8,0,0,0,0,5,166,164,0,0,0,0,0,0,1,0,0,0,0,1,442,429,2,0,0,1,0,0,7,0,0,0,0,3,21,20,1,0,0,0,0,0,0,0,0,0,0,0,41,40,0,0,1,0,0,0,0,0,0,0,0,0,70,67,1,0,0,1,0,0,0,0,0,0,0,1,30,30,0,0,0,0,0,0,0,0,0,0,0,0,481,476,2,0,1,0,0,0,0,0,0,0,0,2,186,185,0,0,0,0,0,0,0,0,0,0,0,1,73,72,1,0,0,0,0,0,0,0,0,0,0,0,51,50,1,0,0,0,0,0,0,0,0,0,0,0,127,127,0,0,0,0,0,0,0,0,0,0,0,0,44,42,0,0,1,0,0,0,0,0,0,0,0,1
95GG28S3,1254,1232,2,1,0,1,0,0,9,1,2,0,0,6,746,729,2,1,0,0,0,0,8,1,1,0,0,4,211,205,0,0,0,0,0,0,5,1,0,0,0,0,373,363,1,1,0,0,0,0,3,0,1,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,101,101,0,0,0,0,0,0,0,0,0,0,0,0,42,41,1,0,0,0,0,0,0,0,0,0,0,0,508,503,0,0,0,1,0,0,1,0,1,0,0,2,142,141,0,0,0,0,0,0,0,0,1,0,0,0,59,59,0,0,0,0,0,0,0,0,0,0,0,0,78,78,0,0,0,0,0,0,0,0,0,0,0,0,166,166,0,0,0,0,0,0,0,0,0,0,0,0,63,59,0,0,0,1,0,0,1,0,0,0,0,2
95GG29S1,1624,1492,42,0,0,1,6,1,2,0,0,0,0,80,964,854,38,0,0,0,6,1,2,0,0,0,0,63,185,170,8,0,0,0,4,0,0,0,0,0,0,3,591,517,21,0,0,0,2,1,2,0,0,0,0,48,13,13,0,0,0,0,0,0,0,0,0,0,0,0,35,31,0,0,0,0,0,0,0,0,0,0,0,4,110,96,7,0,0,0,0,0,0,0,0,0,0,7,30,27,2,0,0,0,0,0,0,0,0,0,0,1,660,638,4,0,0,1,0,0,0,0,0,0,0,17,189,187,0,0,0,0,0,0,0,0,0,0,0,2,72,70,1,0,0,1,0,0,0,0,0,0,0,0,112,99,2,0,0,0,0,0,0,0,0,0,0,11,220,219,0,0,0,0,0,0,0,0,0,0,0,1,67,63,1,0,0,0,0,0,0,0,0,0,0,3
95GG29S2,2080,1844,126,1,4,4,17,5,4,2,0,15,0,58,1525,1320,113,1,4,4,17,4,4,2,0,12,0,44,250,222,14,0,2,1,0,0,0,0,0,0,0,11,1024,876,82,1,2,1,17,1,4,1,0,12,0,27,23,18,2,0,0,1,0,0,0,1,0,0,0,1,68,59,4,0,0,1,0,2,0,0,0,0,0,2,103,93,9,0,0,0,0,0,0,0,0,0,0,1,57,52,2,0,0,0,0,1,0,0,0,0,0,2,555,524,13,0,0,0,0,1,0,0,0,3,0,14,203,203,0,0,0,0,0,0,0,0,0,0,0,0,65,56,2,0,0,0,0,0,0,0,0,2,0,5,81,72,3,0,0,0,0,0,0,0,0,0,0,6,149,148,1,0,0,0,0,0,0,0,0,0,0,0,57,45,7,0,0,0,0,1,0,0,0,1,0,3
95GG30S1,1123,1099,6,0,1,0,1,4,0,0,1,0,0,11,741,723,5,0,1,0,1,3,0,0,0,0,0,8,161,157,0,0,0,0,0,2,0,0,0,0,0,2,417,406,5,0,1,0,1,0,0,0,0,0,0,4,22,22,0,0,0,0,0,0,0,0,0,0,0,0,57,57,0,0,0,0,0,0,0,0,0,0,0,0,49,48,0,0,0,0,0,0,0,0,0,0,0,1,35,33,0,0,0,0,0,1,0,0,0,0,0,1,382,376,1,0,0,0,0,1,0,0,1,0,0,3,162,162,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,46,43,0,0,0,0,0,1,0,0,1,0,0,1,99,98,0,0,0,0,0,0,0,0,0,0,0,1,25,23,1,0,0,0,0,0,0,0,0,0,0,1
95GG30S2,1202,1177,6,0,1,0,0,4,0,0,1,0,0,13,879,858,6,0,1,0,0,2,0,0,1,0,0,11,171,163,3,0,0,0,0,0,0,0,1,0,0,4,507,499,3,0,0,0,0,0,0,0,0,0,0,5,36,36,0,0,0,0,0,0,0,0,0,0,0,0,92,90,0,0,1,0,0,0,0,0,0,0,0,1,32,30,0,0,0,0,0,2,0,0,0,0,0,0,41,40,0,0,0,0,0,0,0,0,0,0,0,1,323,319,0,0,0,0,0,2,0,0,0,0,0,2,178,178,0,0,0,0,0,0,0,0,0,0,0,0,72,72,0,0,0,0,0,0,0,0,0,0,0,0,35,32,0,0,0,0,0,2,0,0,0,0,0,1,28,28,0,0,0,0,0,0,0,0,0,0,0,0,10,9,0,0,0,0,0,0,0,0,0,0,0,1
95GG30S3,1142,1126,4,2,0,0,3,0,1,0,0,0,0,6,788,776,4,2,0,0,3,0,1,0,0,0,0,2,181,175,3,1,0,0,1,0,0,0,0,0,0,1,494,488,1,1,0,0,2,0,1,0,0,0,0,1,16,16,0,0,0,0,0,0,0,0,0,0,0,0,36,36,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,45,45,0,0,0,0,0,0,0,0,0,0,0,0,354,350,0,0,0,0,0,0,0,0,0,0,0,4,208,206,0,0,0,0,0,0,0,0,0,0,0,2,56,56,0,0,0,0,0,0,0,0,0,0,0,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,43,43,0,0,0,0,0,0,0,0,0,0,0,0,17,15,0,0,0,0,0,0,0,0,0,0,0,2
95GG31S1,1687,1662,3,0,18,0,0,0,0,0,0,0,0,4,1161,1141,3,0,14,0,0,0,0,0,0,0,0,3,251,249,2,0,0,0,0,0,0,0,0,0,0,0,643,629,1,0,10,0,0,0,0,0,0,0,0,3,31,31,0,0,0,0,0,0,0,0,0,0,0,0,77,77,0,0,0,0,0,0,0,0,0,0,0,0,58,56,0,0,2,0,0,0,0,0,0,0,0,0,101,99,0,0,2,0,0,0,0,0,0,0,0,0,526,521,0,0,4,0,0,0,0,0,0,0,0,1,217,215,0,0,1,0,0,0,0,0,0,0,0,1,125,125,0,0,0,0,0,0,0,0,0,0,0,0,55,55,0,0,0,0,0,0,0,0,0,0,0,0,98,97,0,0,1,0,0,0,0,0,0,0,0,0,31,29,0,0,2,0,0,0,0,0,0,0,0,0
95GG31S2,1546,1502,23,0,8,0,3,0,0,0,0,0,1,9,914,878,21,0,3,0,3,0,0,0,0,0,1,8,205,197,4,0,0,0,1,0,0,0,0,0,0,3,474,455,12,0,2,0,2,0,0,0,0,0,0,3,26,25,0,0,0,0,0,0,0,0,0,0,1,0,53,53,0,0,0,0,0,0,0,0,0,0,0,0,92,86,4,0,0,0,0,0,0,0,0,0,0,2,64,62,1,0,1,0,0,0,0,0,0,0,0,0,632,624,2,0,5,0,0,0,0,0,0,0,0,1,273,270,0,0,3,0,0,0,0,0,0,0,0,0,97,97,0,0,0,0,0,0,0,0,0,0,0,0,82,80,1,0,0,0,0,0,0,0,0,0,0,1,142,142,0,0,0,0,0,0,0,0,0,0,0,0,38,35,1,0,2,0,0,0,0,0,0,0,0,0
95GG31S3,1587,1558,3,0,16,1,0,0,1,0,3,0,0,5,843,821,3,0,10,1,0,0,1,0,2,0,0,5,219,215,1,0,3,0,0,0,0,0,0,0,0,0,364,355,1,0,5,0,0,0,1,0,0,0,0,2,30,28,0,0,0,0,0,0,0,0,2,0,0,0,30,28,0,0,0,0,0,0,0,0,0,0,0,2,135,131,1,0,1,1,0,0,0,0,0,0,0,1,65,64,0,0,1,0,0,0,0,0,0,0,0,0,744,737,0,0,6,0,0,0,0,0,1,0,0,0,196,193,0,0,2,0,0,0,0,0,1,0,0,0,122,122,0,0,0,0,0,0,0,0,0,0,0,0,114,112,0,0,2,0,0,0,0,0,0,0,0,0,228,226,0,0,2,0,0,0,0,0,0,0,0,0,84,84,0,0,0,0,0,0,0,0,0,0,0,0
95GG32S1,2192,2045,35,1,9,1,13,9,30,1,1,16,7,24,1378,1252,30,1,5,1,11,8,26,1,1,16,6,20,313,290,6,0,2,0,0,4,1,0,1,1,3,5,740,654,23,0,2,0,8,2,22,1,0,13,2,13,23,22,0,0,0,0,0,1,0,0,0,0,0,0,74,70,1,0,0,1,1,1,0,0,0,0,0,0,157,151,0,1,0,0,2,0,0,0,0,1,1,1,71,65,0,0,1,0,0,0,3,0,0,1,0,1,814,793,5,0,4,0,2,1,4,0,0,0,1,4,201,200,0,0,0,0,0,0,0,0,0,0,0,1,148,142,1,0,2,0,0,0,1,0,0,0,1,1,158,155,1,0,0,0,0,0,1,0,0,0,0,1,230,229,0,0,0,0,0,0,0,0,0,0,0,1,77,67,3,0,2,0,2,1,2,0,0,0,0,0
95GG32S2,1126,1084,7,0,0,1,2,0,16,0,0,0,0,16,658,621,5,0,0,1,2,0,16,0,0,0,0,13,161,157,0,0,0,0,0,0,1,0,0,0,0,3,364,334,5,0,0,1,2,0,15,0,0,0,0,7,14,14,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,63,60,0,0,0,0,0,0,0,0,0,0,0,3,31,31,0,0,0,0,0,0,0,0,0,0,0,0,468,463,2,0,0,0,0,0,0,0,0,0,0,3,184,183,0,0,0,0,0,0,0,0,0,0,0,1,50,49,0,0,0,0,0,0,0,0,0,0,0,1,69,66,2,0,0,0,0,0,0,0,0,0,0,1,118,118,0,0,0,0,0,0,0,0,0,0,0,0,47,47,0,0,0,0,0,0,0,0,0,0,0,0
95GG32S3,1195,1164,14,2,3,0,0,0,5,0,0,0,2,5,738,720,10,1,0,0,0,0,5,0,0,0,1,1,150,149,0,0,0,0,0,0,1,0,0,0,0,0,427,412,8,1,0,0,0,0,4,0,0,0,1,1,21,21,0,0,0,0,0,0,0,0,0,0,0,0,41,39,2,0,0,0,0,0,0,0,0,0,0,0,54,54,0,0,0,0,0,0,0,0,0,0,0,0,45,45,0,0,0,0,0,0,0,0,0,0,0,0,457,444,4,1,3,0,0,0,0,0,0,0,1,4,181,177,1,0,1,0,0,0,0,0,0,0,0,2,74,73,0,0,1,0,0,0,0,0,0,0,0,0,48,46,2,0,0,0,0,0,0,0,0,0,0,0,113,112,0,0,0,0,0,0,0,0,0,0,1,0,41,36,1,1,1,0,0,0,0,0,0,0,0,2
95GG33S1,1451,1416,14,0,2,0,0,2,2,0,0,0,0,15,981,949,13,0,2,0,0,2,2,0,0,0,0,13,123,122,0,0,0,0,0,1,0,0,0,0,0,0,528,509,7,0,2,0,0,0,2,0,0,0,0,8,46,44,0,0,0,0,0,0,0,0,0,0,0,2,197,196,0,0,0,0,0,1,0,0,0,0,0,0,33,26,4,0,0,0,0,0,0,0,0,0,0,3,54,52,2,0,0,0,0,0,0,0,0,0,0,0,470,467,1,0,0,0,0,0,0,0,0,0,0,2,249,248,0,0,0,0,0,0,0,0,0,0,0,1,120,120,0,0,0,0,0,0,0,0,0,0,0,0,46,46,0,0,0,0,0,0,0,0,0,0,0,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,36,34,1,0,0,0,0,0,0,0,0,0,0,1
95GG33S2,1158,1120,7,2,4,0,0,3,0,0,0,2,0,20,782,759,5,2,2,0,0,2,0,0,0,2,0,10,122,119,1,0,1,0,0,0,0,0,0,0,0,1,384,372,2,1,0,0,0,2,0,0,0,2,0,5,42,40,0,0,1,0,0,0,0,0,0,0,0,1,163,161,0,1,0,0,0,0,0,0,0,0,0,1,35,31,2,0,0,0,0,0,0,0,0,0,0,2,36,36,0,0,0,0,0,0,0,0,0,0,0,0,376,361,2,0,2,0,0,1,0,0,0,0,0,10,172,169,0,0,0,0,0,0,0,0,0,0,0,3,117,115,0,0,1,0,0,0,0,0,0,0,0,1,38,33,1,0,0,0,0,1,0,0,0,0,0,3,26,24,0,0,1,0,0,0,0,0,0,0,0,1,23,20,1,0,0,0,0,0,0,0,0,0,0,2
95GG33S3,1457,1391,8,0,1,0,1,11,4,0,0,0,1,40,1105,1060,6,0,1,0,1,2,4,0,0,0,1,30,152,142,1,0,0,0,1,1,1,0,0,0,0,6,651,624,4,0,1,0,0,0,3,0,0,0,1,18,55,54,0,0,0,0,0,0,0,0,0,0,0,1,132,129,0,0,0,0,0,1,0,0,0,0,0,2,54,52,0,0,0,0,0,0,0,0,0,0,0,2,61,59,1,0,0,0,0,0,0,0,0,0,0,1,352,331,2,0,0,0,0,9,0,0,0,0,0,10,153,151,0,0,0,0,0,0,0,0,0,0,0,2,122,107,1,0,0,0,0,9,0,0,0,0,0,5,30,26,1,0,0,0,0,0,0,0,0,0,0,3,31,31,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0
95GG34S1,991,924,6,0,0,2,2,0,23,0,0,8,0,26,636,577,5,0,0,2,2,0,21,0,0,8,0,21,141,130,1,0,0,0,2,0,4,0,0,0,0,4,374,333,3,0,0,1,0,0,15,0,0,8,0,14,12,10,0,0,0,1,0,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,0,0,0,0,0,43,40,1,0,0,0,0,0,1,0,0,0,0,1,33,31,0,0,0,0,0,0,1,0,0,0,0,1,355,347,1,0,0,0,0,0,2,0,0,0,0,5,125,125,0,0,0,0,0,0,0,0,0,0,0,0,54,52,0,0,0,0,0,0,1,0,0,0,0,1,43,40,1,0,0,0,0,0,1,0,0,0,0,1,105,104,0,0,0,0,0,0,0,0,0,0,0,1,28,26,0,0,0,0,0,0,0,0,0,0,0,2
