GeographyCode,DC4410NI0001,DC4410NI0002,DC4410NI0003,DC4410NI0004,DC4410NI0005,DC4410NI0006,DC4410NI0007,DC4410NI0008,DC4410NI0009,DC4410NI0010,DC4410NI0011,DC4410NI0012,DC4410NI0013,DC4410NI0014,DC4410NI0015,DC4410NI0016,DC4410NI0017,DC4410NI0018,DC4410NI0019,DC4410NI0020,DC4410NI0021,DC4410NI0022,DC4410NI0023,DC4410NI0024,DC4410NI0025,DC4410NI0026,DC4410NI0027,DC4410NI0028,DC4410NI0029,DC4410NI0030,DC4410NI0031,DC4410NI0032,DC4410NI0033,DC4410NI0034,DC4410NI0035,DC4410NI0036,DC4410NI0037,DC4410NI0038,DC4410NI0039,DC4410NI0040,DC4410NI0041,DC4410NI0042,DC4410NI0043,DC4410NI0044,DC4410NI0045,DC4410NI0046,DC4410NI0047,DC4410NI0048,DC4410NI0049,DC4410NI0050,DC4410NI0051,DC4410NI0052,DC4410NI0053,DC4410NI0054,DC4410NI0055,DC4410NI0056,DC4410NI0057,DC4410NI0058,DC4410NI0059,DC4410NI0060,DC4410NI0061,DC4410NI0062,DC4410NI0063,DC4410NI0064,DC4410NI0065,DC4410NI0066,DC4410NI0067,DC4410NI0068,DC4410NI0069,DC4410NI0070,DC4410NI0071,DC4410NI0072,DC4410NI0073,DC4410NI0074,DC4410NI0075,DC4410NI0076,DC4410NI0077,DC4410NI0078,DC4410NI0079,DC4410NI0080,DC4410NI0081,DC4410NI0082,DC4410NI0083,DC4410NI0084,DC4410NI0085,DC4410NI0086,DC4410NI0087,DC4410NI0088,DC4410NI0089,DC4410NI0090,DC4410NI0091,DC4410NI0092,DC4410NI0093,DC4410NI0094,DC4410NI0095,DC4410NI0096,DC4410NI0097,DC4410NI0098,DC4410NI0099,DC4410NI0100,DC4410NI0101,DC4410NI0102,DC4410NI0103,DC4410NI0104,DC4410NI0105,DC4410NI0106,DC4410NI0107,DC4410NI0108,DC4410NI0109,DC4410NI0110,DC4410NI0111,DC4410NI0112,DC4410NI0113,DC4410NI0114,DC4410NI0115,DC4410NI0116,DC4410NI0117,DC4410NI0118,DC4410NI0119,DC4410NI0120,DC4410NI0121,DC4410NI0122,DC4410NI0123,DC4410NI0124,DC4410NI0125,DC4410NI0126,DC4410NI0127,DC4410NI0128,DC4410NI0129,DC4410NI0130,DC4410NI0131,DC4410NI0132,DC4410NI0133,DC4410NI0134,DC4410NI0135,DC4410NI0136,DC4410NI0137,DC4410NI0138,DC4410NI0139,DC4410NI0140,DC4410NI0141,DC4410NI0142,DC4410NI0143,DC4410NI0144,DC4410NI0145,DC4410NI0146,DC4410NI0147,DC4410NI0148,DC4410NI0149,DC4410NI0150,DC4410NI0151,DC4410NI0152,DC4410NI0153,DC4410NI0154,DC4410NI0155,DC4410NI0156,DC4410NI0157,DC4410NI0158,DC4410NI0159,DC4410NI0160,DC4410NI0161,DC4410NI0162,DC4410NI0163,DC4410NI0164,DC4410NI0165,DC4410NI0166,DC4410NI0167,DC4410NI0168,DC4410NI0169,DC4410NI0170,DC4410NI0171,DC4410NI0172,DC4410NI0173,DC4410NI0174,DC4410NI0175,DC4410NI0176,DC4410NI0177,DC4410NI0178,DC4410NI0179,DC4410NI0180
95GG09S1,844,0,249,457,98,40,84,0,63,20,1,0,341,0,171,141,23,6,345,0,9,275,47,14,52,0,2,17,23,10,22,0,4,4,4,10,711,0,176,409,88,38,49,0,37,12,0,0,265,0,125,119,16,5,325,0,9,257,45,14,51,0,2,17,23,9,21,0,3,4,4,10,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,20,6,3,0,10,0,9,1,0,0,19,0,11,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,53,41,7,2,24,0,17,6,1,0,57,0,35,17,4,1,20,0,0,18,2,0,1,0,0,0,0,1,1,0,1,0,0,0
95GG09S2,808,0,267,393,98,50,136,0,77,44,10,5,411,0,183,190,27,11,210,0,7,150,37,16,40,0,0,7,23,10,11,0,0,2,1,8,634,0,194,320,81,39,71,0,45,23,3,0,328,0,142,158,21,7,186,0,7,130,35,14,38,0,0,7,21,10,11,0,0,2,1,8,99,0,45,39,8,7,46,0,24,15,3,4,46,0,21,19,4,2,7,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,28,33,8,4,18,0,8,6,3,1,36,0,20,12,2,2,17,0,0,15,1,1,2,0,0,0,2,0,0,0,0,0,0,0
95GG09S3,952,0,445,388,83,36,315,0,197,101,12,5,457,0,237,165,39,16,165,0,11,119,27,8,13,0,0,3,5,5,2,0,0,0,0,2,431,0,187,187,38,19,72,0,47,22,1,2,230,0,133,75,16,6,120,0,7,88,19,6,8,0,0,2,2,4,1,0,0,0,0,1,270,0,122,105,29,14,143,0,81,52,8,2,108,0,41,42,16,9,16,0,0,11,4,1,2,0,0,0,1,1,1,0,0,0,0,1,86,0,56,26,3,1,38,0,31,7,0,0,41,0,24,16,1,0,7,0,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,165,0,80,70,13,2,62,0,38,20,3,1,78,0,39,32,6,1,22,0,3,17,2,0,3,0,0,1,2,0,0,0,0,0,0,0
95GG10S1,966,1,525,330,82,28,513,0,328,140,34,11,380,1,189,154,29,7,58,0,6,34,13,5,15,0,2,2,6,5,0,0,0,0,0,0,363,1,185,128,38,11,138,0,86,34,15,3,185,1,95,72,14,3,34,0,2,22,7,3,6,0,2,0,2,2,0,0,0,0,0,0,245,0,157,67,15,6,170,0,117,40,9,4,72,0,40,26,5,1,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,1,1,0,1,0,0,1,0,0,2,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,354,0,181,134,28,11,204,0,125,65,10,4,121,0,52,56,10,3,20,0,4,11,4,1,9,0,0,2,4,3,0,0,0,0,0,0
95GG10S2,1051,1,530,366,102,52,579,0,371,169,29,10,369,0,153,150,43,23,83,1,5,43,25,9,13,0,1,4,4,4,7,0,0,0,1,6,304,0,138,123,31,12,127,0,76,40,7,4,140,0,61,62,13,4,30,0,0,20,7,3,6,0,1,1,3,1,1,0,0,0,1,0,298,0,175,83,31,9,192,0,132,45,12,3,90,0,41,32,14,3,16,0,2,6,5,3,0,0,0,0,0,0,0,0,0,0,0,0,75,0,50,20,4,1,54,0,41,11,2,0,19,0,8,8,2,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374,1,167,140,36,30,206,0,122,73,8,3,120,0,43,48,14,15,35,1,2,16,13,3,7,0,0,3,1,3,6,0,0,0,0,6
95GG11S1,987,0,563,331,65,28,504,0,346,131,19,8,409,0,208,162,30,9,67,0,7,38,14,8,5,0,1,0,2,2,2,0,1,0,0,1,393,0,200,145,34,14,106,0,73,26,6,1,230,0,121,88,16,5,52,0,6,31,10,5,4,0,0,0,2,2,1,0,0,0,0,1,102,0,60,39,2,1,64,0,43,20,0,1,37,0,17,19,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,181,0,128,43,7,3,127,0,98,23,4,2,54,0,30,20,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311,0,175,104,22,10,207,0,132,62,9,4,88,0,40,35,10,3,14,0,1,7,3,3,1,0,1,0,0,0,1,0,1,0,0,0
95GG11S2,701,0,256,329,79,37,133,0,96,27,7,3,346,0,147,168,24,7,196,0,11,129,37,19,19,0,0,5,9,5,7,0,2,0,2,3,540,0,174,267,68,31,69,0,54,11,4,0,269,0,111,132,20,6,181,0,9,120,35,17,16,0,0,4,7,5,5,0,0,0,2,3,16,0,9,7,0,0,8,0,7,1,0,0,5,0,0,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,13,0,9,3,1,0,8,0,6,2,0,0,5,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0,64,52,10,6,48,0,29,13,3,3,67,0,33,30,3,1,14,0,2,8,2,2,3,0,0,1,2,0,0,0,0,0,0,0
95GG11S3,998,0,547,360,61,30,433,0,305,99,23,6,455,0,230,191,20,14,97,0,10,68,13,6,11,0,2,2,5,2,2,0,0,0,0,2,520,0,262,200,35,23,136,0,90,34,8,4,309,0,163,121,14,11,66,0,7,43,11,5,7,0,2,2,2,1,2,0,0,0,0,2,36,0,24,10,2,0,29,0,20,7,2,0,6,0,4,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,65,4,2,0,59,0,56,1,2,0,12,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371,0,196,146,22,7,209,0,139,57,11,2,128,0,54,65,6,3,30,0,3,24,2,1,4,0,0,0,3,1,0,0,0,0,0,0
95GG12S1,558,0,166,198,81,113,250,0,91,88,34,37,187,0,67,75,18,27,77,0,5,34,17,21,32,0,3,0,11,18,12,0,0,1,1,10,92,0,36,38,13,5,11,0,9,1,1,0,51,0,25,19,5,2,25,0,2,18,4,1,5,0,0,0,3,2,0,0,0,0,0,0,28,0,14,9,4,1,16,0,10,3,2,1,12,0,4,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,8,3,1,2,10,0,8,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,1,0,1,424,0,108,148,63,105,213,0,64,82,31,36,123,0,38,50,10,25,52,0,3,16,13,20,26,0,3,0,8,15,10,0,0,0,1,9
95GG12S2,727,1,243,167,108,208,350,1,163,81,43,62,212,0,66,66,27,53,95,0,6,17,22,50,55,0,3,2,16,34,15,0,5,1,0,9,116,0,64,40,8,4,46,0,30,14,1,1,54,0,33,17,2,2,10,0,0,7,3,0,4,0,0,1,2,1,2,0,1,1,0,0,38,0,17,15,5,1,23,0,14,6,2,1,13,0,3,8,2,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,27,12,5,0,35,0,25,6,4,0,9,0,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529,1,135,100,90,203,246,1,94,55,36,60,136,0,28,35,22,51,83,0,6,9,18,50,51,0,3,1,14,33,13,0,4,0,0,9
95GG12S3,586,0,218,157,87,124,294,0,148,66,43,37,174,0,58,64,26,26,74,0,8,20,13,33,29,0,3,5,4,17,15,0,1,2,1,11,126,0,48,48,13,17,25,0,17,3,2,3,67,0,25,29,7,6,25,0,4,12,3,6,7,0,1,3,1,2,2,0,1,1,0,0,28,0,15,9,4,0,22,0,15,6,1,0,6,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,34,6,2,3,35,0,30,2,2,1,9,0,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,387,0,121,94,68,104,212,0,86,55,38,33,92,0,29,28,16,19,49,0,4,8,10,27,21,0,2,2,3,14,13,0,0,1,1,11
95GG12S4,719,0,314,178,99,128,419,0,221,89,49,60,187,0,81,59,26,21,73,0,8,20,15,30,25,0,3,5,9,8,15,0,1,5,0,9,42,0,21,9,7,5,9,0,7,0,1,1,22,0,13,5,2,2,9,0,1,3,4,1,0,0,0,0,0,0,2,0,0,1,0,1,13,0,5,4,3,1,7,0,2,2,2,1,5,0,3,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,83,15,6,1,66,0,58,4,4,0,34,0,24,7,2,1,4,0,0,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,559,0,205,150,83,121,337,0,154,83,42,58,126,0,41,46,21,18,59,0,7,12,11,29,25,0,3,5,9,8,12,0,0,4,0,8
95GG12S5,839,1,345,299,116,78,485,1,247,158,51,28,290,0,93,118,48,31,45,0,3,18,14,10,14,0,1,3,3,7,5,0,1,2,0,2,208,0,71,88,31,18,85,0,40,29,11,5,101,0,31,48,15,7,14,0,0,9,3,2,7,0,0,1,2,4,1,0,0,1,0,0,211,1,94,77,28,11,142,1,70,53,15,3,60,0,23,22,10,5,8,0,1,2,3,2,0,0,0,0,0,0,1,0,0,0,0,1,179,0,105,51,17,6,121,0,82,31,7,1,57,0,23,20,9,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,241,0,75,83,40,43,137,0,55,45,18,19,72,0,16,28,14,14,22,0,2,7,7,6,7,0,1,2,1,3,3,0,1,1,0,1
95GG13S1,664,0,381,194,69,20,300,0,233,51,11,5,293,0,146,101,35,11,63,0,2,40,18,3,7,0,0,1,5,1,1,0,0,1,0,0,280,0,120,101,47,12,55,0,42,10,3,0,166,0,76,58,23,9,52,0,2,32,16,2,7,0,0,1,5,1,0,0,0,0,0,0,238,0,172,49,9,8,172,0,134,28,5,5,60,0,38,17,3,2,6,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,32,0,26,6,0,0,20,0,18,2,0,0,12,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,63,38,13,0,53,0,39,11,3,0,55,0,24,22,9,0,5,0,0,4,1,0,0,0,0,0,0,0,1,0,0,1,0,0
95GG13S2,665,0,221,302,97,45,128,0,91,32,3,2,287,0,123,125,32,7,203,0,6,135,45,17,38,0,0,9,17,12,9,0,1,1,0,7,539,0,148,257,90,44,75,0,52,20,2,1,229,0,90,105,27,7,189,0,6,122,44,17,38,0,0,9,17,12,8,0,0,1,0,7,59,0,40,14,4,1,30,0,23,6,0,1,28,0,17,8,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,32,31,2,0,22,0,15,6,1,0,29,0,16,12,1,0,13,0,0,13,0,0,0,0,0,0,0,0,1,0,1,0,0,0
95GG13S3,787,0,378,291,80,38,283,0,209,63,9,2,347,0,161,138,32,16,134,0,6,85,32,11,19,0,1,3,7,8,4,0,1,2,0,1,453,0,171,198,55,29,93,0,63,27,2,1,223,0,104,90,18,11,118,0,3,77,29,9,17,0,1,3,6,7,2,0,0,1,0,1,223,0,143,58,20,2,140,0,111,22,7,0,74,0,29,31,12,2,9,0,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,64,34,5,7,49,0,35,13,0,1,50,0,28,17,2,3,7,0,0,3,2,2,2,0,0,0,1,1,2,0,1,1,0,0
95GG14S1,618,0,179,300,80,59,85,0,66,19,0,0,289,0,107,148,22,12,201,0,6,128,43,24,37,0,0,4,15,18,6,0,0,1,0,5,565,0,156,278,75,56,61,0,51,10,0,0,269,0,99,138,20,12,196,0,6,125,41,24,34,0,0,4,14,16,5,0,0,1,0,4,6,0,1,5,0,0,6,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,21,16,5,3,18,0,14,4,0,0,18,0,7,9,2,0,5,0,0,3,2,0,3,0,0,0,1,2,1,0,0,0,0,1
95GG14S2,582,0,155,255,109,63,78,0,58,13,5,2,197,0,90,75,24,8,251,0,6,158,62,25,44,0,1,8,12,23,12,0,0,1,6,5,496,0,101,238,101,56,46,0,33,8,5,0,153,0,62,66,18,7,244,0,5,155,60,24,41,0,1,8,12,20,12,0,0,1,6,5,26,0,16,5,5,0,13,0,11,2,0,0,13,0,5,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,6,2,1,1,3,0,3,0,0,0,6,0,3,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,32,10,2,6,16,0,11,3,0,2,25,0,20,5,0,0,6,0,1,2,2,1,3,0,0,0,0,3,0,0,0,0,0,0
95GG14S3,617,0,180,284,91,62,68,0,43,22,0,3,301,0,130,131,27,13,197,0,7,123,50,17,40,0,0,7,12,21,11,0,0,1,2,8,564,0,156,258,90,60,50,0,33,14,0,3,272,0,116,119,26,11,191,0,7,117,50,17,40,0,0,7,12,21,11,0,0,1,2,8,9,0,4,4,0,1,5,0,3,2,0,0,4,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,19,22,1,1,13,0,7,6,0,0,24,0,12,10,1,1,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95GG15S1,736,0,203,421,73,39,53,0,36,13,2,2,305,0,161,127,13,4,309,0,6,258,32,13,55,0,0,20,23,12,14,0,0,3,3,8,650,0,170,377,68,35,38,0,27,9,1,1,257,0,138,104,12,3,287,0,5,241,29,12,55,0,0,20,23,12,13,0,0,3,3,7,15,0,3,10,0,2,3,0,1,2,0,0,10,0,2,7,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5,0,0,3,1,1,2,0,0,1,0,1,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,30,31,4,1,10,0,8,1,1,0,35,0,21,14,0,0,21,0,1,16,3,1,0,0,0,0,0,0,0,0,0,0,0,0
95GG15S2,890,0,339,435,78,38,114,0,89,21,1,3,426,0,238,148,31,9,302,0,11,249,26,16,41,0,0,17,18,6,7,0,1,0,2,4,730,0,263,366,70,31,68,0,57,11,0,0,346,0,196,119,25,6,271,0,9,221,26,15,38,0,0,15,17,6,7,0,1,0,2,4,13,0,5,4,3,1,6,0,4,1,1,0,6,0,1,3,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21,0,16,5,0,0,11,0,9,2,0,0,9,0,6,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,55,60,5,6,29,0,19,7,0,3,65,0,35,23,4,3,29,0,1,28,0,0,3,0,0,2,1,0,0,0,0,0,0,0
95GG15S3,918,0,428,380,80,30,252,0,178,58,15,1,436,0,249,158,25,4,205,0,1,156,32,16,15,0,0,6,6,3,10,0,0,2,2,6,595,0,243,273,55,24,105,0,75,26,4,0,283,0,167,100,15,1,184,0,1,140,29,14,15,0,0,6,6,3,8,0,0,1,1,6,199,0,116,65,14,4,100,0,73,22,5,0,89,0,43,36,7,3,10,0,0,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,0,1,0,4,0,3,0,1,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,63,42,10,2,43,0,27,10,5,1,61,0,36,22,3,0,11,0,0,9,1,1,0,0,0,0,0,0,2,0,0,1,1,0
95GG16S1,866,0,427,291,89,59,361,0,248,74,26,13,393,0,171,153,46,23,99,0,6,62,14,17,11,0,1,2,3,5,2,0,1,0,0,1,471,0,176,187,65,43,131,0,84,30,12,5,242,0,85,99,38,20,87,0,6,56,12,13,11,0,1,2,3,5,0,0,0,0,0,0,75,0,47,16,7,5,46,0,35,4,4,3,27,0,12,12,3,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,53,0,39,11,1,2,39,0,32,4,1,2,14,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267,0,165,77,16,9,145,0,97,36,9,3,110,0,67,35,5,3,10,0,0,6,2,2,0,0,0,0,0,0,2,0,1,0,0,1
95GG16S2,777,0,331,269,105,72,252,0,167,58,22,5,342,0,157,124,39,22,154,0,7,85,34,28,23,0,0,0,10,13,6,0,0,2,0,4,481,0,150,188,79,64,70,0,43,16,7,4,245,0,101,95,33,16,139,0,6,75,30,28,21,0,0,0,9,12,6,0,0,2,0,4,24,0,8,11,3,2,16,0,7,7,2,0,6,0,1,3,0,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,102,21,6,1,88,0,70,13,5,0,39,0,31,6,1,1,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,0,71,49,17,5,78,0,47,22,8,1,52,0,24,20,5,3,10,0,0,7,3,0,2,0,0,0,1,1,0,0,0,0,0,0
95GG16S3,587,0,219,242,77,49,170,0,119,41,8,2,279,0,93,131,37,18,115,0,6,66,23,20,18,0,1,3,8,6,5,0,0,1,1,3,390,0,106,179,63,42,54,0,39,12,3,0,211,0,61,104,30,16,103,0,5,59,21,18,17,0,1,3,8,5,5,0,0,1,1,3,110,0,70,28,10,2,65,0,49,13,2,1,40,0,20,14,6,0,5,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,8,2,1,1,5,0,3,1,1,0,6,0,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,75,0,35,33,3,4,46,0,28,15,2,1,22,0,7,12,1,2,7,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
95GG17S1,770,1,355,257,96,61,376,1,246,96,23,10,273,0,104,110,38,21,96,0,5,47,29,15,18,0,0,4,4,10,7,0,0,0,2,5,405,1,126,157,68,53,117,1,66,37,9,4,182,0,56,80,27,19,81,0,4,36,26,15,18,0,0,4,4,10,7,0,0,0,2,5,77,0,41,19,11,6,62,0,35,16,7,4,14,0,6,2,4,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,89,39,9,0,100,0,75,20,5,0,34,0,14,16,4,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,0,99,42,8,2,97,0,70,23,2,2,43,0,28,12,3,0,11,0,1,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0
95GG17S2,623,0,205,254,96,68,149,0,93,39,14,3,317,0,104,143,47,23,128,0,7,68,28,25,25,0,1,4,7,13,4,0,0,0,0,4,516,0,147,217,86,66,94,0,58,26,9,1,270,0,82,123,42,23,123,0,6,64,28,25,25,0,1,4,7,13,4,0,0,0,0,4,19,0,5,8,4,2,9,0,3,3,1,2,10,0,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,24,4,1,0,22,0,18,3,1,0,7,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,29,25,5,0,24,0,14,7,3,0,30,0,14,14,2,0,5,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95GG17S3,744,0,379,259,78,28,353,0,258,70,20,5,287,0,114,131,32,10,89,0,6,54,22,7,14,0,1,4,4,5,1,0,0,0,0,1,353,0,119,164,49,21,94,0,55,31,7,1,171,0,59,83,21,8,75,0,5,46,17,7,12,0,0,4,4,4,1,0,0,0,0,1,196,0,120,57,15,4,128,0,93,27,6,2,62,0,25,28,7,2,5,0,1,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,59,0,35,14,7,3,35,0,26,4,3,2,20,0,9,9,2,0,3,0,0,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,136,0,105,24,7,0,96,0,84,8,4,0,34,0,21,11,2,0,6,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
95GG18S1,1073,0,544,343,123,63,655,0,416,164,56,19,375,0,123,161,59,32,40,0,3,18,7,12,0,0,0,0,0,0,3,0,2,0,1,0,471,0,206,175,58,32,210,0,131,55,18,6,226,0,73,105,34,14,34,0,2,15,5,12,0,0,0,0,0,0,1,0,0,0,1,0,213,0,102,69,24,18,158,0,90,47,15,6,54,0,12,21,9,12,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,88,38,23,11,115,0,72,25,12,6,42,0,14,13,10,5,1,0,0,0,1,0,0,0,0,0,0,0,2,0,2,0,0,0,229,0,148,61,18,2,172,0,123,37,11,1,53,0,24,22,6,1,4,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
95GG18S2,1070,0,538,343,118,71,649,0,390,182,54,23,353,0,142,134,46,31,53,0,3,24,15,11,8,0,0,2,3,3,7,0,3,1,0,3,384,0,154,130,58,42,175,0,100,55,16,4,164,0,51,61,27,25,36,0,3,12,13,8,7,0,0,2,2,3,2,0,0,0,0,2,254,0,133,78,31,12,197,0,110,55,22,10,49,0,20,20,8,1,2,0,0,2,0,0,1,0,0,0,1,0,5,0,3,1,0,1,157,0,122,26,6,3,107,0,82,18,5,2,48,0,40,7,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,275,0,129,109,23,14,170,0,98,54,11,7,92,0,31,46,11,4,13,0,0,9,1,3,0,0,0,0,0,0,0,0,0,0,0,0
95GG19S1,1061,0,650,299,86,26,711,0,514,156,31,10,306,0,133,127,37,9,35,0,2,13,18,2,4,0,0,1,0,3,5,0,1,2,0,2,270,0,98,113,44,15,103,0,53,37,11,2,130,0,44,61,19,6,30,0,1,13,14,2,4,0,0,1,0,3,3,0,0,1,0,2,468,0,308,117,34,9,346,0,254,71,15,6,116,0,52,45,16,3,4,0,1,0,3,0,0,0,0,0,0,0,2,0,1,1,0,0,124,0,92,27,4,1,97,0,80,14,2,1,26,0,12,13,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,199,0,152,42,4,1,165,0,127,34,3,1,34,0,25,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95GG19S2,1178,1,678,352,107,40,701,0,490,159,41,11,406,1,181,159,43,22,59,0,5,30,20,4,10,0,2,4,2,2,2,0,0,0,1,1,243,1,77,108,39,18,63,0,28,26,6,3,129,1,44,58,15,11,41,0,3,21,15,2,8,0,2,3,2,1,2,0,0,0,1,1,363,0,226,100,31,6,266,0,181,63,18,4,86,0,43,31,12,0,9,0,2,5,1,1,2,0,0,1,0,1,0,0,0,0,0,0,397,0,250,107,29,11,243,0,181,50,10,2,148,0,69,55,15,9,6,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,175,0,125,37,8,5,129,0,100,20,7,2,43,0,25,15,1,2,3,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
95GG20S1,1393,0,758,472,127,36,789,0,510,198,64,17,526,0,237,226,50,13,74,0,11,47,11,5,1,0,0,0,1,0,3,0,0,1,1,1,319,0,140,143,30,6,108,0,60,37,11,0,168,0,75,75,15,3,42,0,5,30,4,3,0,0,0,0,0,0,1,0,0,1,0,0,296,0,189,79,20,8,214,0,150,48,10,6,77,0,37,29,9,2,5,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,346,0,212,88,35,11,228,0,159,46,17,6,107,0,50,39,14,4,10,0,3,3,4,0,0,0,0,0,0,0,1,0,0,0,0,1,432,0,217,162,42,11,239,0,141,67,26,5,174,0,75,83,12,4,17,0,1,12,2,2,1,0,0,0,1,0,1,0,0,0,1,0
