GeographyCode,DC2104NI0001,DC2104NI0002,DC2104NI0003,DC2104NI0004,DC2104NI0005,DC2104NI0006,DC2104NI0007,DC2104NI0008,DC2104NI0009,DC2104NI0010,DC2104NI0011,DC2104NI0012,DC2104NI0013,DC2104NI0014,DC2104NI0015,DC2104NI0016,DC2104NI0017,DC2104NI0018,DC2104NI0019,DC2104NI0020,DC2104NI0021,DC2104NI0022,DC2104NI0023,DC2104NI0024,DC2104NI0025,DC2104NI0026,DC2104NI0027,DC2104NI0028,DC2104NI0029,DC2104NI0030,DC2104NI0031,DC2104NI0032,DC2104NI0033,DC2104NI0034,DC2104NI0035,DC2104NI0036,DC2104NI0037,DC2104NI0038,DC2104NI0039,DC2104NI0040,DC2104NI0041,DC2104NI0042,DC2104NI0043,DC2104NI0044,DC2104NI0045,DC2104NI0046,DC2104NI0047,DC2104NI0048,DC2104NI0049,DC2104NI0050,DC2104NI0051,DC2104NI0052,DC2104NI0053,DC2104NI0054,DC2104NI0055,DC2104NI0056,DC2104NI0057,DC2104NI0058,DC2104NI0059,DC2104NI0060,DC2104NI0061,DC2104NI0062,DC2104NI0063,DC2104NI0064,DC2104NI0065,DC2104NI0066,DC2104NI0067,DC2104NI0068,DC2104NI0069,DC2104NI0070,DC2104NI0071,DC2104NI0072,DC2104NI0073,DC2104NI0074,DC2104NI0075,DC2104NI0076,DC2104NI0077,DC2104NI0078,DC2104NI0079,DC2104NI0080,DC2104NI0081,DC2104NI0082,DC2104NI0083,DC2104NI0084,DC2104NI0085,DC2104NI0086,DC2104NI0087,DC2104NI0088,DC2104NI0089,DC2104NI0090,DC2104NI0091,DC2104NI0092,DC2104NI0093,DC2104NI0094,DC2104NI0095,DC2104NI0096,DC2104NI0097,DC2104NI0098,DC2104NI0099,DC2104NI0100,DC2104NI0101,DC2104NI0102,DC2104NI0103,DC2104NI0104,DC2104NI0105,DC2104NI0106,DC2104NI0107,DC2104NI0108,DC2104NI0109,DC2104NI0110,DC2104NI0111,DC2104NI0112,DC2104NI0113,DC2104NI0114,DC2104NI0115,DC2104NI0116,DC2104NI0117,DC2104NI0118,DC2104NI0119,DC2104NI0120,DC2104NI0121,DC2104NI0122,DC2104NI0123,DC2104NI0124,DC2104NI0125,DC2104NI0126,DC2104NI0127,DC2104NI0128,DC2104NI0129,DC2104NI0130,DC2104NI0131,DC2104NI0132,DC2104NI0133,DC2104NI0134,DC2104NI0135,DC2104NI0136,DC2104NI0137,DC2104NI0138,DC2104NI0139,DC2104NI0140,DC2104NI0141,DC2104NI0142,DC2104NI0143,DC2104NI0144,DC2104NI0145,DC2104NI0146,DC2104NI0147,DC2104NI0148,DC2104NI0149,DC2104NI0150,DC2104NI0151,DC2104NI0152,DC2104NI0153,DC2104NI0154,DC2104NI0155,DC2104NI0156,DC2104NI0157,DC2104NI0158,DC2104NI0159,DC2104NI0160
95PP,47951,47593,47566,27,237,54,93,24,4,62,24,8,8,8,43,54,26180,25951,25934,17,170,30,80,15,4,41,14,6,3,5,12,33,23490,23281,23268,13,161,27,79,12,3,40,8,4,2,2,11,29,2690,2670,2666,4,9,3,1,3,1,1,6,2,1,3,1,4,21771,21642,21632,10,67,24,13,9,0,21,10,2,5,3,31,21,14985,14911,14904,7,44,16,9,7,0,12,4,1,2,1,17,9,685,669,669,0,9,2,1,0,0,6,1,0,1,0,5,1,1295,1282,1281,1,4,3,0,1,0,0,0,0,0,0,5,4,1617,1602,1602,0,7,3,1,1,0,2,2,0,0,2,2,4,3189,3178,3176,2,3,0,2,0,0,1,3,1,2,0,2,3
95QQ,25735,25609,25602,7,75,42,19,3,1,10,12,5,6,1,35,4,14564,14480,14475,5,52,25,18,0,0,9,7,4,3,0,23,2,12806,12733,12730,3,47,22,16,0,0,9,4,3,1,0,20,2,1758,1747,1745,2,5,3,2,0,0,0,3,1,2,0,3,0,11171,11129,11127,2,23,17,1,3,1,1,5,1,3,1,12,2,7111,7083,7082,1,14,12,0,2,0,0,2,0,1,1,11,1,196,192,192,0,4,2,0,0,1,1,0,0,0,0,0,0,862,859,859,0,1,1,0,0,0,0,2,0,2,0,0,0,1247,1240,1239,1,4,2,1,1,0,0,1,1,0,0,1,1,1755,1755,1755,0,0,0,0,0,0,0,0,0,0,0,0,0
95RR,25607,25456,25453,3,95,37,15,3,0,40,10,0,5,5,32,14,14066,13971,13969,2,64,17,14,3,0,30,7,0,3,4,18,6,12508,12427,12425,2,60,14,13,3,0,30,3,0,2,1,12,6,1558,1544,1544,0,4,3,1,0,0,0,4,0,1,3,6,0,11541,11485,11484,1,31,20,1,0,0,10,3,0,2,1,14,8,8196,8159,8159,0,17,12,0,0,0,5,2,0,1,1,12,6,223,214,214,0,8,6,0,0,0,2,0,0,0,0,1,0,736,734,734,0,1,0,0,0,0,1,1,0,1,0,0,0,989,983,983,0,4,2,1,0,0,1,0,0,0,0,0,2,1397,1395,1394,1,1,0,0,0,0,1,0,0,0,0,1,0
95SS,91990,90764,90721,43,805,270,297,37,4,197,145,14,96,35,184,92,52216,51364,51347,17,606,175,250,27,2,152,102,9,65,28,90,54,45976,45205,45194,11,563,150,242,25,2,144,87,5,59,23,72,49,6240,6159,6153,6,43,25,8,2,0,8,15,4,6,5,18,5,39774,39400,39374,26,199,95,47,10,2,45,43,5,31,7,94,38,26302,26033,26020,13,138,77,25,9,0,27,29,4,21,4,79,23,904,872,872,0,25,5,9,0,0,11,4,0,3,1,1,2,3199,3175,3168,7,9,2,5,0,1,1,8,1,5,2,6,1,4079,4052,4051,1,17,8,4,1,1,3,2,0,2,0,4,4,5290,5268,5263,5,10,3,4,0,0,3,0,0,0,0,4,8
95TT,34248,34019,34008,11,155,70,60,1,1,23,9,4,3,2,31,34,19079,18932,18932,0,105,41,46,0,1,17,5,4,1,0,18,19,17602,17476,17476,0,96,34,44,0,1,17,5,4,1,0,13,12,1477,1456,1456,0,9,7,2,0,0,0,0,0,0,0,5,7,15169,15087,15076,11,50,29,14,1,0,6,4,0,2,2,13,15,11081,11036,11030,6,27,18,6,0,0,3,1,0,0,1,11,6,404,394,394,0,6,3,1,0,0,2,1,0,1,0,1,2,800,793,790,3,4,2,0,1,0,1,2,0,1,1,1,0,969,959,958,1,5,3,2,0,0,0,0,0,0,0,0,5,1915,1905,1904,1,8,3,5,0,0,0,0,0,0,0,0,2
95UU,13465,13378,13378,0,60,21,32,0,0,7,5,2,2,1,13,9,7086,7028,7028,0,41,14,23,0,0,4,4,2,1,1,9,4,6472,6418,6418,0,38,12,22,0,0,4,4,2,1,1,8,4,614,610,610,0,3,2,1,0,0,0,0,0,0,0,1,0,6379,6350,6350,0,19,7,9,0,0,3,1,0,1,0,4,5,4281,4266,4266,0,12,5,6,0,0,1,0,0,0,0,2,1,191,186,186,0,5,0,3,0,0,2,0,0,0,0,0,0,424,419,419,0,2,2,0,0,0,0,0,0,0,0,1,2,573,571,571,0,0,0,0,0,0,0,0,0,0,0,0,2,910,908,908,0,0,0,0,0,0,0,1,0,1,0,1,0
95VV,75408,74849,74745,104,346,135,109,28,8,66,57,3,40,14,78,78,39684,39371,39342,29,217,66,75,15,5,56,32,2,19,11,31,33,35956,35677,35657,20,204,64,69,15,4,52,25,2,16,7,24,26,3728,3694,3685,9,13,2,6,0,1,4,7,0,3,4,7,7,35724,35478,35403,75,129,69,34,13,3,10,25,1,21,3,47,45,25129,24973,24929,44,79,41,24,5,1,8,8,0,5,3,41,28,971,921,918,3,33,21,8,1,2,1,14,0,14,0,0,3,2277,2272,2255,17,1,1,0,0,0,0,0,0,0,0,1,3,2965,2941,2933,8,12,4,1,6,0,1,3,1,2,0,4,5,4382,4371,4368,3,4,2,1,1,0,0,0,0,0,0,1,6
95WW,65799,64677,64674,3,873,349,288,74,9,153,70,9,51,10,123,56,37719,37028,37028,0,560,188,221,41,5,105,39,5,27,7,49,43,33144,32526,32526,0,506,153,217,40,4,92,33,5,21,7,38,41,4575,4502,4502,0,54,35,4,1,1,13,6,0,6,0,11,2,28080,27649,27646,3,313,161,67,33,4,48,31,4,24,3,74,13,17757,17446,17444,2,221,121,48,21,3,28,12,4,6,2,69,9,622,561,561,0,45,25,7,1,1,11,15,0,14,1,1,0,2257,2233,2232,1,18,6,4,5,0,3,3,0,3,0,1,2,3090,3069,3069,0,15,7,3,2,0,3,1,0,1,0,3,2,4354,4340,4340,0,14,2,5,4,0,3,0,0,0,0,0,0
95XX,62993,62029,62019,10,572,192,149,52,29,150,146,35,78,33,160,86,37649,37021,37018,3,411,123,127,36,19,106,92,20,56,16,71,54,33136,32566,32564,2,382,113,123,34,16,96,85,17,52,16,52,51,4513,4455,4454,1,29,10,4,2,3,10,7,3,4,0,19,3,25344,25008,25001,7,161,69,22,16,10,44,54,15,22,17,89,32,15195,14974,14970,4,99,52,15,5,5,22,26,7,9,10,76,20,508,473,473,0,27,4,5,3,3,12,4,0,4,0,1,3,1795,1755,1755,0,14,3,0,2,1,8,17,7,4,6,7,2,3560,3531,3530,1,16,8,1,5,1,1,4,1,2,1,2,7,4286,4275,4273,2,5,2,1,1,0,1,3,0,3,0,3,0
95YY,39215,38960,38909,51,178,47,51,11,1,68,11,1,9,1,34,32,21164,20997,20982,15,125,35,34,5,0,51,7,1,5,1,21,14,19428,19268,19253,15,121,33,34,5,0,49,5,0,4,1,20,14,1736,1729,1729,0,4,2,0,0,0,2,2,1,1,0,1,0,18051,17963,17927,36,53,12,17,6,1,17,4,0,4,0,13,18,12891,12832,12812,20,32,5,11,6,1,9,2,0,2,0,12,13,462,451,451,0,10,5,1,0,0,4,0,0,0,0,1,0,1091,1085,1072,13,4,1,3,0,0,0,0,0,0,0,0,2,1290,1284,1281,3,3,1,0,0,0,2,1,0,1,0,0,2,2317,2311,2311,0,4,0,2,0,0,2,1,0,1,0,0,1
95ZZ,30773,30592,30567,25,106,33,47,1,0,25,8,2,3,3,36,31,15584,15480,15472,8,74,21,29,1,0,23,4,1,2,1,14,12,14264,14169,14163,6,72,21,28,1,0,22,2,0,1,1,11,10,1320,1311,1309,2,2,0,1,0,0,1,2,1,1,0,3,2,15189,15112,15095,17,32,12,18,0,0,2,4,1,1,2,22,19,10536,10480,10470,10,19,9,9,0,0,1,3,1,0,2,19,15,369,362,360,2,6,2,3,0,0,1,0,0,0,0,0,1,1074,1070,1067,3,3,0,3,0,0,0,1,0,1,0,0,0,1276,1272,1271,1,1,0,1,0,0,0,0,0,0,0,3,0,1934,1928,1927,1,3,1,2,0,0,0,0,0,0,0,0,3
